Name,URL,Image,Amount,Price
ARCTIC MX-5 Incl. Spatula,https://pcpartpicker.com/product/jykWGX/arctic-mx-5-incl-spatula-4-g-thermal-paste-actcp00054a,https://m.media-amazon.com/images/I/41bG0W1pM7L.jpg,6.2 g,
ARCTIC MX-5,https://pcpartpicker.com/product/TBZ9TW/arctic-mx-5-20-g-thermal-paste-actcp00057a,https://m.media-amazon.com/images/I/31pVSnLL4RL.jpg,4 g,
EK EK-TIM Ectotherm,https://pcpartpicker.com/product/tFGbt6/ek-ek-tim-ectotherm-5-g-thermal-paste-3830046998453,https://cdna.pcpartpicker.com/static/forever/images/product/f138c6b56d0a76d76d2ae379ea9864aa.256p.jpg,20 g,
be quiet! DC1,https://pcpartpicker.com/product/Jx92FT/be-quiet-dc1-3-g-thermal-paste-bz001,https://cdna.pcpartpicker.com/static/forever/images/product/3858d0f1d598116cf07f4023c63e6c40.256p.jpg,5 g,
Iceberg Thermal FUZEIce Plus,https://pcpartpicker.com/product/3WPQzy/iceberg-thermal-fuzeice-plus-7-g-thermal-paste-blackicep8g-00a,https://cdna.pcpartpicker.com/static/forever/images/product/32fec3dd2662c57bdf49ecaa6e542b68.256p.jpg,3 g,
Gelid Solutions GC-4,https://pcpartpicker.com/product/wCwmP6/gelid-solutions-gc-4-1-g-thermal-paste-tc-gc-04-a-1,/static/forever/img/no-image.png,7 g,
Gelid Solutions GC-Extreme,https://pcpartpicker.com/product/yLyH99/gelid-solutions-gc-extreme-10-g-thermal-paste-tc-gc-03-02,https://cdna.pcpartpicker.com/static/forever/images/product/ea8d4a389ec1d8dd817245c9a1f2d44e.256p.jpg,1 g,
Zalman STC7,https://pcpartpicker.com/product/dDgrxr/zalman-stc7-4-g-thermal-paste-zm-stc7,https://m.media-amazon.com/images/I/31JUZumr3eL.jpg,10 g,
Deepcool DM9,https://pcpartpicker.com/product/3yP8TW/deepcool-dm9-15-g-thermal-paste-r-dm9-gy015c-g,https://cdna.pcpartpicker.com/static/forever/images/product/f606599cef4396904bcad18a6a80a7e2.256p.jpg,4 g,
Deepcool DM9,https://pcpartpicker.com/product/RvyH99/deepcool-dm9-4-g-thermal-paste-r-dm9-gy040c-g,https://cdna.pcpartpicker.com/static/forever/images/product/093de864b6ae86b1c6ff81551ee4b816.256p.jpg,1.5 g,
Xilence ZUB-XPTP,https://pcpartpicker.com/product/cX6NnQ/xilence-zub-xptp-15-g-thermal-paste-xz018,https://m.media-amazon.com/images/I/21wOpBIZXKL.jpg,4 g,
Thermal Hero NEO,https://pcpartpicker.com/product/GfVfrH/thermal-hero-neo-4-g-thermal-paste-th-201204-us,https://m.media-amazon.com/images/I/31Hn84v639L.jpg,1.5 g,21.77
Thermal Hero NEO,https://pcpartpicker.com/product/M8Pv6h/thermal-hero-neo-10-g-thermal-paste-th-201210-us,https://m.media-amazon.com/images/I/21JkCxQqUEL.jpg,4 g,8.94
Thermal Hero ULTRA,https://pcpartpicker.com/product/ccBFf7/thermal-hero-ultra-4-g-thermal-paste-th-301304-us,https://m.media-amazon.com/images/I/218tePZPx7L.jpg,10 g,21.99
Thermal Hero QUANTUM,https://pcpartpicker.com/product/PsMXsY/thermal-hero-quantum-1-g-thermal-paste-th-501701-us,https://m.media-amazon.com/images/I/2190Pf9ZOzL.jpg,4 g,9.98
Thermal Hero METALLIQ,https://pcpartpicker.com/product/pby8TW/thermal-hero-metalliq-1-g-thermal-paste-th-108001-us,/static/forever/img/no-image.png,1 g,7.39
Thermal Hero METALLIQ,https://pcpartpicker.com/product/tJBFf7/thermal-hero-metalliq-2-g-thermal-paste-th-108002-us,/static/forever/img/no-image.png,1 g,11.50
Xilence ZUB-XPTP.X5,https://pcpartpicker.com/product/s2dG3C/xilence-zub-xptpx5-3-g-thermal-paste-xz019,https://m.media-amazon.com/images/I/21a6Gm36OxL.jpg,2 g,17.76
Antec Formula 6 Nano Diamond,https://pcpartpicker.com/product/PVxfrH/antec-thermal-paste-formula6,https://m.media-amazon.com/images/I/413tkk2fQUL.jpg,3 g,
Arctic Silver Arctic Alumina Premium Ceramic Polysynthetic,https://pcpartpicker.com/product/f94gXL/arctic-silver-thermal-paste-aa175g,https://m.media-amazon.com/images/I/31eVcxcpbGL.jpg,4 g,
Arctic Silver Arctic Alumina Premium Ceramic Polysynthetic,https://pcpartpicker.com/product/n7tCmG/arctic-silver-thermal-paste-aa14g,/static/forever/img/no-image.png,1.75 g,
Zalman ZM - STG1,https://pcpartpicker.com/product/x6Gkcf/zalman-thermal-paste-zmstg1,https://m.media-amazon.com/images/I/41PUW8t3eNL.jpg,14 g,
Cooler Master IceFusion,https://pcpartpicker.com/product/JbmLrH/cooler-master-thermal-paste-rgicfcwr2gp,https://m.media-amazon.com/images/I/41KiyRx72TL.jpg,3.5 g,
Evercool TC-25,https://pcpartpicker.com/product/mgvRsY/evercool-thermal-paste-tc25,/static/forever/img/no-image.png,40 g,
Cooler Master IceFusion,https://pcpartpicker.com/product/vWg323/cooler-master-thermal-paste-rgicfn200gb1,https://m.media-amazon.com/images/I/41feQEJJuzL.jpg,25 g,
Gelid Solutions GC-Supreme,https://pcpartpicker.com/product/Hhh9TW/gelid-solutions-thermal-paste-tcgc04a,https://m.media-amazon.com/images/I/31ZFlVh45rL.jpg,200 g,
Zalman ZM-STG2,https://pcpartpicker.com/product/8Mzv6h/zalman-thermal-paste-zmstg2,https://m.media-amazon.com/images/I/219NRoMcStL.jpg,7 g,
Xigmatek PTI-G4512,https://pcpartpicker.com/product/MvBv6h/xigmatek-thermal-paste-ptig4512,https://m.media-amazon.com/images/I/413zveBC4XL.jpg,3.5 g,
TUNIQ TX-2 Extreme,https://pcpartpicker.com/product/rvBv6h/tuniq-thermal-paste-tx2ex,/static/forever/img/no-image.png,4 g,
Rosewill RCX-TC001,https://pcpartpicker.com/product/RvBv6h/rosewill-thermal-paste-rcxtc001,https://m.media-amazon.com/images/I/21WP9MXgtIL.jpg,1 g,
Masscool Fanner-420,https://pcpartpicker.com/product/YHPfrH/masscool-thermal-paste-fanner420,https://m.media-amazon.com/images/I/41jtbThTozL.jpg,5 g,
ARCTIC MX-2,https://pcpartpicker.com/product/p8phP6/arctic-mx-2-30-g-thermal-paste-act-mx2-30g,https://m.media-amazon.com/images/I/31QDHbAEMAL.jpg,2 g,
Arctic Silver Arctic Alumina,https://pcpartpicker.com/product/4nPfrH/arctic-silver-thermal-paste-aata5g,https://m.media-amazon.com/images/I/313cEGmuztL.jpg,30 g,
Rosewill RCX-TC090PRO,https://pcpartpicker.com/product/9T6BD3/rosewill-thermal-paste-rcxtc090pro,/static/forever/img/no-image.png,5 g,
Xigmatek PTI-G3606,https://pcpartpicker.com/product/7YMFf7/xigmatek-thermal-paste-ptig3606,https://images-na.ssl-images-amazon.com/images/I/31slb4LzR2L.jpg,20 g,
Biostar TC-DIAMOND,https://pcpartpicker.com/product/V3h9TW/biostar-thermal-paste-tcdiamond,https://images-na.ssl-images-amazon.com/images/I/412tZ8Ne3zL.jpg,3 g,
Thermaltake CL-O0028,https://pcpartpicker.com/product/RPw323/thermaltake-thermal-paste-clo0028,https://m.media-amazon.com/images/I/31+VUCSYQbL.jpg,1.5 g,
Coollaboratory Liquid Ultra,https://pcpartpicker.com/product/sB2kcf/coollaboratory-thermal-paste-900100264,https://cdna.pcpartpicker.com/static/forever/images/product/ce5648e4dffc71e41a854739feccd344.med.256p.jpg,4 g,
Coollaboratory Liquid Pro,https://pcpartpicker.com/product/yR2kcf/coollaboratory-thermal-paste-liquidpro,https://cdna.pcpartpicker.com/static/forever/images/product/efc8db79bdcca1827c0baa21ac7b611f.256p.jpg,0.15 g,
Xigmatek Freezing Point G4718,https://pcpartpicker.com/product/2nbp99/xigmatek-thermal-paste-freezingpointg4718,https://images-na.ssl-images-amazon.com/images/I/31MgheolOJL.jpg,0.15 g,
Evercool STC-01,https://pcpartpicker.com/product/4Mzv6h/evercool-thermal-paste-stc01,https://m.media-amazon.com/images/I/31oCSgahgUL.jpg,4 g,
Syba CL-PTSL-COOL,https://pcpartpicker.com/product/knPfrH/syba-thermal-paste-clptslcool,https://m.media-amazon.com/images/I/31ztJNo7uuL.jpg,4 g,
Prolimatech PK-1,https://pcpartpicker.com/product/48fp99/prolimatech-thermal-paste-propk115g,https://cdna.pcpartpicker.com/static/forever/images/product/2e92518f35d6c85b9e271aa356b4295e.med.256p.jpg,1.5 g,
Prolimatech PK-1,https://pcpartpicker.com/product/hN8Zxr/prolimatech-thermal-paste-propk130g,https://m.media-amazon.com/images/I/41UFFSjIp2L.jpg,1.5 g,
Sunbeam GI-1,https://pcpartpicker.com/product/QDGkcf/sunbeam-thermal-paste-gi1,https://cdna.pcpartpicker.com/static/forever/images/product/5954d7373112ad281f358a69f1e61ee6.med.256p.jpg,30 g,47.58
Antec 77064,https://pcpartpicker.com/product/mzKhP6/antec-thermal-paste-77064,https://cdna.pcpartpicker.com/static/forever/images/product/4a3579cd620ce2a9ec8f44abb78fac2e.256p.jpg,3.5 g,
Deepcool Z9,https://pcpartpicker.com/product/cj8Zxr/deepcool-thermal-paste-z9,/static/forever/img/no-image.png,1 g,
Evercool STC-02,https://pcpartpicker.com/product/xRs8TW/evercool-thermal-paste-stc02,https://cdna.pcpartpicker.com/static/forever/images/product/4cbf0fbff510b64e0aae658ecd037b0f.256p.jpg,3 g,
Logisys Z5,https://pcpartpicker.com/product/wW2kcf/logisys-thermal-paste-z5,/static/forever/img/no-image.png,3 g,
Thermaltake CL-O001-GROSGM-A,https://pcpartpicker.com/product/TBsKHx/thermaltake-thermal-paste-clo001grosgma,https://cdna.pcpartpicker.com/static/forever/images/product/aaa542ea55dc69bfa9268e055acbb429.256p.jpg,3 g,
Thermaltake CLZ0022,https://pcpartpicker.com/product/qQ8Zxr/thermaltake-thermal-paste-clz0022,https://m.media-amazon.com/images/I/31EIewpkv5L.jpg,1.5 g,11.98
Xigmatek Freezing Point G4718,https://pcpartpicker.com/product/xMnG3C/xigmatek-thermal-paste-freezingpoint,/static/forever/img/no-image.png,4 g,
Cooler Master Extreme Fusion X1,https://pcpartpicker.com/product/jWX2FT/cooler-master-thermal-paste-rgefx1tg15r1,/static/forever/img/no-image.png,4 g,
Prolimatech PK-Zero,https://pcpartpicker.com/product/QTCrxr/prolimatech-thermal-paste-propkzero15g,/static/forever/img/no-image.png,1.5 g,
Prolimatech PK-Zero,https://pcpartpicker.com/product/3K4NnQ/prolimatech-thermal-paste-propkzero30g,https://images-na.ssl-images-amazon.com/images/I/31s11f-w1XL.jpg,1.5 g,
Cooler Master MasterGel Maker,https://pcpartpicker.com/product/f2VBD3/cooler-master-thermal-paste-mgzndsgn15mr1,https://cdna.pcpartpicker.com/static/forever/images/product/d998fda270a6503c1c058fea043d29ce.256p.jpg,30 g,
CRYORIG CP15,https://pcpartpicker.com/product/TXyxFT/cryorig-thermal-paste-cp15,https://cdna.pcpartpicker.com/static/forever/images/product/140e86e015b617fa1e1ffd056e44e73c.256p.jpg,4 g,
CRYORIG CP5,https://pcpartpicker.com/product/zzfmP6/cryorig-thermal-paste-cp5,https://cdna.pcpartpicker.com/static/forever/images/product/82cd59b3ac575eddddbb87dc733cf01f.256p.jpg,4 g,
CRYORIG CP7,https://pcpartpicker.com/product/BNcMnQ/cryorig-thermal-paste-cp7,https://cdna.pcpartpicker.com/static/forever/images/product/6b13f87d70e438ee164f88373ed6337f.256p.jpg,4 g,
Innovation Cooling ICD24,https://pcpartpicker.com/product/Zk98TW/innovation-cooling-thermal-paste-icd24,https://cdna.pcpartpicker.com/static/forever/images/product/49403892750e2bf18d948a7a56f77382.256p.jpg,4 g,
Graphitene GTP-5,https://pcpartpicker.com/product/w8hKHx/graphitene-gtp-5-35-g-thermal-paste-gtp-5,https://images-na.ssl-images-amazon.com/images/I/31wzFwrklNL.jpg,4.8 g,
Cooler Master MasterGel Maker,https://pcpartpicker.com/product/tQ6qqs/cooler-master-mastergel-maker-15-g-thermal-paste-mgz-ndsg-n15m-r2,https://cdna.pcpartpicker.com/static/forever/images/product/cacd9ab9d6cf02358bc0e3349a67cfcb.256p.jpg,3.5 g,
Gelid Solutions GC-2,https://pcpartpicker.com/product/RRbwrH/gelid-solutions-gc-2-7-g-thermal-paste-gc-2,https://cdna.pcpartpicker.com/static/forever/images/product/d6f4893c871e8b276bccdad0180c4523.256p.jpg,1.5 g,
ARCTIC MX-2,https://pcpartpicker.com/product/Rx6qqs/arctic-mx-2-30-g-thermal-paste-actcp00003b,https://cdna.pcpartpicker.com/static/forever/images/product/e3f7c43efb11a98145d33095ce795492.256p.jpg,7 g,
ARCTIC MX-2,https://pcpartpicker.com/product/9dmFf7/arctic-mx-2-65-g-thermal-paste-actcp00006b,https://cdna.pcpartpicker.com/static/forever/images/product/64c36323c92fe037c22152691627d7f4.256p.jpg,30 g,
Cooler Master MasterGel Regular,https://pcpartpicker.com/product/BWtKHx/cooler-master-mastergel-regular-15-g-thermal-paste-matergel-regular,https://cdna.pcpartpicker.com/static/forever/images/product/b0aa0617a02d8118969202ea3574b52d.256p.jpg,65 g,
Thermalright TF8,https://pcpartpicker.com/product/pCwkcf/thermalright-tf8-58-g-thermal-paste-tf8-58g,https://m.media-amazon.com/images/I/41kW1istxhL.jpg,1.5 g,
Thermalright Silver King,https://pcpartpicker.com/product/prqBD3/thermalright-silver-king-1-g-thermal-paste-sk1g,/static/forever/img/no-image.png,5.8 g,
ARCTIC MX-2 2019 Edition,https://pcpartpicker.com/product/bfFKHx/arctic-mx-2-2019-edition-4-g-thermal-paste-actcp00005b,https://cdna.pcpartpicker.com/static/forever/images/product/d8c79ef845bae9dd44a40cdfc56a33a9.256p.jpg,1 g,
NOX Thermal 880,https://pcpartpicker.com/product/Gj3mP6/nox-thermal-880-23-g-thermal-paste-nxhummert880,https://cdna.pcpartpicker.com/static/forever/images/product/edee95fd99799de6127756e21e75642c.256p.jpg,4 g,
ARCTIC MX-5,https://pcpartpicker.com/product/bXvdnQ/arctic-mx-5-2-g-thermal-paste-actcp00051a,https://m.media-amazon.com/images/I/31o96p6kgGL.jpg,23 g,
ARCTIC MX-5 Incl. Spatula,https://pcpartpicker.com/product/WDxRsY/arctic-mx-5-incl-spatula-2-g-thermal-paste-actcp00052a,https://m.media-amazon.com/images/I/31v-nvlnE+L.jpg,2 g,
ARCTIC MX-5,https://pcpartpicker.com/product/zYH7YJ/arctic-mx-5-8-g-thermal-paste-actcp00055a,https://m.media-amazon.com/images/I/31P9r6ep8YL.jpg,2 g,
ARCTIC MX-5 Incl. Spatula,https://pcpartpicker.com/product/Bb8bt6/arctic-mx-5-incl-spatula-8-g-thermal-paste-actcp00056a,https://m.media-amazon.com/images/I/41jHQ3R7ILL.jpg,8 g,
ARCTIC MX-5 Incl. Spatula,https://pcpartpicker.com/product/ZRkWGX/arctic-mx-5-incl-spatula-20-g-thermal-paste-actcp00058a,https://m.media-amazon.com/images/I/31fdZZaH5oL.jpg,8 g,
Iceberg Thermal FUZEIce,https://pcpartpicker.com/product/Ksstt6/iceberg-thermal-fuzeice-35-g-thermal-paste-blackice4g-00a,https://cdna.pcpartpicker.com/static/forever/images/product/e0a1637aa7d094eb6ed4e68dabe66d78.256p.jpg,20 g,
Iceberg Thermal FUZEIce,https://pcpartpicker.com/product/QKGbt6/iceberg-thermal-fuzeice-7-g-thermal-paste-blackice8g-00a,https://cdna.pcpartpicker.com/static/forever/images/product/5b13504b345dc23b0644475e4c361e40.256p.jpg,3.5 g,
Iceberg Thermal FUZEIce Plus,https://pcpartpicker.com/product/FCt9TW/iceberg-thermal-fuzeice-plus-35-g-thermal-paste-blackicep4g-00a,https://cdna.pcpartpicker.com/static/forever/images/product/1cd0c5d7e64d4884f792322dfa165030.256p.jpg,7 g,
Gelid Solutions GC-4,https://pcpartpicker.com/product/DmLdnQ/gelid-solutions-gc-4-35-g-thermal-paste-tc-gc-04-b,https://cdna.pcpartpicker.com/static/forever/images/product/3afc99385af15c20e779085045f2ba29.256p.jpg,3.5 g,
Gelid Solutions GC-Extreme,https://pcpartpicker.com/product/cyFmP6/gelid-solutions-gc-extreme-1-g-thermal-paste-tc-gc-03-d,https://cdna.pcpartpicker.com/static/forever/images/product/284ff1b5a47462a6989f988d3c30b968.256p.jpg,3.5 g,
Gelid Solutions GC-Extreme,https://pcpartpicker.com/product/svRwrH/gelid-solutions-gc-extreme-35-g-thermal-paste-tc-gc-03-a-3-5g,/static/forever/img/no-image.png,1 g,
ARCTIC MX-2,https://pcpartpicker.com/product/2JJmP6/arctic-mx-2-8-g-thermal-paste-actcp00004b,https://cdna.pcpartpicker.com/static/forever/images/product/96ad135c464ef1b930ef98afa06855e6.256p.jpg,3.5 g,
ARCTIC MX-4 (2019),https://pcpartpicker.com/product/khQcCJ/arctic-mx-4-2019-2-g-thermal-paste-actcp00007b,https://m.media-amazon.com/images/I/31-isc+IYYL.jpg,8 g,
Deepcool DP-TIM-Z10-1,https://pcpartpicker.com/product/mqkH99/deepcool-dp-tim-z10-1-5-g-thermal-paste-dp-tim-z10-1,https://cdna.pcpartpicker.com/static/forever/images/product/23100ae556c87430928f532d4f90542d.256p.jpg,2 g,
Deepcool EX750,https://pcpartpicker.com/product/VfBG3C/deepcool-ex750-3-g-thermal-paste-ex7503g,/static/forever/img/no-image.png,5 g,
Deepcool EX750,https://pcpartpicker.com/product/m2C48d/deepcool-ex750-5-g-thermal-paste-ex7505g,/static/forever/img/no-image.png,3 g,
Enermax ETC521,https://pcpartpicker.com/product/3QXYcf/enermax-etc521-3-g-thermal-paste-etc521,https://cdna.pcpartpicker.com/static/forever/images/product/37ceedb39269289bc5fd1983b081ad35.256p.jpg,5 g,
YEYIAN YCT-PHTC-01,https://pcpartpicker.com/product/fDsV3C/yeyian-yct-phtc-01-2-g-thermal-paste-yct-phtc-01,/static/forever/img/no-image.png,3 g,
Thermalright TF8 EX,https://pcpartpicker.com/product/8NmNnQ/thermalright-tf8-ex-15-g-thermal-paste-tf8-ex-15g,/static/forever/img/no-image.png,2 g,
Thermalright TF8 EX,https://pcpartpicker.com/product/x3DQzy/thermalright-tf8-ex-29-g-thermal-paste-tf8-ex-29g,/static/forever/img/no-image.png,1.5 g,
Zalman STC8,https://pcpartpicker.com/product/PVKscf/zalman-stc8-15-g-thermal-paste-zm-stc8,https://m.media-amazon.com/images/I/312oOBHd5jL.jpg,2.9 g,
Thermal Hero NEO,https://pcpartpicker.com/product/LDnXsY/thermal-hero-neo-2-g-thermal-paste-th-201202-us,/static/forever/img/no-image.png,1.5 g,
Thermal Hero ULTRA,https://pcpartpicker.com/product/Cy8Pxr/thermal-hero-ultra-2-g-thermal-paste-th-301302-us,/static/forever/img/no-image.png,2 g,
Thermal Hero QUANTUM,https://pcpartpicker.com/product/JVfV3C/thermal-hero-quantum-2-g-thermal-paste-th-501702-us,https://m.media-amazon.com/images/I/21m8SfubICL.jpg,2 g,9.80
Thermal Hero QUANTUM with paste gun,https://pcpartpicker.com/product/hqNscf/thermal-hero-quantum-with-paste-gun-50-g-thermal-paste-th-501750g-us,/static/forever/img/no-image.png,2 g,8.27
