Name,URL,Image,Size,Color,RPM,Airflow,Noise Level,PWM,Price
Noctua A14 ULN,https://pcpartpicker.com/product/qx8Zxr/noctua-case-fan-nfa14uln,https://cdna.pcpartpicker.com/static/forever/images/product/5b003810f65ea5610c19f44b84fb5c15.256p.jpg,140 mm,Brown,650 - 800 RPM,,9.1 - 11.9 dB,No,32.40
Fractal Design Prisma AL 3-Pack,https://pcpartpicker.com/product/ztjJ7P/fractal-design-prisma-al-12-pwm-8571-cfm-120-mm-fans-3-pack-fd-fan-pri-al12-pwm-3p,https://cdna.pcpartpicker.com/static/forever/images/product/ba7ea989f3014ff3dafcd0c9dc03f872.256p.jpg,120 mm,White / Black,500 - 2000 RPM,20.68 - 85.71 CFM,14.8 - 32.7 dB,Yes,
PC Cooler CORONA 3-IN-1 FRGB KIT 3-Pack,https://pcpartpicker.com/product/v4Gbt6/pc-cooler-corona-3-in-1-frgb-kit-68-cfm-120-mm-fans-3-pack-corona-3-in-1-frgb-kit,https://cdna.pcpartpicker.com/static/forever/images/product/7a49a8cb5c8be47b912e8e36038f8ee9.256p.jpg,120 mm,Black,1000 - 2000 RPM,68 CFM,8 - 29.1 dB,No,26.88
Phanteks M25-120 PWM D-RGB,https://pcpartpicker.com/product/WmfnTW/phanteks-m25-120-pwm-d-rgb-8426-cfm-120-mm-fan-ph-f120m25_drgb_pwm_wt01,https://cdna.pcpartpicker.com/static/forever/images/product/dfdf5c2d6b73e006458e41f180b1ac71.256p.jpg,120 mm,White,500 - 2000 RPM,84.26 CFM,35.7 dB,Yes,
Montech HP 3-Pack,https://pcpartpicker.com/product/rsvscf/montech-hp-9561-cfm-140-mm-fans-3-pack-hp140w3in1,https://cdna.pcpartpicker.com/static/forever/images/product/c88d925c5779cc8d2c13af26e7aa771f.256p.jpg,140 mm,White,600 - 1600 RPM,95.61 CFM,29.2 dB,Yes,45.90
NZXT Aer F 2-Pack,https://pcpartpicker.com/product/ckFXsY/nzxt-aer-f120-6302-cfm-120-mm-fans-rf-af120-d1,https://cdna.pcpartpicker.com/static/forever/images/product/fc7566a4afa4af7679efbd37e1a15873.256p.jpg,120 mm,Black,500 - 1500 RPM,21.01 - 63.02 CFM,22 - 31 dB,Yes,
Fractal Design Aspect 12 RGB,https://pcpartpicker.com/product/mc4Ycf/fractal-design-aspect-12-rgb-32-cfm-120-mm-fan-fd-f-as1-1204,https://cdna.pcpartpicker.com/static/forever/images/product/d93b4fe24e352b2943a2def6fd517784.256p.jpg,120 mm,Black,1200 RPM,32 CFM,18.3 dB,No,
Noctua NF-A14x25 G2 LS-PWM chromax.black,https://pcpartpicker.com/product/gNFCmG/noctua-nf-a14x25-g2-ls-pwm-chromaxblack-4803-cfm-140-mm-fan-nf-a14x25-g2-ls-pwm-chromaxblack,/static/forever/img/no-image.png,140 mm,Black,,0 - 48.03 CFM,0 - 11.4 dB,Yes,
Montech Metal Pro 3-Pack,https://pcpartpicker.com/product/qXnXsY/montech-metal-pro-762-cfm-120-mm-fans-3-pack-metalpro12w3in1,https://m.media-amazon.com/images/I/41Sl1Zw6GXL.jpg,120 mm,White,600 - 2200 RPM,76.2 CFM,29.1 dB,Yes,49.90
Corsair iCUE QL140 2-Pack,https://pcpartpicker.com/product/YsMTwP/corsair-icue-ql140-rgb-502-cfm-140-mm-fans-2-pack-co-9050106-ww,https://cdna.pcpartpicker.com/static/forever/images/product/352093394c7579698fe723b2f72005e7.256p.jpg,140 mm,White / Black,550 - 1250 RPM,50.2 CFM,26 dB,Yes,117.92
Thermalright TL-8015,https://pcpartpicker.com/product/Wcgrxr/thermalright-tl-8015-284-cfm-80-mm-fan-tl-8015w,https://m.media-amazon.com/images/I/41dLuRYwRYL.jpg,80 mm,White,2200 RPM,28.4 CFM,23.3 dB,Yes,
MSI MPG F120 ARGB-2W 2-Pack,https://pcpartpicker.com/product/2ZjRsY/msi-mpg-f120-argb-2w-5079-cfm-120-mm-fans-2-pack-mpg-f120-argb-2w,https://cdna.pcpartpicker.com/static/forever/images/product/01393dc473b496559afc661c4d67ab44.256p.jpg,120 mm,White,600 - 1200 RPM,50.79 CFM,25.7 dB,Yes,39.99
ARCTIC P14 PWM PST A-RGB 3-Pack,https://pcpartpicker.com/product/nWqPxr/arctic-p14-pwm-pst-a-rgb-68-cfm-140-mm-fans-3-pack-acfan00257a,https://cdna.pcpartpicker.com/static/forever/images/product/49c9b77f83a824fcd19b1865c3032a26.256p.jpg,140 mm,Black,,0 - 68 CFM,,Yes,
Super Flower MEGACOOL,https://pcpartpicker.com/product/mBpQzy/super-flower-megacool-15187-cfm-120-mm-fan-sf-pf121-bk,https://cdna.pcpartpicker.com/static/forever/images/product/18e0138c96a4940ff0016c1bc50e1e02.256p.jpg,120 mm,Black / Purple,2000 - 3300 RPM,90.04 - 151.87 CFM,35.73 - 48.39 dB,Yes,27.99
Thermaltake SWAFAN EX14 ARGB 3-Pack,https://pcpartpicker.com/product/h7jRsY/thermaltake-swafan-ex14-argb-816-cfm-140-mm-fans-3-pack-cl-f184-pl14bu-a,https://cdna.pcpartpicker.com/static/forever/images/product/bfc2b17a572fefec923c8a2e170ffde8.256p.jpg,140 mm,Blue / White,500 - 2000 RPM,79.3 - 81.6 CFM,34.5 - 38.8 dB,Yes,87.29
Corsair iCUE ML RGB ELITE Premium,https://pcpartpicker.com/product/yDKKHx/corsair-icue-ml-rgb-elite-premium-581-cfm-120-mm-fan-co-9050112-ww,https://cdna.pcpartpicker.com/static/forever/images/product/ef75887c4a32ad2d75c96f6008dcf1d4.256p.jpg,120 mm,Black,450 - 2000 RPM,14.86 - 58.1 CFM,10 - 30.4 dB,Yes,
Montech RX,https://pcpartpicker.com/product/y24Zxr/montech-rx-905-cfm-140-mm-fan-rx140-pwm-white,https://cdna.pcpartpicker.com/static/forever/images/product/89f0f0f8afb52db610736c7a4db2ab11.256p.jpg,140 mm,White,600 - 1600 RPM,90.5 CFM,27.9 dB,Yes,15.90
Thermaltake CT120 Reverse ARGB Sync 2-Pack,https://pcpartpicker.com/product/7gLp99/thermaltake-ct120-reverse-argb-sync-6582-cfm-120-mm-fans-2-pack-cl-f175-pl12sw-a,https://m.media-amazon.com/images/I/31Nl-Det0eL.jpg,120 mm,White,500 - 2000 RPM,65.82 CFM,31.2 dB,Yes,
Yeston SAKURA 6-Pack,https://pcpartpicker.com/product/FNQwrH/yeston-sakura-79-cfm-120-mm-fans-6-pack-yt-120-sakuraf6,https://cdna.pcpartpicker.com/static/forever/images/product/52ad9dfc526693b09a70698eafe38e0a.256p.jpg,120 mm,Blue / White,800 - 1800 RPM,79 CFM,35.4 dB,Yes,59.90
Antec 75026,https://pcpartpicker.com/product/67Qypg/antec-case-fan-761345750264,https://m.media-amazon.com/images/I/519pWmZOaCL.jpg,120 mm,Clear,2000 RPM,79 CFM,30 dB,No,
Corsair ML120 Pro,https://pcpartpicker.com/product/wPFXsY/corsair-co-9050041-ww-750-cfm-120mm-fan-co-9050041-ww,https://images-eu.ssl-images-amazon.com/images/I/41A6flTNBML.jpg,120 mm,White / Black,400 - 2400 RPM,12 - 75 CFM,16 - 37 dB,Yes,
be quiet! Silent Wings 3,https://pcpartpicker.com/product/bkJkcf/be-quiet-bl067-595-cfm-140mm-fan-bl067,https://cdna.pcpartpicker.com/static/forever/images/product/f70ffc19a1155626d9bb2d76398316d1.256p.jpg,140 mm,Black,1000 RPM,59.5 CFM,15.5 dB,Yes,
Corsair SP120 3-Pack,https://pcpartpicker.com/product/NDmxFT/corsair-sp120-rgb-52-cfm-120-mm-fans-3-pack-co-9050061-ww,https://cdna.pcpartpicker.com/static/forever/images/product/3a337c391f56bd78758e98bf1fb65fec.256p.jpg,120 mm,White / Black,1400 RPM,52 CFM,26 dB,Yes,
NZXT Aer F,https://pcpartpicker.com/product/CwNypg/nzxt-aer-f120-630-cfm-120mm-fan-rf-af120-b1,https://images-eu.ssl-images-amazon.com/images/I/515KeHhbGVL.jpg,120 mm,Black,500 - 1500 RPM,21.01 - 63.02 CFM,22 - 31 dB,Yes,
Lian Li UNI FAN AL120 3-Pack,https://pcpartpicker.com/product/fMwypg/lian-li-uni-fan-al120-645-cfm-120-mm-fans-3-pack-uf-al120-3w,https://cdna.pcpartpicker.com/static/forever/images/product/6e6df31d2c8dad41d3f534b93f1ae6eb.256p.jpg,120 mm,White,800 - 1900 RPM,64.5 CFM,17 - 28.3 dB,Yes,
Bitspower Notos 3-Pack,https://pcpartpicker.com/product/76kWGX/bitspower-notos-120-mm-fans-3-pack-bpta-fx1812nt-3,https://m.media-amazon.com/images/I/51NROSzD8sL.jpg,120 mm,Black / White,800 - 1800 RPM,,25 - 28 dB,Yes,
Thermalright TL-C12015,https://pcpartpicker.com/product/9CZXsY/thermalright-tl-c12015-52-cfm-120-mm-fan-tl-c12015,https://m.media-amazon.com/images/I/41RjSxeQcnL.jpg,120 mm,Gray,1500 RPM,52 CFM,24.1 dB,Yes,
Thermalright TL-B8,https://pcpartpicker.com/product/rMMMnQ/thermalright-tl-b8-34-cfm-80-mm-fan-tl-b8-d6,https://m.media-amazon.com/images/I/419Q2CvyMuL.jpg,80 mm,Gray,2200 RPM,34 CFM,24 dB,Yes,
ADATA XPG VENTO,https://pcpartpicker.com/product/gKjRsY/adata-xpg-vento-453-cfm-120-mm-fan-vento120argb-whcww,https://cdna.pcpartpicker.com/static/forever/images/product/740cb483fdf4310cc0af255bf2810056.256p.jpg,120 mm,White,1200 RPM,45.3 CFM,23 dB,No,
Thermaltake Riing Quad 12 RGB Radiator TT Premium Edition 3-Pack,https://pcpartpicker.com/product/VJBhP6/thermaltake-riing-quad-12-rgb-radiator-fan-tt-409-cfm-120-mm-fans-3-pack-cl-f088-pl12sw-b,https://cdna.pcpartpicker.com/static/forever/images/product/5242f86990b81d1bd87f77d19938c0fe.256p.jpg,120 mm,Black,500 - 1500 RPM,40.9 CFM,25 dB,Yes,54.98
Noctua P14r redux-1500 PWM,https://pcpartpicker.com/product/2mV48d/noctua-case-fan-nfp14rredux1500pwm,https://cdna.pcpartpicker.com/static/forever/images/product/ebead71354b402ef8029c83145a87011.256p.jpg,140 mm,Black / Gray,450 - 1500 RPM,78.69 CFM,25.8 dB,Yes,17.95
Alphacool Apex Stealth Metal,https://pcpartpicker.com/product/rLKscf/alphacool-apex-stealth-metal-47-cfm-120-mm-fan-13854,https://cdna.pcpartpicker.com/static/forever/images/product/af933d857d6117d6870ec4c3db0e3b90.256p.jpg,120 mm,Gold / Black,400 - 2000 RPM,47 CFM,24.6 dB,Yes,24.99
Geometric Future Squama 2503R,https://pcpartpicker.com/product/TkkH99/geometric-future-squama-2503r-718-cfm-140-mm-fan-geo-s2503rw-14s,https://cdna.pcpartpicker.com/static/forever/images/product/441d16679581e80bf5bc03128f6a71ca.256p.jpg,140 mm,White,800 - 2100 RPM,71.8 CFM,34 dB,Yes,19.89
Noctua A20 FLX,https://pcpartpicker.com/product/kyM323/noctua-nf-a20-flx-865-cfm-200mm-fan-nf-a20-flx,https://m.media-amazon.com/images/I/51TKiwiJRzL.jpg,200 mm,Brown,550 - 800 RPM,59.33 - 86.46 CFM,10.7 - 18.1 dB,No,35.95
Thermaltake TOUGHFAN 14 Pro 2-Pack,https://pcpartpicker.com/product/9K26Mp/thermaltake-toughfan-14-pro-1196-cfm-140-mm-fans-2-pack-cl-f160-pl14bl-a,https://cdna.pcpartpicker.com/static/forever/images/product/0bcfaf75bdf8b38d7863ddb9b21ae2a3.256p.jpg,140 mm,Black,500 - 2000 RPM,87.6 - 119.6 CFM,24.5 - 31.6 dB,Yes,49.99
Geometric Future Squama 2503 3-Pack,https://pcpartpicker.com/product/Ttrqqs/geometric-future-squama-2503-6911-cfm-120-mm-fans-3-pack-geo-s2503b-3,https://cdna.pcpartpicker.com/static/forever/images/product/1ef3a7b8e247d31ef3cc7931222aa325.256p.jpg,120 mm,Black,2000 RPM,69.11 CFM,29 dB,Yes,49.90
Scythe Wonder Tornado,https://pcpartpicker.com/product/VxFCmG/scythe-wonder-tornado-7517-cfm-120-mm-fan-wt1225fd25-p,https://cdna.pcpartpicker.com/static/forever/images/product/e0153696347fd1450fe4eb9709760025.256p.jpg,120 mm,Black,350 - 2500 RPM,7.68 - 75.17 CFM,3 - 35.57 dB,Yes,12.99
ARCTIC P8 PST 5-Pack,https://pcpartpicker.com/product/FPVG3C/arctic-p8-pwm-pst-234-cfm-80-mm-fans-acfan00154a,https://cdna.pcpartpicker.com/static/forever/images/product/8a795ff7b14c68019c267ca2996344b1.256p.jpg,80 mm,Black,200 - 3000 RPM,23.4 CFM,,Yes,28.99
Thermaltake TOUGHFAN EX14 Pro 3-Pack,https://pcpartpicker.com/product/JnvD4D/thermaltake-toughfan-ex14-pro-1196-cfm-140-mm-fans-3-pack-cl-f172-pl14bl-a,https://m.media-amazon.com/images/I/31Oeq4kaOcL.jpg,140 mm,Black,500 - 2000 RPM,102.3 - 119.6 CFM,31.6 - 34.1 dB,Yes,94.98
Montech AIR FAN P120 2-Pack,https://pcpartpicker.com/product/Xv88TW/montech-air-fan-p120-73-cfm-120-mm-fans-2-pack-air-fan-p120,https://m.media-amazon.com/images/I/51YNEIzPvoS.jpg,120 mm,Gray / Black,600 - 1500 RPM,73 CFM,10 - 27 dB,Yes,
Yeston SAKURA,https://pcpartpicker.com/product/tTBFf7/yeston-sakura-79-cfm-120-mm-fan-yt-120-sakuraz,https://cdna.pcpartpicker.com/static/forever/images/product/06d483b17436cfd4a2b1ddadf6fd8f64.256p.jpg,120 mm,Blue / White,800 - 1800 RPM,79 CFM,35.4 dB,Yes,24.90
Noctua P12 redux-1300,https://pcpartpicker.com/product/mtNv6h/noctua-nf-p12-redux-1300-543-cfm-120mm-fan-nf-p12-redux-1300,https://cdna.pcpartpicker.com/static/forever/images/product/a623af33741a81e7468608baa3320356.256p.jpg,120 mm,Gray,1300 RPM,54.32 CFM,19.8 dB,No,15.95
Vetroo ARGB120,https://pcpartpicker.com/product/bYxRsY/vetroo-argb120-481-cfm-120-mm-fan-vt-fan-argb120-bk,/static/forever/img/no-image.png,120 mm,Black,1300 RPM,48.1 CFM,,Yes,8.99
Silverstone Air Nexus 3-Pack,https://pcpartpicker.com/product/s9hv6h/silverstone-air-nexus-604-cfm-120-mm-fans-3-pack-sst-an120b-argb-3pk,https://cdna.pcpartpicker.com/static/forever/images/product/9fcdb93d0af31e0d52cb335a991983c4.256p.jpg,120 mm,Black / White,500 - 1500 RPM,60.4 CFM,30 dB,Yes,
Silverstone VISTA,https://pcpartpicker.com/product/VhFCmG/silverstone-vista-66-cfm-120-mm-fan-sst-vs120b,https://cdna.pcpartpicker.com/static/forever/images/product/2910ab824217f58bdb0291e77bd1df95.256p.jpg,120 mm,Black,,0 - 66 CFM,0 - 30.6 dB,Yes,
ID-COOLING TF-12025-ARGB-SNOW,https://pcpartpicker.com/product/6zQcCJ/id-cooling-tf-12025-argb-snow-682-cfm-120-mm-fan-tf-12025-argb-snow,https://cdna.pcpartpicker.com/static/forever/images/product/e190a68b4c7a92e5ff17999b276f9ca2.256p.jpg,120 mm,White,500 - 1500 RPM,68.2 CFM,13.8 - 30.5 dB,Yes,
Xilence XPF80.R,https://pcpartpicker.com/product/gg6NnQ/xilence-xpf80r-1861-cfm-80-mm-fan-xf037,https://m.media-amazon.com/images/I/41iS4exRIkL.jpg,80 mm,Red / Black,1500 RPM,18.61 CFM,17.5 dB,No,
Antec Tranquil,https://pcpartpicker.com/product/BWNYcf/antec-tranquil-8596-cfm-140-mm-fan-0-761345-40026-8,https://cdna.pcpartpicker.com/static/forever/images/product/a2a9c2f97112619c2026f385499de8c8.256p.jpg,140 mm,Black,450 - 1500 RPM,21.13 - 85.96 CFM,18.6 - 27.5 dB,Yes,
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/RCDnTW/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f221-pl14pk-a,https://cdna.pcpartpicker.com/static/forever/images/product/73f12fe2f45730018a56beddce6d1321.256p.jpg,140 mm,Pink,500 - 1800 RPM,90.3 CFM,30.7 dB,Yes,69.98
Deepcool RF M 5-Pack,https://pcpartpicker.com/product/zFVD4D/deepcool-rf120m-565-cfm-120-mm-fans-5-pack-rf120m,https://cdna.pcpartpicker.com/static/forever/images/product/ce2a73091c7201686c701e13754de847.256p.jpg,120 mm,Black / White,500 - 1500 RPM,56.5 CFM,27 dB,Yes,
MSI MAG MAX F12A-3 3-Pack,https://pcpartpicker.com/product/kbJgXL/msi-mag-max-f12a-3-401-cfm-120-mm-fans-3-pack-mag-max-f12a-3,https://cdna.pcpartpicker.com/static/forever/images/product/7e92867adf4eb332179cf3b6cbab23a9.256p.jpg,120 mm,Black,600 - 1500 RPM,8 - 40.1 CFM,20 - 28 dB,Yes,
ID-COOLING ZF-12025 Pastel,https://pcpartpicker.com/product/qkFbt6/id-cooling-zf-12025-pastel-552-cfm-120-mm-fan-zf-12025-bb,https://m.media-amazon.com/images/I/418EQRuW0BL.jpg,120 mm,Blue,900 - 2000 RPM,55.2 CFM,16.3 - 33.5 dB,Yes,
Phanteks M25-140 PWM D-RGB,https://pcpartpicker.com/product/BFJgXL/phanteks-m25-140-pwm-d-rgb-10462-cfm-140-mm-fan-ph-f140m25_drgb_pwm_bk01,https://cdna.pcpartpicker.com/static/forever/images/product/a7289ad2229c5f43ccdc83c00ef87854.256p.jpg,140 mm,Black,500 - 1800 RPM,104.62 CFM,36.57 dB,Yes,
Thermalright TL-P12,https://pcpartpicker.com/product/G9mNnQ/thermalright-tl-p12-5286-cfm-120-mm-fan-tl-p12,https://m.media-amazon.com/images/I/41FSIxfuyGL.jpg,120 mm,Black,1500 RPM,52.86 CFM,22.1 dB,Yes,
Thermaltake CT120 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/dhWJ7P/thermaltake-ct120-ex-argb-sync-68-cfm-120-mm-fans-3-pack-cl-f196-pl12bu-a,https://cdna.pcpartpicker.com/static/forever/images/product/90fb5107b8624918ea303fe27adc4c93.256p.jpg,120 mm,Blue,500 - 2000 RPM,68 CFM,28.5 dB,Yes,59.99
Phanteks M25-140 PWM 3-Pack,https://pcpartpicker.com/product/fVddnQ/phanteks-m25-140-pwm-10462-cfm-140-mm-fans-3-pack-ph-f140m25_pwm_bbk01_3p,https://cdna.pcpartpicker.com/static/forever/images/product/94d89f03a2d80159fe3f3fc89354ddcc.256p.jpg,140 mm,Black,500 - 1800 RPM,104.62 CFM,36.57 dB,Yes,
Vetroo SA-140 3-Pack,https://pcpartpicker.com/product/DzNscf/vetroo-sa-140-6929-cfm-140-mm-fans-3-pack-vt-fan-argb140-bk-x3,/static/forever/img/no-image.png,140 mm,Black,1200 RPM,69.29 CFM,33.5 dB,Yes,19.98
Alphacool Apex Stealth Metal,https://pcpartpicker.com/product/2YtLrH/alphacool-apex-stealth-metal-47-cfm-120-mm-fan-13819,https://cdna.pcpartpicker.com/static/forever/images/product/3b71623bb465f84dce649b2636c555ca.256p.jpg,120 mm,Black,400 - 2000 RPM,47 CFM,24.6 dB,Yes,24.99
GAMDIAS AEOLUS P2 3-Pack,https://pcpartpicker.com/product/DpkH99/gamdias-aeolus-p2-7497-cfm-120-mm-fans-3-pack-aeolus-p2-1203u,https://m.media-amazon.com/images/I/41bg+Elii9L.jpg,120 mm,Black,1000 - 2400 RPM,74.97 CFM,,Yes,59.99
Thermaltake TOUGHFAN EX 3-Pack,https://pcpartpicker.com/product/vtNscf/thermaltake-toughfan-ex-9443-cfm-140-mm-fans-3-pack-cl-f212-pl14sw-a,https://cdna.pcpartpicker.com/static/forever/images/product/49a9a26a01c5383817bdd421aa4cd621.256p.jpg,140 mm,Black,500 - 2000 RPM,94.43 CFM,35.3 dB,Yes,81.99
Fractal Design Momentum,https://pcpartpicker.com/product/jfDnTW/fractal-design-momentum-6734-cfm-120-mm-fan-fd-f-mo1-1202,https://cdna.pcpartpicker.com/static/forever/images/product/4d0d02d987886cc09f4e059c269650ca.256p.jpg,120 mm,White,350 - 2200 RPM,67.34 CFM,31.3 dB,Yes,17.99
upHere T7SYC7 3-Pack,https://pcpartpicker.com/product/jcgQzy/uphere-t7syc7-120-mm-fans-3-pack-t7syc7-3,https://m.media-amazon.com/images/I/51iEsgs1VjL.jpg,120 mm,Black,600 - 1700 RPM,,16.1 - 27.7 dB,Yes,27.99
ARCTIC BioniX P140,https://pcpartpicker.com/product/ymhmP6/arctic-bionix-p140-776-cfm-140-mm-fan-acfan00127a,https://cdna.pcpartpicker.com/static/forever/images/product/e35fccba0ff8ee7d468728bfb8bbc181.256p.jpg,140 mm,Black / Red,200 - 1950 RPM,77.6 CFM,,Yes,25.41
MSI MPG EZ120,https://pcpartpicker.com/product/K4fxFT/msi-mpg-ez120-7382-cfm-120-mm-fan-mpg-ez120-argb-white-1w,https://cdna.pcpartpicker.com/static/forever/images/product/4b83b6a71e1c540506ed74c75385b4f7.256p.jpg,120 mm,White,,0 - 73.82 CFM,0 - 28.82 dB,Yes,39.99
Cooler Master Mobius 120 Slim,https://pcpartpicker.com/product/wwwmP6/cooler-master-mobius-120-slim-537-cfm-120-mm-fan-mfz-s2nn-25npk-r1,https://m.media-amazon.com/images/I/41IHd80ulkL.jpg,120 mm,Black,2500 RPM,53.7 CFM,31.4 dB,Yes,
Corsair SP120 Quiet 2-Pack,https://pcpartpicker.com/product/XD9KHx/corsair-air-series-sp120-quiet-edition-3785-cfm-120-mm-fans-co-9050006-ww,https://cdna.pcpartpicker.com/static/forever/images/product/75bbf0524db6e11b0f6559d5ca3d9b2d.256p.jpg,120 mm,Black,1450 RPM,37.85 CFM,23 dB,No,
Deepcool RF 120 3-Pack,https://pcpartpicker.com/product/qgsmP6/deepcool-rf120-565-cfm-120-mm-fans-3-pack-rf-120-3-in-1,https://cdna.pcpartpicker.com/static/forever/images/product/dd33df7731231af6e27e3eeaa70fb7fd.256p.jpg,120 mm,Black / Clear,500 - 1500 RPM,56.5 CFM,17.8 - 27 dB,Yes,
In Win Jupiter AJ120,https://pcpartpicker.com/product/K4bCmG/in-win-jupiter-aj120-7032-cfm-120-mm-fan-iw-fn-aj120-1pk,https://m.media-amazon.com/images/I/41njL6uS-iL.jpg,120 mm,Black,500 - 1800 RPM,70.32 CFM,35 dB,Yes,
Fractal Design Prisma AL 2-Pack,https://pcpartpicker.com/product/Jx7G3C/fractal-design-prisma-al-1468-cfm-180-mm-fans-2-pack-fd-fan-pri-al18-pwm-2p,https://cdna.pcpartpicker.com/static/forever/images/product/03dc671f9c4cfd624b56ea0ca404945f.256p.jpg,180 mm,Black,300 - 1200 RPM,43.1 - 146.8 CFM,14.9 - 37.4 dB,Yes,
Thermalright TL-C12 PRO,https://pcpartpicker.com/product/yq6p99/thermalright-tl-c12-pro-82-cfm-120-mm-fan-tl-c12-pro-d6,https://m.media-amazon.com/images/I/41uwV9YHQYL.jpg,120 mm,Black,1850 RPM,82 CFM,29.6 dB,Yes,
Thermalright TL-C-S 3-Pack,https://pcpartpicker.com/product/FP88TW/thermalright-tl-c-s-6617-cfm-120-mm-fans-3-pack-tl-c12b-s-x3,https://cdna.pcpartpicker.com/static/forever/images/product/4527ee01ac9f9560cd518047c0757107.256p.jpg,120 mm,Black / White,1500 RPM,66.17 CFM,25.6 dB,Yes,
Thermaltake CT140 2-Pack,https://pcpartpicker.com/product/C3FmP6/thermaltake-ct140-7737-cfm-140-mm-fans-2-pack-cl-f152-pl14wt-a,https://m.media-amazon.com/images/I/41HUWOKIJ2L.jpg,140 mm,White,500 - 1500 RPM,77.37 CFM,,Yes,29.99
Thermalright TL-P9,https://pcpartpicker.com/product/mcFmP6/thermalright-tl-p9-3277-cfm-92-mm-fan-tl-p9,https://m.media-amazon.com/images/I/41bK+IxfOhL.jpg,92 mm,Black,2200 RPM,32.77 CFM,23.85 dB,Yes,
ID-COOLING AF-125,https://pcpartpicker.com/product/Nmhv6h/id-cooling-af-125-7825-cfm-120-mm-fan-af-125-k,https://cdna.pcpartpicker.com/static/forever/images/product/4d0b2e531ecc83af63ca5d1d09bb697e.256p.jpg,120 mm,Black,500 - 2000 RPM,78.25 CFM,29.85 dB,Yes,
ID-COOLING XF-120,https://pcpartpicker.com/product/psFmP6/id-cooling-xf-120-7616-cfm-120-mm-fan-xf-120-k,https://cdna.pcpartpicker.com/static/forever/images/product/3d318e0cc8fc13fe91368f82218e9fdb.256p.jpg,120 mm,Black,700 - 1800 RPM,76.16 CFM,15.2 - 35.2 dB,Yes,
Thermaltake SWAFAN EX12 ARGB 3-Pack,https://pcpartpicker.com/product/XR3NnQ/thermaltake-swafan-ex12-argb-5711-cfm-120-mm-fans-3-pack-cl-f183-pl12bu-a,https://cdna.pcpartpicker.com/static/forever/images/product/10382483e01516a5ec69768f037a626a.256p.jpg,120 mm,Blue / White,500 - 2000 RPM,56.26 - 57.11 CFM,30.6 - 32.5 dB,Yes,79.98
HAVN H12,https://pcpartpicker.com/product/Xky8TW/havn-h12-7244-cfm-120-mm-fan-hvn-fs-h1230-01,https://cdna.pcpartpicker.com/static/forever/images/product/07d41b13642c4143bcd8ec09d309e451.256p.jpg,120 mm,White,,72.44 CFM,32.2 dB,Yes,18.98
ARCTIC P14 PST CO,https://pcpartpicker.com/product/jvprxr/arctic-p14-pst-co-728-cfm-140-mm-fan-acfan00126a,https://cdna.pcpartpicker.com/static/forever/images/product/478f18d1806aae845917223ca6e55548.256p.jpg,140 mm,Black,200 - 1700 RPM,72.8 CFM,22.5 dB,Yes,13.99
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/dfBzK8/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f182-pl14sw-a,https://cdna.pcpartpicker.com/static/forever/images/product/f7b7a0e07c4e6065067674b0626305b2.256p.jpg,140 mm,Black,500 - 1800 RPM,90.3 CFM,30.7 dB,Yes,74.98
In Win Neptune AN120 3-Pack,https://pcpartpicker.com/product/m3QKHx/in-win-neptune-an120-601-cfm-120-mm-fans-3-pack-iw-fn-an120-3pk,https://m.media-amazon.com/images/I/41GmX8PHVNL.jpg,120 mm,Black / White,900 - 2200 RPM,23.87 - 60.1 CFM,20.5 dB,Yes,18.76
TRYX ROTA PRO,https://pcpartpicker.com/product/xTsV3C/tryx-rota-pro-8132-cfm-120-mm-fan-f-r120p-nn1m-g0k,https://cdna.pcpartpicker.com/static/forever/images/product/30248cf442c161ded133e67a15a62c2b.256p.jpg,120 mm,Black,500 - 2250 RPM,81.32 CFM,30.97 dB,Yes,
Thermaltake CT140 Reverse ARGB Sync 2-Pack,https://pcpartpicker.com/product/mKZWGX/thermaltake-ct140-reverse-argb-sync-6582-cfm-120-mm-fans-2-pack-cl-f173-pl12sw-a,https://m.media-amazon.com/images/I/31YdiYuhDpL.jpg,120 mm,Black,500 - 2000 RPM,65.82 CFM,31.2 dB,Yes,
Noctua R8 redux-1800,https://pcpartpicker.com/product/TnkD4D/noctua-case-fan-nfr8redux1800,https://m.media-amazon.com/images/I/41-xPu3dyfL.jpg,80 mm,Black / Gray,1800 RPM,31.37 CFM,17.1 dB,No,13.95
ARCTIC BioniX F120,https://pcpartpicker.com/product/H78j4D/arctic-bionix-f120-blackwhite-690-cfm-120mm-fan-acfan00093a,https://cdna.pcpartpicker.com/static/forever/images/product/8cbfc84f57700b737cd5813da9d057b3.256p.jpg,120 mm,Black / White,200 - 1800 RPM,69 CFM,24.4 dB,Yes,14.99
