Name,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,M.2 Slots,SATA 6.0 Gb/s Ports,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 3.2 Gen 1 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors
MSI MEG Z890 ACE,MSI , MEG Z890 ACE | 7E22-001R | 911-7E22-001 | ,LGA1851 ,ATX ,Intel Z890 ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | DDR5-8800 | DDR5-9000 | DDR5-9200 | ,Black / Gold ,3.0, 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2280/22110 M-key | 2260/2280 M-key | ,4.0,1 x 10 Gb/s Ports (Marvell AQtion AQC113CS) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte B650M K,Gigabyte ,B650M K ,AM5 ,Micro ATX ,AMD B650 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Brown / Silver ,1.0, 2580 M-key | 2580/25110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,None ,Yes ,No 
Gigabyte X470 AORUS ULTRA GAMING,Gigabyte , X470 AORUS ULTRA GAMING | GA-X470-AORUS-ULTRA-GAMING | ,AM4 ,ATX ,AMD X470 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | ,Black / Orange ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
ASRock B860 Pro-A,ASRock , B860 Pro-A | 90-MXBRN-A0UAYZ | 90-MXBRN0-A0UAYZ | ,LGA1851 ,ATX ,Intel B860 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-6400 | DDR5-6800 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | ,Black ,2.0, 2280 M-key | 2230/2242/2260/2280 M-key | 2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Asus ROG MAXIMUS Z690 FORMULA,Asus , ROG MAXIMUS Z690 FORMULA | MAXIMUS Z690 FORMULA | 90MB18G0-M0EAY0 | 90MB18G0-M0AAY0 | ,LGA1700 ,ATX ,Intel Z690 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Silver / Black ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,6.0,1 x 10 Gb/s Ports (Marvell) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 6 ,Yes ,No 
MSI MPG B550I GAMING EDGE WIFI,MSI , MPG B550I GAMING EDGE WIFI | 7C92-002R | ,AM4 ,Mini ITX ,AMD B550 ,64 GB ,DDR4 ,2.0, DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | DDR4-4533 | DDR4-4600 | ,Black / Silver ,1.0, 2260/2280 M-key | 2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125B) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
MSI PRO Z790-A WIFI DDR4,MSI , PRO Z790-A WIFI DDR4 | 7E07-001R | PROZ790AWIFID4 | 911-7E07-001 | ,LGA1700 ,ATX ,Intel Z790 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4266 | DDR4-4400 | DDR4-4533 | DDR4-4600 | DDR4-4800 | DDR4-5000 | DDR4-5066 | DDR4-5200 | DDR4-5333 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230 E-key | ,6.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
MSI PRO Z690-A WIFI,MSI , PRO Z690-A WIFI | 7D25-017R | ,LGA1700 ,ATX ,Intel Z690 ,192 GB ,DDR5 ,4.0, DDR5-4000 | DDR5-4200 | DDR5-4400 | DDR5-4600 | DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230 E-key | ,6.0,1 x 2.5 Gb/s Ports (Intel I225-V) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 6 ,Yes ,No 
Asus ROG Strix B450-I Gaming,Asus , Strix B450-I Gaming | ROG Strix B450-I Gaming | 90MB0Z50-M0EAY0 | ,AM4 ,Mini ITX ,AMD B450 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3400 | DDR4-3466 | DDR4-3600 | ,Black / Silver ,1.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI H510M-A PRO,MSI , H510M-A PRO | 7D22-009R | ,LGA1200 ,Micro ATX ,Intel H510 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black ,1.0, 2242/2260/2280 M-key | 2230 E-key | ,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,1.0,1.0,,No ,None ,No ,No 
Gigabyte B850M FORCE,Gigabyte ,B850M FORCE ,AM5 ,Micro ATX ,AMD B850 ,128 GB ,DDR5 ,2.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6666 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | DDR5-8800 | DDR5-9200 | DDR5-9600 | ,Silver / Orange ,2.0, 2280 M-key | 2280 M-key | 2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
MSI PRO H610M-E,MSI , PRO H610M-E | 7D48-019R | 911-7D48-019 | ,LGA1700 ,Micro ATX ,Intel H610 ,96 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-5600 | ,Black ,1.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,No ,No 
ASRock B550 Steel Legend,ASRock ,B550 Steel Legend ,AM4 ,ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | DDR4-4266 | DDR4-4333 | DDR4-4533 | DDR4-4600 | DDR4-4666 | ,Silver / Black ,2.0, 2230/2242/2260/2280 M-key | 2230/2242/2260/2280/22110 M-key | 2230 E-key | ,6.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
ASRock X870 NOVA WiFi,ASRock , X870 NOVA WiFi | 90-MXBT20-A0UAYZ | 90-MXBT2-A0UAYZ | ,AM5 ,ATX ,AMD X870 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-8400 | ,Black ,2.0, 2280 M-key | 2280 M-key | 2280 M-key | 2280 M-key | 2280 M-key | 2230 E-key | ,2.0,1 x 5 Gb/s Ports (Realtek RTL8126) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Asus B760M-AYW WIFI,Asus ,B760M-AYW WIFI ,LGA1700 ,Micro ATX ,Intel B760 ,96 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Silver / Black ,1.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
Asus PRIME Z790-P,Asus , PRIME Z790-P | 90MB1CK0-M0EAY0 | 90MB1CK0-M0EAY8 | 90MB1CK0-M1EAY0 | ,LGA1700 ,ATX ,Intel Z790 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,Silver / Black ,4.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
MSI 970 GAMING,MSI ,970 GAMING ,AM3+ ,ATX ,AMD 970 ,32 GB ,DDR3 ,4.0, DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | ,Black / Red ,2.0,,6.0,1 x 1 Gb/s Ports ,No ,3.0,1.0,,No ,None ,Yes ,No 
ASRock X299 Extreme4,ASRock , X299 Extreme4 | 90-MXB690-A0UAYZ | ,LGA2066 ,ATX ,Intel X299 ,128 GB ,DDR4 ,8.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | ,,3.0, 2230/2242/2260/2280 M-key | 2230/2242/2260/2280/22110 M-key | 2230 E-key | ,8.0,1 x 1 Gb/s Ports ,No ,2.0,1.0,,No ,None ,Yes ,No 
Asus ROG STRIX Z590-A GAMING WIFI,Asus , ROG STRIX Z590-A GAMING WIFI | 90MB1660-M0EAY0 | ,LGA1200 ,ATX ,Intel Z590 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-5000 | ,Silver / Black ,3.0, 2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only) | 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,6.0,1 x 2.5 Gb/s Ports (Intel I225-V) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
ASRock B650E PG-ITX WIFI,ASRock , B650E PG-ITX WIFI | 90-MXBJE0-A0UAYZ | ,AM5 ,Mini ITX ,AMD B650E ,96 GB ,DDR5 ,2.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,Black / Red ,1.0, 2280 M-key | 2280 M-key | E-key | ,2.0,1 x 2.5 Gb/s Ports (Intel Killer E3100G) ,Depends on CPU ,1.0,1.0,1.0,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte Z790 AORUS XTREME X ICE,Gigabyte ,Z790 AORUS XTREME X ICE ,LGA1700 ,EATX ,Intel Z790 ,256 GB ,DDR5 ,4.0, DDR5-4000 | DDR5-4800 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-7900 | DDR5-7950 | DDR5-8000 | DDR5-8200 | DDR5-8266 | ,White ,1.0, 2580/25110 M-key | 2280/22110 M-key | 2280/22110 M-key | 2280/22110 M-key | 2260/2280 M-key | ,4.0, 1 x 10 Gb/s Ports (Marvell AQtion AQC107) | 1 x 2.5 Gb/s Ports (Intel) | ,Depends on CPU ,,2.0,2.0,No ,Wi-Fi 7 ,No ,No 
MSI Z590-A PRO,MSI , Z590-A PRO | 7D09-003R | ,LGA1200 ,ATX ,Intel Z590 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-4000 | DDR4-4400 | DDR4-4700 | DDR4-5333 | ,Black ,2.0, 2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only) | 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,6.0,1 x 2.5 Gb/s Ports (Intel I225-V) ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Asus ROG Strix TRX40-E Gaming,Asus , Strix TRX40-E Gaming | ROG Strix TRX40-E Gaming | TRX40-E Gaming | 90MB12E0-M0EAY0 | ,sTRX4 ,ATX ,AMD TRX40 ,256 GB ,DDR4 ,8.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3200 | DDR4-3400 | DDR4-3466 | DDR4-3733 | DDR4-3800 | DDR4-4133 | DDR4-4266 | DDR4-4333 | DDR4-4400 | DDR4-4600 | DDR4-4666 | ,Black ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,8.0,1 x 1 Gb/s Ports ,No ,2.0,2.0,,Yes ,Wi-Fi 6 ,Yes ,No 
MSI MAG B660M MORTAR WIFI DDR4,MSI , MAG B660M MORTAR WIFI DDR4 | 7D42-004R | ,LGA1700 ,Micro ATX ,Intel B660 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-4000 | DDR4-4200 | DDR4-4266 | DDR4-4400 | DDR4-4600 | DDR4-4800 | ,Silver / Black ,2.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230 E-key | ,6.0,1 x 2.5 Gb/s Ports (Realtek RTL8125BG) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
ASRock B660M-C,ASRock ,B660M-C ,LGA1700 ,Micro ATX ,Intel B660 ,128 GB ,DDR4 ,4.0, DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-4000 | DDR4-4266 | DDR4-4600 | DDR4-4800 | DDR4-5333 | ,Black ,4.0, 2242/2260/2280 M-key | 2280 M-key | 2230 E-key | ,8.0,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
Asus PRIME X670-P WIFI,Asus , PRIME X670-P WIFI | 90MB1BV0-M0AAY0 | 90MB1BV0-M0EAY0 | ,AM5 ,ATX ,AMD X670 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Silver / Black ,3.0, 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 6 ,Yes ,No 
Gigabyte Z590 UD AC,Gigabyte ,Z590 UD AC ,LGA1200 ,ATX ,Intel Z590 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-5000 | ,Black ,2.0, 2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only) | 2260/2280/22110 M-key | 2260/2280/22110 M-key | ,5.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI MEG Z590 GODLIKE,MSI , MEG Z590 GODLIKE | 7D03-002R | ,LGA1200 ,EATX ,Intel Z590 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-4000 | DDR4-4400 | DDR4-4800 | DDR4-5333 | DDR4-5600 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only) | 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0, 1 x 10 Gb/s Ports (Aquantia AQC-107 10G) | 1 x 2.5 Gb/s Ports (Intel I225-V) | ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 6 ,Yes ,No 
Gigabyte X670E AORUS PRO X,Gigabyte ,X670E AORUS PRO X ,AM5 ,ATX ,AMD X670E ,192 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6666 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,White / Silver ,3.0, 2580/25110 M-key | 2280/22110 M-key | 2280/22110 M-key | 2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte Z790 S WIFI DDR4 (rev. 1.0),Gigabyte , Z790 S WIFI DDR4 (rev. 1.0) | Z790 S WIFI DDR4 | ,LGA1700 ,ATX ,Intel Z790 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-4933 | DDR4-5000 | DDR4-5133 | DDR4-5333 | ,Black ,3.0, 2280/22110 M-key | 2280/22110 M-key | 2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI MEG Z690 ACE,MSI , MEG Z690 ACE | 7D27-001R | ,LGA1700 ,EATX ,Intel Z690 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6666 | ,Black / Gold ,3.0, 2260/2280/22110 M-key | 2260/2280 M-key | 2260/2280 M-key | 2280/22110 M-key | 2260/2280 M-key | 2230 E-key | ,6.0,2 x 2.5 Gb/s Ports (Intel I225-V) ,Depends on CPU ,2.0,2.0,2.0,No ,Wi-Fi 6 ,Yes ,No 
ASRock P43DE3,ASRock ,P43DE3 ,LGA775 ,ATX ,Intel P43 ,16 GB ,DDR3 ,4.0, DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Blue ,1.0,,,1 x 1 Gb/s Ports ,Yes ,3.0,,,No ,None ,No ,No 
Asus ROG MAXIMUS Z790 FORMULA,Asus , ROG MAXIMUS Z790 FORMULA | 90MB1FS0-M0EAY0 | 90MB1FS0-M0AAY0 | ,LGA1700 ,ATX ,Intel Z790 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Silver / Black ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2280 M-key | 2280 M-key | ,4.0,1 x 5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte B365M DS3H,Gigabyte ,B365M DS3H ,LGA1151 ,Micro ATX ,Intel B365 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black ,1.0,2242/2260/2280 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
MSI MPG B860I EDGE TI WIFI,MSI , MPG B860I EDGE TI WIFI | 7E43-001R | ,LGA1851 ,Mini ITX ,Intel B860 ,128 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-8600 | ,Silver ,1.0, 2280 M-key | 2280 M-key | ,2.0,1 x 5 Gb/s Ports (Intel Killer E5000B) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 7 ,Yes ,No 
MSI MAG B365M MORTAR,MSI , MAG B365M MORTAR | 7C67-001R | B365M MORTAR | ,LGA1151 ,Micro ATX ,Intel B365 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black ,1.0,2242/2260/2280/22110 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Gigabyte X570 AORUS PRO WIFI,Gigabyte ,X570 AORUS PRO WIFI ,AM4 ,ATX ,AMD X570 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 6 ,Yes ,No 
MSI B560M PRO-E,MSI , B560M PRO-E | 7D22-005R | ,LGA1200 ,Micro ATX ,Intel B560 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-4000 | DDR4-4600 | DDR4-4800 | ,Black ,1.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,1.0,1.0,,No ,None ,No ,No 
Intel DQ77MK,Intel ,BOXDQ77MK ,LGA1155 ,Micro ATX ,Intel Q77 ,32 GB ,DDR3 ,4.0, DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Green / Blue ,1.0,,2.0,2 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,No ,No 
Asus PROART B650-CREATOR,Asus , PROART B650-CREATOR | 90MB1C40-M0AAY0 | 90MB1C40-M0EAY0 | ,AM5 ,ATX ,AMD B650 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black / Copper ,3.0, 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2230 E-key | ,4.0, 1 x 1 Gb/s Ports (Realtek) | 1 x 2.5 Gb/s Ports (Realtek) | ,Depends on CPU ,2.0,1.0,1.0,No ,None ,Yes ,No 
Asus PRIME Z690-P D4,Asus , PRIME Z690-P D4 | 90MB18P0-M0EAY0 | ,LGA1700 ,ATX ,Intel Z690 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | DDR4-4600 | DDR4-4800 | DDR4-5000 | DDR4-5133 | DDR4-5333 | ,Silver / Black ,4.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Gigabyte Z370P D3,Gigabyte , Z370P D3 | GA-Z370P-D3 | ,LGA1151 ,ATX ,Intel Z370 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | ,Black / Silver ,3.0,2242/2260/2280/22110 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,1.0,1.0,,No ,None ,Yes ,No 
