Name,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless
ID-COOLING ZOOMFLOW 360 XT ,ID-COOLING ,, ZOOMFLOW 360 XT | ZOOMFLOW 360 XT AZ | ,500 - 1500 RPM ,13.8 - 30.5 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Deepcool AG500 WH ARGB,Deepcool ,, AG500 WH ARGB | R-AG500-WHANMN-G | ,300 - 1850 RPM ,29.4 dB ,White ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Gelid Solutions Liquid 240,Gelid Solutions ,Liquid 240 ,CC-AIO-240-A ,750 - 1800 RPM ,29.6 dB ,Black ,56 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
PC Cooler DE360,PC Cooler ,DE360 , D5-Q360WBKNXX-GL | DE360BK | ,600 - 1850 RPM ,16 - 33.8 dB ,Black ,55 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Ocypus Delta L36 ARGB,Ocypus ,Delta L36 ARGB ,Delta L36 BK ARGB ,500 - 2000 RPM ,29 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Jonsbo CA90,Jonsbo ,,CA90 Black ,800 - 1800 RPM ,17 - 32.6 dB ,Black ,159 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermaltake TH360 V2 Ultra EX ARGB Sync,Thermaltake ,TH360 V2 Ultra EX ARGB Sync ,CL-W415-PL12SW-A ,,,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Inter-Tech ALSEYE Star Warriors W700 Pro,Inter-Tech ,, STAR WARRIORS SERIES 700Pro-W | W700 Pro W | ,900 - 3000 RPM ,45 dB ,White ,160 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Alpenföhn Dolomit Premium,Alpenföhn ,Dolomit Premium ,84000000183 ,500 - 1600 RPM ,23.5 dB ,Black ,154 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermaltake UX 210 ARGB,Thermaltake ,,CL-P079-CA12SW-A ,600 - 2000 RPM ,34.3 dB ,Black / Silver ,153 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,Thermaltake ,TOUGHLIQUID 360 EX Pro ARGB Sync ,CL-W400-PL12BL-A ,500 - 2000 RPM ,22.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
MSI MEG CORELIQUID S280,MSI ,MEG CORELIQUID S280 , MEG CoreLiquid S280 | 9S6-6A0431-001 | CLS280 | ,,24.9 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
PC Cooler RZ620,PC Cooler ,, RZ620-WHNWNX-GL | RZ620 WH | ,500 - 2200 RPM ,28 - 32 dB ,White ,158 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Mars Gaming MCPU-X5 ARGB,Mars Gaming ,,MCPUX5ARGBW ,800 - 2000 RPM ,9 - 28 dB ,White ,154 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
GAMDIAS AURA GL240 DIGITAL,GAMDIAS ,AURA GL240 DIGITAL ,AURA GL240 DIGITAL WH ,800 - 1800 RPM ,33 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Corsair H100,Corsair ,H100 ,CWCH100 ,1300 - 2500 RPM ,22 - 39 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Corsair H75,Corsair ,H75 ,CW-9060015-WW ,2000 RPM ,31.4 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Thermaltake Water 3.0 Ultimate,Thermaltake ,Water 3.0 Ultimate ,CL-W007-PL12BL-A ,1000 - 2000 RPM ,20 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Cooler Master MasterLiquid ML120L RGB,Cooler Master ,MasterLiquid ML120L RGB ,MLW-D12M-A20PC-R1 ,650 - 2000 RPM ,6 - 30 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
ID-COOLING AURAFLOW X,ID-COOLING ,,AURAFLOW X 360 ,700 - 1800 RPM ,18 - 35.2 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING SE-914-XT,ID-COOLING ,,SE-914-XT Basic ,600 - 2200 RPM ,,Black / Gray ,126 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool AS500 Plus,Deepcool ,AS500 Plus , R-AS500-BKNLMP-G | AS500 PLUS | ,500 - 1200 RPM ,31.5 dB ,Black ,164 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright Silver Soul 110,Thermalright ,Silver Soul 110 ,SS110 WHITE ,2500 RPM ,23 dB ,White ,110 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool CASTLE 240EX A-RGB,Deepcool ,CASTLE 240EX A-RGB , DP-GS-H12W-CSL240EX-AR-WH | CASTLE 240EX A-RGB W | ,500 - 1800 RPM ,30 dB ,White / Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
ID-COOLING ZOOMFLOW 360 XT SNOW,ID-COOLING ,,ZOOMFLOW 360 XT SNOW ,500 - 1500 RPM ,13.8 - 30.5 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING PINKFLOW 240 V2,ID-COOLING ,,PINKFLOW 240 V2 ,900 - 2000 RPM ,16.3 - 33.5 dB ,Pink ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermalright Assassin X 90 SE,Thermalright ,Assassin X 90 SE ,AX90 SE ,2400 RPM ,27.3 dB ,Black / Silver ,118 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Valkyrie SYN,Valkyrie ,,VK-E360-LOKI ,800 - 2150 RPM ,29 dB ,Black / Red ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Deepcool AG620 Digital,Deepcool ,,R-AG620-BKNDMN-G-1 ,300 - 1950 RPM ,29.4 dB ,Black / Silver ,161 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
AQIRYS Hydra ARGB,AQIRYS ,,AQRYS_HYDRA240B ,800 - 2000 RPM ,25 - 34 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
GAMDIAS BOREAS E2-410,GAMDIAS ,,BOREAS E2-410 ,800 - 1800 RPM ,10 - 32 dB ,Black ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Enermax LIQMAXFLO SR 360,Enermax ,LIQMAXFLO SR 360 ,ELC-LMF360-SF ,500 - 1800 RPM ,23.46 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
TRYX STAGE,TRYX ,,L-S360A-DM3M-G0W ,500 - 1850 RPM ,28.87 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Cooler Master MasterAIR G200P,Cooler Master ,MasterAIR G200P ,MAP-G2PN-126PC-R1 ,800 - 2000 RPM ,6 - 28 dB ,Black / Silver ,39 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermaltake TH120 ARGB Sync,Thermaltake ,TH120 ARGB Sync , CL-W285-PL12SW-A | CL-W285-PL12SW-B | ,1500 RPM ,28.2 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,Yes - 120 mm ,No 
Mars Gaming ML-ONE,Mars Gaming ,,MLONE120W ,600 - 1800 RPM ,9 - 26 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Mars Gaming ML-ULTRA360,Mars Gaming ,,MLULTRA360W ,600 - 1800 RPM ,9 - 26 dB ,White ,55 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Alphacool Eisbaer LT360,Alphacool ,Eisbaer LT360 ,11446 ,550 - 1700 RPM ,29 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Thermalright Core Matrix,Thermalright ,,Core Matrix 360 WHITE ,2150 RPM ,27 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Dynatron A49,Dynatron ,,A49 ,800 - 1800 RPM ,10.8 - 21.3 dB ,Silver ,130 mm , AM4 | AM5 | ,No ,No 
Silverstone IceMyst 280,Silverstone ,IceMyst 280 ,SST-IM280-ARGB ,400 - 1750 RPM ,13.3 - 30.8 dB ,Silver / Black ,70 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
Silverstone IceGem 360,Silverstone ,IceGem 360 ,SST-IG360-ARGB ,600 - 2200 RPM ,7.3 - 36.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Mars Gaming ML-ULTRA360,Mars Gaming ,,MLULTRA360 ,600 - 1800 RPM ,9 - 26 dB ,Black ,55 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
GAMDIAS CHIONE M4-360,GAMDIAS ,CHIONE M4-360 ,GD-CHIONE M4-360 ,800 - 2000 RPM ,11 - 29 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Cooler Master V8,Cooler Master ,V8 ,RR-UV8-XBU1-GP ,800 - 1800 RPM ,17 - 21 dB ,,161 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Corsair H80,Corsair ,H80 ,CWCH80 ,1300 - 2500 RPM ,22 - 39 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Thermalright TRUE Spirit 120M(BW) Rev.A,Thermalright ,TRUE Spirit 120M(BW) Rev.A , TS-120M BW REV.A | True Spirit 120M BW Rev.A | ,600 - 1300 RPM ,25.4 dB ,,145 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
CRYORIG M9i,CRYORIG ,, M9i | CR-M9I | ,600 - 2200 RPM ,26.4 dB ,,125 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Alphacool Eisbaer 420,Alphacool ,Eisbaer 420 ,11390 ,1100 RPM ,29.4 dB ,Black / Blue ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 420 mm ,No 
Deepcool GAMMAXX 400 V2,Deepcool ,GAMMAXX 400 V2 , DP-MCH4-GMX400V2-RD | GAMMAXX400V2-RED | ,500 - 1650 RPM ,,Black / Red ,155 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
Cooler Master MasterLiquid ML240 Mirror,Cooler Master ,MasterLiquid ML240 Mirror ,MLX-D24M-A18PK-R1 ,650 - 1800 RPM ,8 - 27 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Tempest Subzero RGB,Tempest ,Subzero RGB ,TP-COOL-SUBZ ,800 - 1650 RPM ,,Black / Silver ,157 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
MSI MAG CORELIQUID R,MSI ,, MAG CORELIQUID 280R | 306-7ZW1D11-813 | CL280R | ,500 - 1800 RPM ,14.8 - 33.28 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
Asus ROG STRIX LC II ARGB,Asus ,, ROG STRIX LC II 120 ARGB | 90RC00D1-M0UAY0 | 90RC00D1-M0UAY1 | ,800 - 2500 RPM ,37.6 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011-3 Narrow | ,Yes - 120 mm ,No 
Thermalright Silver Soul 135,Thermalright ,Silver Soul 135 ,SS135 ,1850 RPM ,29.6 dB ,Silver ,135 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING ZOOMFLOW 240 XT SNOW,ID-COOLING ,,ZOOMFLOW 240 XT SNOW ,500 - 1500 RPM ,13.8 - 30.5 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
ID-COOLING FROSTFLOW X 240 LITE SNOW,ID-COOLING ,,FROSTFLOW X 240 LITE SNOW ,700 - 1800 RPM ,15.2 - 35.2 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Cooler Master i70C,Cooler Master ,i70C , RR-I70C-20PK-R1 | i70C | ,650 - 1800 RPM ,28 dB ,Black / Silver ,60 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
SilentiumPC Fortis 5,SilentiumPC ,Fortis 5 ,SPC306 ,300 - 1400 RPM ,,Black / Silver ,159 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Gelid Solutions Liquid 360,Gelid Solutions ,Liquid 360 ,CC-AIO-360-A ,750 - 1800 RPM ,29.6 dB ,Black ,56 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING FROZN A610,ID-COOLING ,,FROZN A610 ARGB ,500 - 2000 RPM ,29.9 dB ,Black ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING FX240ARGB,ID-COOLING ,FX240ARGB ,FX240 ARGB ,500 - 1800 RPM ,35.2 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
ID-COOLING FX360 ARGB,ID-COOLING ,,FX360 ARGB ,500 - 1800 RPM ,35.2 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING SE-224-XTS ARGB,ID-COOLING ,,SE-224-XTS ARGB WHITE ,600 - 1500 RPM ,28.9 dB ,White ,151 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
YEYIAN Storm 1200,YEYIAN ,,AC1200 ,1000 - 1800 RPM ,26.3 dB ,Black / Silver ,148 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermalright Frozen Warframe,Thermalright ,,Frozen Warframe 240 BLACK ,2000 RPM ,22.1 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Ocypus Sigma L240 PRO,Ocypus ,Sigma L240 PRO , Sigma L24 PRO BK | Sigma-L24-BK2ANWL00P-GL | ,500 - 2400 RPM ,36 dB ,Black ,97 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
GameMax Ice Chill 240,GameMax ,Ice Chill 240 ,GMX-ICECHILL240 ,800 - 1900 RPM ,28.8 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Dynatron R15,Dynatron ,,R15 ,,,,27 mm , LGA2011 | LGA2011-3 | LGA2066 | ,No ,Yes 
Silverstone AR08,Silverstone ,, AR08 | SST-AR08 | ,1500 - 2800 RPM ,14.1 - 27.7 dB ,Blue / Silver ,134 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Silverstone IceGem 280,Silverstone ,IceGem 280 ,SST-IG280-ARGB ,600 - 1600 RPM ,9.8 - 23.4 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
EK AIO Elite 280 D-RGB,EK ,AIO Elite 280 D-RGB , EK-AIO Elite 280 D-RGB | 3831109829837 | ,550 - 2200 RPM ,36.4 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
Cougar FORZA 85 ESSENTIAL,Cougar ,, FORZA 85 ESSENTIAL | 3MFZE85.0001 | CGR-FZAE85 | ,600 - 2000 RPM ,34.5 dB ,Black ,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
TRYX PANORAMA,TRYX ,, L-P280N-DS2M-G0K | PANORAMA 280 Black | ,500 - 1650 RPM ,32 dB ,Black ,116 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 280 mm ,No 
Mars Gaming ML-ONE,Mars Gaming ,,MLONE360 ,600 - 1800 RPM ,9 - 26 dB ,Black ,42 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
