Name,URL,Image,Type,Efficiency Rating,Wattage,Modular,Color,Price
Super Flower Golden Green HX,https://pcpartpicker.com/product/jvLypg/super-flower-golden-green-hx-650-w-80-gold-certified-atx-power-supply-sf-650p14xe-hx,https://cdna.pcpartpicker.com/static/forever/images/product/0e1ef37d2ab14e9cb10dbec45d31c4f6.256p.jpg,ATX,80+ Gold,650 W,No,,
Thermaltake Toughpower DPS G,https://pcpartpicker.com/product/fj8Zxr/thermaltake-toughpower-dps-g-450-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0450dpcgus-g,/static/forever/img/no-image.png,ATX,80+ Gold,450 W,Full,,
Thermaltake Toughpower DPS G,https://pcpartpicker.com/product/Y72kcf/thermaltake-toughpower-dps-g-550-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0550dpcgus-g,/static/forever/img/no-image.png,ATX,80+ Gold,550 W,Full,,
Thermaltake Toughpower DPS G,https://pcpartpicker.com/product/R6vRsY/thermaltake-toughpower-dps-g-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0650dpcgus-g,https://m.media-amazon.com/images/I/51xLe803SIL.jpg,ATX,80+ Gold,650 W,Full,,
Thermaltake Toughpower DPS G,https://pcpartpicker.com/product/bDrG3C/thermaltake-toughpower-dps-g-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-1050dpcgus-g,https://m.media-amazon.com/images/I/51IW8r0LBGL.jpg,ATX,80+ Gold,1050 W,Full,,
XFX P1-550S-XXBA,https://pcpartpicker.com/product/rtXfrH/xfx-p1-550s-xxba-550-w-80-bronze-certified-atx-power-supply-p1-550s-xxba,/static/forever/img/no-image.png,ATX,80+ Bronze,550 W,No,,
EVGA SuperNOVA 1050 GS,https://pcpartpicker.com/product/QG38TW/evga-supernova-1050-gs-1050-w-80-gold-certified-fully-modular-atx-power-supply-220-gs-1050-v1,https://cdna.pcpartpicker.com/static/forever/images/product/281dac50291f70bebc20500c913cb18b.256p.jpg,ATX,80+ Gold,1050 W,Full,,
FSP Group PT1200FM,https://pcpartpicker.com/product/Zj4NnQ/fsp-group-power-supply-pt1200fm,https://m.media-amazon.com/images/I/51VETxZCh9L.jpg,ATX,80+ Platinum,1200 W,Full,,
FSP Group PT850FM,https://pcpartpicker.com/product/zG38TW/fsp-group-power-supply-pt850fm,https://cdna.pcpartpicker.com/static/forever/images/product/498d3d4ed6d68824422c8a1e5e75d0c0.256p.jpg,ATX,80+ Platinum,850 W,Full,,
SeaSonic Platinum,https://pcpartpicker.com/product/WTwqqs/seasonic-600-w-80-bronze-certified-atx-power-supply-ss-600et,/static/forever/img/no-image.png,ATX,80+ Bronze,600 W,No,,
StarTech ATX2PW550WH,https://pcpartpicker.com/product/N32rxr/startech-power-supply-atx2pw550wh,https://m.media-amazon.com/images/I/411FnajDkML.jpg,ATX,80+,550 W,No,,
Ultra U12-42466,https://pcpartpicker.com/product/H3Crxr/ultra-u12-42466-650-w-80-bronze-certified-semi-modular-atx-power-supply-u12-42466,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,Semi,,
Ultra U12-42467,https://pcpartpicker.com/product/nGX2FT/ultra-u12-42467-750-w-80-bronze-certified-semi-modular-atx-power-supply-u12-42467,/static/forever/img/no-image.png,ATX,80+ Bronze,750 W,Semi,,
Rosewill VALENS-500,https://pcpartpicker.com/product/DkL7YJ/rosewill-power-supply-valens500,/static/forever/img/no-image.png,ATX,80+ Gold,500 W,No,,
Rosewill VALENS-600,https://pcpartpicker.com/product/CFTrxr/rosewill-power-supply-valens600,https://images-na.ssl-images-amazon.com/images/I/41z6Iz7P1JL.jpg,ATX,80+ Gold,600 W,No,,
be quiet! POWER 2,https://pcpartpicker.com/product/DTWrxr/be-quiet-power-2-300-w-80-bronze-certified-sfx-power-supply-bn226,https://cdna.pcpartpicker.com/static/forever/images/product/099fe7a5b199900d3ba049f0cd55dd23.256p.jpg,SFX,80+ Bronze,300 W,No,Black,
be quiet! TFX Power 2,https://pcpartpicker.com/product/wK8H99/be-quiet-tfx-power-2-300-w-80-gold-certified-tfx-power-supply-bn229,https://cdna.pcpartpicker.com/static/forever/images/product/63b8df66fa9240f5256de17a358703e2.256p.jpg,TFX,80+ Gold,300 W,No,Black,
Ultra X4,https://pcpartpicker.com/product/ft648d/ultra-x4-1050-w-80-silver-certified-fully-modular-atx-power-supply-u12-41564,/static/forever/img/no-image.png,ATX,80+ Silver,1050 W,Full,,
Cooler Master V450,https://pcpartpicker.com/product/wD38TW/cooler-master-power-supply-rs450amaag1au,/static/forever/img/no-image.png,ATX,80+ Gold,450 W,Semi,,
Silverstone Strider,https://pcpartpicker.com/product/nqs8TW/silverstone-power-supply-st40fesb,https://m.media-amazon.com/images/I/412mRG4e9eL.jpg,ATX,80+ Bronze,400 W,No,,
Azza PSAZ-1000PT14,https://pcpartpicker.com/product/tLGkcf/azza-power-supply-psaz1000pt14,/static/forever/img/no-image.png,ATX,80+ Platinum,1000 W,Semi,,
Azza PSAZ-850PT14,https://pcpartpicker.com/product/grK7YJ/azza-power-supply-psaz850pt14,https://images-na.ssl-images-amazon.com/images/I/51OrpcQtrcL.jpg,ATX,80+ Platinum,850 W,Semi,,
Rosewill Glacier 1200M,https://pcpartpicker.com/product/jrH48d/rosewill-power-supply-glacier1200m,https://cdna.pcpartpicker.com/static/forever/images/product/4be7885fc8a80691616e70a203dae308.med.256p.jpg,ATX,80+ Bronze,1200 W,Semi,,
FirePower ZT,https://pcpartpicker.com/product/d7PzK8/firepower-power-supply-oczzt550w,https://m.media-amazon.com/images/I/41fxq+IXh0L.jpg,ATX,80+ Bronze,550 W,Full,,
FirePower ZX,https://pcpartpicker.com/product/yNGj4D/firepower-power-supply-oczzx850w,/static/forever/img/no-image.png,ATX,80+ Gold,850 W,Full,,
FSP Group PT1000FM,https://pcpartpicker.com/product/ysYWGX/fsp-group-power-supply-pt1000fm,https://m.media-amazon.com/images/I/51--CtXbCGL.jpg,ATX,80+ Platinum,1000 W,Full,,
Thermaltake TR2,https://pcpartpicker.com/product/Kpbkcf/thermaltake-tr2-450-w-80-gold-certified-atx-power-supply-ps-tr2-0450npcgus-g,/static/forever/img/no-image.png,ATX,80+ Gold,450 W,No,,
Thermaltake TR2,https://pcpartpicker.com/product/gbjWGX/thermaltake-tr2-600-w-80-gold-certified-atx-power-supply-ps-tr2-0600npcgus-g,/static/forever/img/no-image.png,ATX,80+ Gold,600 W,No,,
Antec Earthwatts Green,https://pcpartpicker.com/product/64Crxr/antec-power-supply-ea450green,https://cdna.pcpartpicker.com/static/forever/images/product/844a16d29503764edcd48bbab3d4a0b1.256p.jpg,ATX,80+ Bronze,450 W,No,,
Antec Earthwatts,https://pcpartpicker.com/product/vbjWGX/antec-power-supply-ea550green,https://cdna.pcpartpicker.com/static/forever/images/product/6cacb1954b8e94d5970f79485c6b1b87.256p.jpg,ATX,80+ Bronze,550 W,No,,
Rosewill Quark 1200,https://pcpartpicker.com/product/9KZ2FT/rosewill-power-supply-quark1200,/static/forever/img/no-image.png,ATX,80+ Platinum,1200 W,Full,,
Rosewill Capstone G1000,https://pcpartpicker.com/product/tcYWGX/rosewill-power-supply-capstoneg1000,https://m.media-amazon.com/images/I/51d5WIStHxL.jpg,ATX,80+ Gold,1000 W,Semi,,
Rosewill Capstone G1200,https://pcpartpicker.com/product/pq4NnQ/rosewill-power-supply-capstoneg1200,/static/forever/img/no-image.png,ATX,80+ Gold,1200 W,Semi,,
Rosewill G550,https://pcpartpicker.com/product/Xgwqqs/rosewill-capstone-550-w-80-gold-certified-semi-modular-atx-power-supply-capstone-g550,https://cdna.pcpartpicker.com/static/forever/images/product/3b237d811870a1f0385c367842eacec2.256p.jpg,ATX,80+ Gold,550 W,Semi,,
Rosewill G650,https://pcpartpicker.com/product/HkdFf7/rosewill-power-supply-capstoneg650,https://cdna.pcpartpicker.com/static/forever/images/product/81e36bf0a5c5c3b24eb485d93391ce1e.256p.jpg,ATX,80+ Gold,650 W,Semi,,
be quiet! Straight Power 10,https://pcpartpicker.com/product/Qx648d/be-quiet-power-supply-bn230,https://m.media-amazon.com/images/I/51dTMJDK3RL.jpg,ATX,80+ Gold,400 W,No,,
Rosewill Quark 1000,https://pcpartpicker.com/product/V4Crxr/rosewill-1000-w-80-platinum-certified-fully-modular-atx-power-supply-quark-1000,https://m.media-amazon.com/images/I/51PO8x9dNJL.jpg,ATX,80+ Platinum,1000 W,Full,,
Thermaltake Toughpower DPS G RGB,https://pcpartpicker.com/product/Wd98TW/thermaltake-toughpower-dps-g-rgb-1250-w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpg-1250dpctxx-t,/static/forever/img/no-image.png,ATX,80+ Titanium,1250 W,Full,,
PC Power &amp; Cooling S75CF,https://pcpartpicker.com/product/pntWGX/pc-power--cooling-power-supply-s75cf,/static/forever/img/no-image.png,ATX,80+,750 W,No,,
Azza Titan,https://pcpartpicker.com/product/ZVcMnQ/azza-power-supply-psaz1000a14s,/static/forever/img/no-image.png,ATX,80+ Bronze,1000 W,No,,
Lian Li PE,https://pcpartpicker.com/product/9CdFf7/lian-li-pe-550w-80-gold-certified-fully-modular-sfx-power-supply-pe-550,/static/forever/img/no-image.png,SFX,80+ Gold,550 W,Full,,
SHARKOON WPM Bronze,https://pcpartpicker.com/product/BrvZxr/sharkoon-wpm-bronze-400w-80-bronze-certified-semi-modular-atx-power-supply-wpm400,/static/forever/img/no-image.png,ATX,80+ Bronze,400 W,Semi,,
Thermaltake Toughpower DPS G RGB Titanium,https://pcpartpicker.com/product/9fp323/thermaltake-toughpower-dps-g-rgb-titanium-850w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpg-0850dpctus-t,https://m.media-amazon.com/images/I/41nwzGIB1ZL.jpg,ATX,80+ Titanium,850 W,Full,,
be quiet! PURE POWER 9 CM,https://pcpartpicker.com/product/hZ2rxr/be-quiet-pure-power-9-cm-600w-80-silver-certified-semi-modular-atx-power-supply-bn268,https://m.media-amazon.com/images/I/41vsUswn+VL.jpg,ATX,80+ Silver,600 W,Semi,,
Rosewill TOKAMAK 1200,https://pcpartpicker.com/product/Pt98TW/rosewill-1200w-80-titanium-certified-fully-modular-atx-power-supply-tokamak-1200,https://images-na.ssl-images-amazon.com/images/I/51mJOLHN62L.jpg,ATX,80+ Titanium,1200 W,Full,,
Cougar GX-S,https://pcpartpicker.com/product/hWyxFT/cougar-gx-s-450w-80-gold-certified-atx-power-supply-gx-s450,https://cdna.pcpartpicker.com/static/forever/images/product/df59ce91ba8a63cade5dec68fdf9cd6a.256p.jpg,ATX,80+ Gold,450 W,No,,
Enermax REVOLUTION DUO,https://pcpartpicker.com/product/w8s8TW/enermax-revolution-duo-600w-80-gold-certified-atx-power-supply-erd600awl-f,https://cdna.pcpartpicker.com/static/forever/images/product/1f4d362f91832a30002526f2e29cd9c1.256p.jpg,ATX,80+ Gold,600 W,No,,
Thermaltake Litepower,https://pcpartpicker.com/product/W7gPxr/thermaltake-litepower-350-w-atx-power-supply-ps-ltp-0350nncnus-f,https://cdna.pcpartpicker.com/static/forever/images/product/f93f949e1ec146f79dc90d8079582441.256p.jpg,ATX,,350 W,No,,
RIOTORO ONYX 650,https://pcpartpicker.com/product/tNCrxr/riotoro-onyx-650w-80-bronze-certified-semi-modular-atx-power-supply-pr-bp0650-sm,https://m.media-amazon.com/images/I/51Ua4oajpUL.jpg,ATX,80+ Bronze,650 W,Semi,,
RIOTORO ONYX 750,https://pcpartpicker.com/product/gCYWGX/riotoro-onyx-750w-80-bronze-certified-semi-modular-atx-power-supply-pr-bp0750-sm,https://cdna.pcpartpicker.com/static/forever/images/product/c602404c2f3200c10fb772841397012e.256p.jpg,ATX,80+ Bronze,750 W,Semi,,
Cooler Master 400W MasterWatt Lite 230V,https://pcpartpicker.com/product/qdZ2FT/cooler-master-masterwatt-lite-230v-400w-80-certified-atx-power-supply-mpx-4001-acabw,https://cdna.pcpartpicker.com/static/forever/images/product/024a4bfcf5d2d9aa4772e0045a0e4b0a.256p.jpg,ATX,80+,400 W,No,,
LEPA MaxBron,https://pcpartpicker.com/product/CZfmP6/lepa-maxbron-650-w-80-bronze-certified-semi-modular-atx-power-supply-b650-mb,https://m.media-amazon.com/images/I/51TjZDzw0KL.jpg,ATX,80+ Bronze,650 W,Semi,,
Raidmax Scorpio,https://pcpartpicker.com/product/JRvZxr/raidmax-scorpio-635w-80-bronze-certified-fully-modular-atx-power-supply-rx-635ap-s,https://m.media-amazon.com/images/I/51agXDN685L.jpg,ATX,80+ Bronze,635 W,Semi,,
Enermax TRIATHLOR ECO,https://pcpartpicker.com/product/XqmxFT/enermax-triathlor-eco-1000w-80-gold-certified-semi-modular-atx-power-supply-etl1000ewt-m,https://m.media-amazon.com/images/I/51BWHFpFchL.jpg,ATX,80+ Bronze,1000 W,Semi,,
Enermax TRIATHLOR ECO,https://pcpartpicker.com/product/gfvZxr/enermax-triathlor-eco-800w-80-gold-certified-semi-modular-atx-power-supply-etl800ewt-m,https://images-eu.ssl-images-amazon.com/images/I/51gBOjwKzNL.jpg,ATX,80+ Bronze,800 W,Semi,,
Thermaltake Toughpower iRGB PLUS,https://pcpartpicker.com/product/mhnG3C/thermaltake-toughpower-irgb-plus-1250-w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpi-1250dpctus-t,https://m.media-amazon.com/images/I/51nMHWNZ9YL.jpg,ATX,80+ Titanium,1250 W,Full,,
Thermaltake Toughpower DPS G,https://pcpartpicker.com/product/nz7CmG/thermaltake-toughpower-dps-g-1050-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpg-1050dpcpus-p,https://images-eu.ssl-images-amazon.com/images/I/51LxcNBiPcL.jpg,ATX,80+ Platinum,1050 W,Full,,
FSP Group FSP300-60LG-5K,https://pcpartpicker.com/product/DyDwrH/fsp-group-fsp300-60lg-5k-300-w-80-bronze-certified-flex-atx-power-supply-fsp300-60lg-5k,https://images-eu.ssl-images-amazon.com/images/I/413Go7ruwJL.jpg,Flex ATX,80+ Bronze,300 W,No,Silver,118.02
FSP Group HEXA 85+,https://pcpartpicker.com/product/6Dx2FT/fsp-group-hexa-85-350w-80-bronze-certified-atx-power-supply-hexa-85-350w,/static/forever/img/no-image.png,ATX,80+ Bronze,350 W,No,Black,
Cougar GX V3,https://pcpartpicker.com/product/fwhKHx/cougar-gx-v3-800w-80-gold-certified-semi-modular-atx-power-supply-gx800v3r,https://cdna.pcpartpicker.com/static/forever/images/product/0a1827e4cac5cad1f86582134a526f8c.256p.jpg,ATX,80+ Gold,800 W,Semi,Black / Gold,
Enermax MaxTytan,https://pcpartpicker.com/product/MMbwrH/enermax-maxtytan-750w-80-titanium-certified-fully-modular-atx-power-supply-emt750ewt,https://images-na.ssl-images-amazon.com/images/I/51sZudX7HUL.jpg,ATX,80+ Titanium,750 W,Full,Black,
Thermaltake Toughpower iRGB PLUS 850 Platinum,https://pcpartpicker.com/product/k6DJ7P/thermaltake-toughpower-irgb-plus-850-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpi-0850f2fdpu-1,https://m.media-amazon.com/images/I/410U6F036uL.jpg,ATX,80+ Platinum,850 W,Full,Black,
Cooler Master MPW-5502-ACABW 230V,https://pcpartpicker.com/product/FxTPxr/cooler-master-mwe-550w-80-certified-atx-power-supply-mpw-5502-acabw,/static/forever/img/no-image.png,ATX,80+,550 W,No,,
Xilence XP730R8,https://pcpartpicker.com/product/cpVD4D/xilence-xp730r8-730-w-80-bronze-certified-atx-power-supply-xn063,https://images-eu.ssl-images-amazon.com/images/I/41XNIRYT53L.jpg,ATX,80+ Bronze,730 W,No,Black / Red,
Super Flower Leadex Platinum,https://pcpartpicker.com/product/MVXnTW/super-flower-leadex-platinum-750w-80-platinum-certified-fully-modular-atx-power-supply-sf-750f14mp-blackuk,https://cdna.pcpartpicker.com/static/forever/images/product/d5fdd126efadaa70ee8458fb4245fd2a.256p.jpg,ATX,80+ Platinum,750 W,Full,Black,
Raidmax Thunder RGB,https://pcpartpicker.com/product/W8QG3C/raidmax-thunder-rgb-535w-80-bronze-certified-semi-modular-atx-power-supply-rx-535ap-r,https://cdna.pcpartpicker.com/static/forever/images/product/e64ac7c5cf85ea7384f3a2911e922fed.256p.jpg,ATX,80+ Bronze,535 W,Semi,Black,
Rosewill PHOTON 1350,https://pcpartpicker.com/product/28x2FT/rosewill-1350w-80-gold-certified-fully-modular-atx-power-supply-photon-1350,https://cdna.pcpartpicker.com/static/forever/images/product/9a108794f29c942f6f4a56e674cbe235.256p.jpg,ATX,80+ Gold,1350 W,Full,Black,
GAMDIAS ASTRAPE P1 G,https://pcpartpicker.com/product/gpL48d/gamdias-astrape-p1-g-750-w-80-gold-certified-fully-modular-atx-power-supply-astrape-p1-750w-g,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Full,Black / Multicolor,
Anima APII500,https://pcpartpicker.com/product/M3QG3C/anima-500w-atx-power-supply-apii500,/static/forever/img/no-image.png,ATX,,500 W,No,Black / Green,
G.Skill PS1250P,https://pcpartpicker.com/product/M6ZFf7/gskill-ripjaws-platinum-1250w-80-platinum-certified-fully-modular-atx-power-supply-gp-pl1250a-cwv1,https://m.media-amazon.com/images/I/51kGfQ6UCnL.jpg,ATX,80+ Platinum,1250 W,Full,Black,
Mistel MX550 FANLESS,https://pcpartpicker.com/product/tdVD4D/mistel-550-w-80-gold-certified-fully-modular-fanless-atx-power-supply-mx550-fanless,/static/forever/img/no-image.png,ATX,80+ Gold,550 W,Full,Black,
Mistel MX650 FANLESS,https://pcpartpicker.com/product/gxJtt6/mistel-650-w-80-platinum-certified-fully-modular-fanless-atx-power-supply-mx650-fanless,https://cdna.pcpartpicker.com/static/forever/images/product/2d640c8150e289e63611908cc463f7bd.256p.jpg,ATX,80+ Platinum,650 W,Full,Black,
Apevia Raptor,https://pcpartpicker.com/product/2Vprxr/apevia-raptor-450-w-atx-power-supply-atx-rp450w,https://images-na.ssl-images-amazon.com/images/I/51TSvVWMfsL.jpg,ATX,,450 W,No,Black / Red,
Antec NeoECO 550 Gold,https://pcpartpicker.com/product/f2qhP6/antec-neoeco-gold-550-w-80-gold-certified-semi-modular-atx-power-supply-ne550g,https://cdna.pcpartpicker.com/static/forever/images/product/000dea72d718d70700630add8ffc3d85.256p.jpg,ATX,80+ Gold,550 W,Semi,Black,
Sentey MBP HM,https://pcpartpicker.com/product/R3ZzK8/sentey-mbp-hm-650-w-80-bronze-certified-semi-modular-atx-power-supply-mbp650-hm,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,Semi,Black,
Sentey MBP HM,https://pcpartpicker.com/product/Vz7p99/sentey-mbp-hm-1000-w-80-bronze-certified-semi-modular-atx-power-supply-mbp1000-hm,/static/forever/img/no-image.png,ATX,80+ Bronze,1000 W,Semi,Black,
Aerocool P7 Platinum,https://pcpartpicker.com/product/GDjJ7P/aerocool-p7-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-p785fuc11,https://cdna.pcpartpicker.com/static/forever/images/product/0126da0cdd23129e5031003c2951bcac.256p.jpg,ATX,80+ Platinum,850 W,Full,Black,
Aerocool XPredator GM,https://pcpartpicker.com/product/rrRzK8/aerocool-xpredator-gm-1000-w-80-gold-certified-semi-modular-atx-power-supply-xpredator-1000gm,https://cdna.pcpartpicker.com/static/forever/images/product/9fd4c1edec37c4e772878fc1d9b1f0ed.256p.jpg,ATX,80+ Gold,1000 W,Semi,Black,
Enermax Platimax D.F.,https://pcpartpicker.com/product/nC8j4D/enermax-platimax-df-850-w-80-platinum-certified-fully-modular-atx-power-supply-epf850ewt,https://cdna.pcpartpicker.com/static/forever/images/product/1d9ccdc3ab1d9e00758503d8e30be378.256p.jpg,ATX,80+ Platinum,850 W,Full,,
Enermax RevoBron TGA,https://pcpartpicker.com/product/7MRzK8/enermax-revobron-tga-700-w-80-bronze-certified-semi-modular-atx-power-supply-erb700awt-tr,https://cdna.pcpartpicker.com/static/forever/images/product/3b7c7cda2599b7c21fe6a7fe123a50eb.256p.jpg,ATX,80+ Bronze,700 W,Semi,Black,
KOLINK Classic Power,https://pcpartpicker.com/product/RHDkcf/kolink-classic-power-400-w-80-bronze-certified-atx-power-supply-kl-400v2,https://cdna.pcpartpicker.com/static/forever/images/product/c78bb26358e604f838bdb1e56772f4aa.256p.jpg,ATX,80+ Bronze,400 W,No,Black / Red,
In Win PB,https://pcpartpicker.com/product/2T9tt6/in-win-pb-850-w-80-gold-certified-fully-modular-atx-power-supply-pb-850w,https://m.media-amazon.com/images/I/41CYM3G4uAL.jpg,ATX,80+ Gold,850 W,Full,,
Xilence Performance A+ III,https://pcpartpicker.com/product/9ydrxr/xilence-performance-a-iii-650-w-80-bronze-certified-atx-power-supply-xn085,https://cdna.pcpartpicker.com/static/forever/images/product/dedd744011a7b2348735f4c3e121d3d4.256p.jpg,ATX,80+ Bronze,650 W,No,Black / Red,
Montech CENTURY,https://pcpartpicker.com/product/2vTzK8/montech-century-850-w-80-gold-certified-fully-modular-atx-power-supply-century-850,/static/forever/img/no-image.png,ATX,80+ Gold,850 W,Full,Black,
Xilence XP1250MR9,https://pcpartpicker.com/product/HW2bt6/xilence-xp1250mr9-1250-w-80-gold-certified-fully-modular-atx-power-supply-xn078,https://cdna.pcpartpicker.com/static/forever/images/product/6a3b9f65fc215ce8ebda0b66f5931d93.256p.jpg,ATX,80+ Gold,1250 W,Full,Black / Red,
Cooler Master MWE GOLD 550 V2,https://pcpartpicker.com/product/GH92FT/cooler-master-mwe-gold-v2-550-w-80-gold-certified-atx-power-supply-mpe-5501-acaag,/static/forever/img/no-image.png,ATX,80+ Gold,550 W,No,Black,
Segotep CP-PSU-ST-P750F,https://pcpartpicker.com/product/drD7YJ/segotep-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-p750f,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Full,Black,
LC-Power LC6560GP3 V2.3 230V,https://pcpartpicker.com/product/cNzhP6/lc-power-560-w-80-silver-certified-atx-power-supply-lc6560gp3-v23,https://m.media-amazon.com/images/I/51UHKCDs1VL.jpg,ATX,80+ Silver,560 W,No,Black,
Super Flower Leadex V Pro,https://pcpartpicker.com/product/kk7G3C/super-flower-leadex-v-pro-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14tp-bk,/static/forever/img/no-image.png,ATX,80+ Platinum,1000 W,Full,Black,
Deepcool PQ650M,https://pcpartpicker.com/product/fkZ9TW/deepcool-pq-m-650-w-80-gold-certified-fully-modular-atx-power-supply-r-pq650m-fa0b-us,https://cdna.pcpartpicker.com/static/forever/images/product/212ce6c9ee259b24593988fb32491d8c.256p.jpg,ATX,80+ Gold,650 W,Full,Black,
Silverstone DA550 Gold,https://pcpartpicker.com/product/wnD7YJ/silverstone-da550-gold-550-w-80-gold-certified-fully-modular-atx-power-supply-sst-da550-g,https://cdna.pcpartpicker.com/static/forever/images/product/cb66ec0876e06abb0c2a20e5e78ba1a1.256p.jpg,ATX,80+ Gold,550 W,Full,Black / White,
Antec NeoECO Platinum,https://pcpartpicker.com/product/RWLFf7/antec-neoeco-platinum-650-w-80-platinum-certified-fully-modular-atx-power-supply-ne650-platinum,https://cdna.pcpartpicker.com/static/forever/images/product/c94f9881f5a4467481695b42764d2ee6.256p.jpg,ATX,80+ Platinum,650 W,Full,Black,
