Name,URL,Image,Capacity,Price / GB,Type,Cache,Form Factor,Interface,Price
Western Digital Black SN750 SE,https://pcpartpicker.com/product/JphFf7/western-digital-wd_black-sn750-se-250-gb-m2-2280-nvme-solid-state-drive-wds250g1b0e,https://cdna.pcpartpicker.com/static/forever/images/product/08105799a06f56c779261642b857dd7f.256p.jpg,250 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Western Digital Green,https://pcpartpicker.com/product/2pfp99/western-digital-internal-hard-drive-wd40ezrx,https://cdna.pcpartpicker.com/static/forever/images/product/1ccf660fad92f9a049980e2c14de0bf7.256p.jpg,4 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,
HP EX900,https://pcpartpicker.com/product/9wyV3C/hp-ex900-250gb-m2-2280-solid-state-drive-2yy43aaabc,https://cdna.pcpartpicker.com/static/forever/images/product/5e726a302be5f554b55eebebd1e1feb7.256p.jpg,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
KingSpec XF,https://pcpartpicker.com/product/BvP8TW/kingspec-xf-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-xf-2tb-2280,https://cdna.pcpartpicker.com/static/forever/images/product/66c0e319cdbbff51c63291fcc9fe93da.256p.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Western Digital VelociRaptor,https://pcpartpicker.com/product/LMH323/western-digital-internal-hard-drive-wd3000hlfs,https://m.media-amazon.com/images/I/518fR7SmzNL.jpg,300 GB,$0.500,10000 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,149.94
Gigabyte GP-GSM2NE3100TNTD,https://pcpartpicker.com/product/nKDkcf/gigabyte-gp-gsm2ne3100tntd-1-tb-m2-2280-nvme-solid-state-drive-gp-gsm2ne3100tntd,https://cdna.pcpartpicker.com/static/forever/images/product/a7ef10c9ae70b5492693ca267108e86c.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Seagate FireCuda 530 w/Heatsink,https://pcpartpicker.com/product/MdddnQ/seagate-firecuda-530-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp1000gm3a023,https://cdna.pcpartpicker.com/static/forever/images/product/c4fb278d586a7cba42674087dd6496a4.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Western Digital Scorpio Blue,https://pcpartpicker.com/product/hV8Zxr/western-digital-internal-hard-drive-wd10tpvt,https://m.media-amazon.com/images/I/51J+HewuZnL.jpg,1 TB,,5200 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,
Western Digital AV-GP,https://pcpartpicker.com/product/VkQypg/western-digital-internal-hard-drive-wd30eurs,https://m.media-amazon.com/images/I/51IAHEqn-0L.jpg,3 TB,$0.048,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,144.99
Intel Pro 5400s,https://pcpartpicker.com/product/vqwqqs/intel-pro-5400s-1tb-25-solid-state-drive-ssdsc2kf010x6x1,https://cdna.pcpartpicker.com/static/forever/images/product/aa9a8f9552f3865bac1e96f5885f4118.256p.jpg,1 TB,$0.612,SSD,,"2.5""",SATA 6.0 Gb/s,612.10
Toshiba XG5,https://pcpartpicker.com/product/jd66Mp/toshiba-xg5-1tb-m2-2280-solid-state-drive-kxg50znv1t02,https://cdna.pcpartpicker.com/static/forever/images/product/e57cd05ab9698351d7c7dc371aad7de6.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Kingston KC2500,https://pcpartpicker.com/product/D3Dkcf/kingston-kc2500-1-tb-m2-2280-nvme-solid-state-drive-skc2500m81000g,https://cdna.pcpartpicker.com/static/forever/images/product/34093a1965a0bef4adc05140a7e9ab1d.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
SanDisk Ultra,https://pcpartpicker.com/product/YzvdnQ/sandisk-ultra-1-tb-m2-2280-nvme-solid-state-drive-sdssdh3n-1t00-g25,/static/forever/img/no-image.png,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Acer Predator GM7000,https://pcpartpicker.com/product/LM2WGX/acer-predator-gm7000-512-gb-m2-2280-nvme-solid-state-drive-bl9bwwr104,https://cdna.pcpartpicker.com/static/forever/images/product/1181de6bb1f33eb13aba4cab40a3d10c.256p.jpg,512 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4,
KingSpec NX-2280,https://pcpartpicker.com/product/2nzhP6/kingspec-nx-2280-256-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-nx-2280-256gb,https://m.media-amazon.com/images/I/410EpLy+96L.jpg,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Western Digital PC SN740 Pyrite,https://pcpartpicker.com/product/kBTZxr/western-digital-pc-sn740-pyrite-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sddpnqd-512g,/static/forever/img/no-image.png,512 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Lenovo S4520,https://pcpartpicker.com/product/XKQKHx/lenovo-s4520-480-gb-35-solid-state-drive-4xb7a17119,https://m.media-amazon.com/images/I/41GkmQovwAL.jpg,480 GB,,SSD,,"3.5""",SATA 6.0 Gb/s,
Orico J-10,https://pcpartpicker.com/product/FKFmP6/orico-j-10-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-j10-1tb,/static/forever/img/no-image.png,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Patriot VP4000 Mini,https://pcpartpicker.com/product/HmcgXL/patriot-vp4000-mini-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-vp4000m1tbm23,https://m.media-amazon.com/images/I/31-xOSBUkKL.jpg,1 TB,$0.153,SSD,,M.2-2230,M.2 PCIe 4.0 X4,152.99
Western Digital Purple Surveillance,https://pcpartpicker.com/product/gGkH99/western-digital-purple-surveillance-3-tb-35-5400-rpm-internal-hard-drive-wd33purz,https://cdna.pcpartpicker.com/static/forever/images/product/2e00319afa025944a7470202e178ef7f.256p.jpg,3 TB,,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Toshiba MQ04ABD200,https://pcpartpicker.com/product/6zfFf7/toshiba-2-tb-25-5400rpm-internal-hard-drive-mq04abd200,https://cdna.pcpartpicker.com/static/forever/images/product/c9ce6044c3ee978d958cf8cd6d3a5462.256p.jpg,2 TB,$0.057,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,114.99
Western Digital Ultrastar,https://pcpartpicker.com/product/KpbCmG/western-digital-ultrastar-8-tb-35-7200rpm-internal-hard-drive-hus728t8tale6l4,https://cdna.pcpartpicker.com/static/forever/images/product/d9014ca0253160e4e279b516d09c784d.256p.jpg,8 TB,,7200 RPM,,"3.5""",SATA 6.0 Gb/s,
Integral M2,https://pcpartpicker.com/product/bvWJ7P/integral-m2-500-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-inssd500gm280nm2,https://cdna.pcpartpicker.com/static/forever/images/product/fcca9ee8201c61dce668024606f7234a.256p.jpg,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
KingSpec NXM,https://pcpartpicker.com/product/YQQKHx/kingspec-nxm-256-gb-m2-2242-pcie-30-x4-nvme-solid-state-drive-nxm-256,https://m.media-amazon.com/images/I/41UEf7kMp6L.jpg,256 GB,,SSD,,M.2-2242,M.2 PCIe 3.0 X4,
Hitachi Ultrastar He10,https://pcpartpicker.com/product/X4QRsY/hitachi-ultrastar-he10-10tb-35-7200rpm-internal-hard-drive-0f27352,https://cdna.pcpartpicker.com/static/forever/images/product/120013c0c7f3f0baaf70386cb317aeb9.256p.jpg,10 TB,$0.030,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,299.45
TEAMGROUP Cardea Zero Z440 Graphene,https://pcpartpicker.com/product/Nb2bt6/teamgroup-cardea-zero-z440-graphene-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fp7002t0c311,https://m.media-amazon.com/images/I/41IWg+uyo5L.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
TEAMGROUP AX2,https://pcpartpicker.com/product/3RKKHx/team-ax2-2-tb-25-solid-state-drive-t253a3002t0c101,https://m.media-amazon.com/images/I/41p3ouVuLrL.jpg,2 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Western Digital Black SN750,https://pcpartpicker.com/product/9zQG3C/western-digital-wd_black-sn750-2-tb-m2-2280-nvme-solid-state-drive-wds200t3xhc,https://cdna.pcpartpicker.com/static/forever/images/product/1b8dfbf3066b1887a595ab45940a47d7.256p.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Kingston Q500,https://pcpartpicker.com/product/tvrmP6/kingston-q500-120-gb-25-solid-state-drive-sq500s37120g,https://cdna.pcpartpicker.com/static/forever/images/product/aa470efa44cc99a3bb02c58628d56e97.256p.jpg,120 GB,$0.491,SSD,,"2.5""",SATA 6.0 Gb/s,58.90
Toshiba P300,https://pcpartpicker.com/product/2bPQzy/toshiba-p300-4-tb-35-5400rpm-internal-hard-drive-hdwd240uzsva,https://cdna.pcpartpicker.com/static/forever/images/product/1f5d20cfd6afb86d3ea35424790a3041.256p.jpg,4 TB,$0.062,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,247.90
Samsung Spinpoint F3,https://pcpartpicker.com/product/FBR48d/samsung-internal-hard-drive-hd103sj,/static/forever/img/no-image.png,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,
Toshiba OCZ TR200,https://pcpartpicker.com/product/PCBrxr/toshiba-ocz-tr200-240gb-25-solid-state-drive-thn-tr20z2400u8cs,https://cdna.pcpartpicker.com/static/forever/images/product/46e4565d7bb805fa768996e995c13269.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Kingston UV500B,https://pcpartpicker.com/product/xzCD4D/kingston-uv500-240gb-m2-2280-solid-state-drive-suv500m8240g,https://cdna.pcpartpicker.com/static/forever/images/product/a726ecce9affd56ec107cef58723d321.256p.jpg,240 GB,,SSD,,M.2-2280,M.2 SATA,
Western Digital Red,https://pcpartpicker.com/product/9wW9TW/western-digital-internal-hard-drive-wd20efrx,https://cdna.pcpartpicker.com/static/forever/images/product/76e5f40a91ac5934c51cd0b1f050e398.256p.jpg,2 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,
Toshiba P300,https://pcpartpicker.com/product/QFGj4D/toshiba-internal-hard-drive-hdwd130xzsta,https://cdna.pcpartpicker.com/static/forever/images/product/ee4f11be24161e14fe0b49a57d7782c7.256p.jpg,3 TB,$0.067,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,199.90
Western Digital Blue SN500,https://pcpartpicker.com/product/2cJtt6/western-digital-blue-sn500-500-gb-m2-2280-solid-state-drive-wds500g1b0c,https://cdna.pcpartpicker.com/static/forever/images/product/8e77940edf3725a7c75d83efee929602.256p.jpg,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,
Verbatim Vi7000G,https://pcpartpicker.com/product/J2ZXsY/verbatim-vi7000g-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-49367,https://cdna.pcpartpicker.com/static/forever/images/product/f72f99bba29a0a9fd99971b378c322ab.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Western Digital RE3,https://pcpartpicker.com/product/chXfrH/western-digital-internal-hard-drive-wd7502abys,/static/forever/img/no-image.png,750 GB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,
Seagate BarraCuda,https://pcpartpicker.com/product/6Qbp99/seagate-internal-hard-drive-st3160318asffp,https://m.media-amazon.com/images/I/41CTKufxpYL.jpg,160 GB,$0.263,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,42.00
Silicon Power A55,https://pcpartpicker.com/product/mK97YJ/silicon-power-a55-256-gb-m2-2280-solid-state-drive-su256gbss3a55m28ab,https://m.media-amazon.com/images/I/41sruOFIWXL.jpg,256 GB,$0.269,SSD,,M.2-2280,M.2 SATA,68.97
Western Digital Blue,https://pcpartpicker.com/product/gYstt6/western-digital-blue-500-gb-35-5400rpm-internal-hard-drive-wd5000azrz,https://cdna.pcpartpicker.com/static/forever/images/product/dcde04a1556d65e363b547c8298aaff8.256p.jpg,500 GB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,
Seagate Constellation ES,https://pcpartpicker.com/product/KDW9TW/seagate-internal-hard-drive-st2000nm0011,https://m.media-amazon.com/images/I/5128ISlKLiL.jpg,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,
Kingston Predator,https://pcpartpicker.com/product/DzM323/kingston-predator-480-gb-m2-2280-nvme-solid-state-drive-shpm2280p2480g,https://cdna.pcpartpicker.com/static/forever/images/product/13ba6644cfba9cec1a35908b4b8ac362.256p.jpg,480 GB,,SSD,,M.2-2280,M.2 PCIe 2.0 X4,
ADATA Ultimate SU650,https://pcpartpicker.com/product/F9m323/adata-ultimate-su650-120-gb-25-solid-state-drive-asu650ss-120gt-r,https://cdna.pcpartpicker.com/static/forever/images/product/c5ed54671d75778537dad355e1fff529.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Samsung PM871b,https://pcpartpicker.com/product/GhZzK8/samsung-pm871b-256-gb-25-solid-state-drive-mz7ln256hajq,/static/forever/img/no-image.png,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Crucial P5,https://pcpartpicker.com/product/sCn8TW/crucial-p5-500-gb-m2-2280-nvme-solid-state-drive-ct500p5ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/0054b5551c98eef2dfe7776fbd3ea95a.256p.jpg,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
GOODRAM IRDM PRO GEN 5,https://pcpartpicker.com/product/7XfV3C/goodram-irdm-pro-gen-5-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-irp-ssdpr-p54s-4k0-80,/static/forever/img/no-image.png,4 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,
Western Digital Blue,https://pcpartpicker.com/product/QgJp99/western-digital-blue-3-tb-35-5400-rpm-internal-hard-drive-wd30ezax,https://cdna.pcpartpicker.com/static/forever/images/product/81a461533fe36cff240320e7b78c01a1.256p.jpg,3 TB,$0.035,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,104.99
Addlink S90,https://pcpartpicker.com/product/WnvdnQ/addlink-s90-2-tb-m2-2280-nvme-solid-state-drive-ad2tbs90m2p,https://m.media-amazon.com/images/I/41d9tEAqqTL.jpg,2 TB,$0.150,SSD,,M.2-2280,M.2 PCIe 4.0 X4,299.44
Western Digital WD_BLACK SN770M,https://pcpartpicker.com/product/4Kn9TW/western-digital-wd_black-sn770m-2-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-wdbdnh0020bbk-wrsn,https://cdna.pcpartpicker.com/static/forever/images/product/4cfa59f197c611d4429ed3284107f791.256p.jpg,2 TB,$0.175,SSD,,M.2-2230,M.2 PCIe 4.0 X4,349.99
Seagate SkyHawk AI,https://pcpartpicker.com/product/MjzhP6/seagate-skyhawk-ai-10-tb-35-7200rpm-internal-hard-drive-st10000ve001,https://cdna.pcpartpicker.com/static/forever/images/product/6ab05ce3e78e73cea127184959441697.256p.jpg,10 TB,$0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,275.99
Toshiba X300 Pro,https://pcpartpicker.com/product/JD92FT/toshiba-x300-pro-12-tb-35-7200rpm-internal-hard-drive-hdwr51cxzstb,https://cdna.pcpartpicker.com/static/forever/images/product/bc2f9e754a85117e060abd6e00397068.256p.jpg,12 TB,$0.025,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,298.99
Western Digital Red Plus,https://pcpartpicker.com/product/DhsKHx/western-digital-red-plus-6-tb-35-5400-rpm-internal-hard-drive-wd60efrx,https://cdna.pcpartpicker.com/static/forever/images/product/76e5f40a91ac5934c51cd0b1f050e398.256p.jpg,6 TB,$0.052,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,315.00
Inland QN322,https://pcpartpicker.com/product/YmYmP6/inland-qn322-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-2tb-qn322-nvme,https://m.media-amazon.com/images/I/41xETAFdgyL.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Western Digital WDBSLA0020HNC-NRSN,https://pcpartpicker.com/product/9J6BD3/western-digital-internal-hard-drive-wdbsla0020hncnrsn,https://cdna.pcpartpicker.com/static/forever/images/product/6361911e403516be2528115e847a59e1.256p.jpg,2 TB,$0.050,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,99.99
Western Digital RE4,https://pcpartpicker.com/product/DHg323/western-digital-internal-hard-drive-wd5003abyx,https://m.media-amazon.com/images/I/51jdlJQn6iL.jpg,500 GB,$0.120,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,59.95
Western Digital Blue SN550,https://pcpartpicker.com/product/TZTp99/western-digital-blue-sn550-2-tb-m2-2280-nvme-solid-state-drive-wdba3v0020bnc-wrsn,https://cdna.pcpartpicker.com/static/forever/images/product/dfc45ea1b3490a4019db9cc4f7225ae6.256p.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Western Digital Red SA500,https://pcpartpicker.com/product/XGJmP6/western-digital-red-sa500-500-gb-25-solid-state-drive-wds500g1r0a,https://cdna.pcpartpicker.com/static/forever/images/product/d5fb85825280a5df8d794f250a06f4fc.256p.jpg,500 GB,$0.360,SSD,,"2.5""",SATA 6.0 Gb/s,179.99
OWC Mercury Electra 6G,https://pcpartpicker.com/product/tq88TW/owc-mercury-electra-6g-120-gb-25-solid-state-drive-s3d7e6g120,https://cdna.pcpartpicker.com/static/forever/images/product/0993dc948b533386828b0c604ad2aa04.256p.jpg,120 GB,$0.333,SSD,,"2.5""",SATA 6.0 Gb/s,39.99
Seagate Exos X18,https://pcpartpicker.com/product/kKGhP6/seagate-exos-x18-12-tb-35-7200-rpm-internal-hard-drive-st12000nm001j,https://cdna.pcpartpicker.com/static/forever/images/product/a423881b6a08792591ff202933613339.256p.jpg,12 TB,$0.045,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,544.45
Corsair MP600 MICRO,https://pcpartpicker.com/product/sRyH99/corsair-mp600-micro-1-tb-m2-2242-pcie-40-x4-nvme-solid-state-drive-cssd-f1000gbmp600mcr,https://cdna.pcpartpicker.com/static/forever/images/product/eda99d7498cacb0d804285097748eb9a.256p.jpg,1 TB,,SSD,,M.2-2242,M.2 PCIe 4.0 X4,
Corsair MP600 PRO NH,https://pcpartpicker.com/product/z2pzK8/corsair-mp600-pro-nh-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600pnh,https://cdna.pcpartpicker.com/static/forever/images/product/b9354d5f408a8a8f84148d0dc78cf2e2.256p.jpg,2 TB,$0.222,SSD,,M.2-2280,M.2 PCIe 4.0 X4,444.99
Western Digital Caviar Black,https://pcpartpicker.com/product/KfLypg/western-digital-internal-hard-drive-wd1001fals,https://m.media-amazon.com/images/I/41+siLG8W8L.jpg,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,
Corsair MP510,https://pcpartpicker.com/product/L7Jtt6/corsair-mp510-19tb-m2-2280-solid-state-drive-cssd-f1920gbmp510,https://cdna.pcpartpicker.com/static/forever/images/product/353c537be61fe06edf2d2baebaded2f3.256p.jpg,1.92 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Seagate Constellation ES,https://pcpartpicker.com/product/M3phP6/seagate-internal-hard-drive-st31000524ns,/static/forever/img/no-image.png,1 TB,$0.059,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,58.99
Intel 600p,https://pcpartpicker.com/product/MFs8TW/intel-600p-series-256gb-m2-2280-solid-state-drive-ssdpekkw256g7x1,https://cdna.pcpartpicker.com/static/forever/images/product/149bcca09358e0b29db82a44eaf58d13.256p.jpg,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
SanDisk Ultra 3D,https://pcpartpicker.com/product/8gRFf7/sandisk-ultra-3d-2tb-25-solid-state-drive-sdssdh3-2t00-g25,https://cdna.pcpartpicker.com/static/forever/images/product/67a66817f262080a5c3b8aa4867a9f21.256p.jpg,2 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
ADATA Ultimate SU650,https://pcpartpicker.com/product/GjGxFT/adata-ultimate-su650-120gb-25-solid-state-drive-asu650ss-120gt-c,https://cdna.pcpartpicker.com/static/forever/images/product/ad61edd6d34b95d61515d24f18dd0ce4.256p.jpg,120 GB,$0.408,SSD,,"2.5""",SATA 6.0 Gb/s,49.00
TEAMGROUP T-Force Cardea A440 Pro,https://pcpartpicker.com/product/d392FT/teamgroup-t-force-cardea-a440-pro-4-tb-m2-2280-nvme-solid-state-drive-tm8fpr004t0c129,https://cdna.pcpartpicker.com/static/forever/images/product/4ccb73baed8f94574445976fdb82509d.256p.jpg,4 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
FanXiang S770,https://pcpartpicker.com/product/pZvD4D/fanxiang-s770-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-1tb-ssd-m2-s770,https://m.media-amazon.com/images/I/41JpRVSkNCL.jpg,1 TB,$0.200,SSD,,M.2-2280,M.2 PCIe 4.0 X4,199.99
Seagate Archive HDD v2,https://pcpartpicker.com/product/L7hj4D/seagate-internal-hard-drive-st6000as0002,https://m.media-amazon.com/images/I/51+F4aDrt7L.jpg,6 TB,,5900 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Toshiba XG6,https://pcpartpicker.com/product/xRD7YJ/toshiba-xg6-512-gb-m2-2280-nvme-solid-state-drive-kxg60znv512g,https://m.media-amazon.com/images/I/31n9TvvYm+L.jpg,512 GB,$0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4,149.99
Gigabyte AORUS Gen4 5000E,https://pcpartpicker.com/product/dgsV3C/gigabyte-aorus-gen4-5000e-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ag450e1tb-g,https://cdna.pcpartpicker.com/static/forever/images/product/e743e1173aa330e65db2f580110746b9.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Seagate BarraCuda,https://pcpartpicker.com/product/rMNp99/seagate-internal-hard-drive-st3250318as,https://m.media-amazon.com/images/I/515VP0R0R6L.jpg,250 GB,,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,
Samsung 840 Evo,https://pcpartpicker.com/product/9nYXsY/samsung-internal-hard-drive-mz7te1t0bw,https://m.media-amazon.com/images/I/41ebIyshABL.jpg,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
SanDisk Ultra II,https://pcpartpicker.com/product/yPbp99/sandisk-internal-hard-drive-sdssdhii240gg25,https://m.media-amazon.com/images/I/41X2W1klq5L.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Intel DC P3600,https://pcpartpicker.com/product/4kcMnQ/intel-dc-p3600-400-gb-pci-e-nvme-solid-state-drive-ssdpedme400g401,https://m.media-amazon.com/images/I/41Cr5FIzWoL.jpg,400 GB,$1.000,SSD,,PCIe,PCIe x4,400.00
Crucial MX300,https://pcpartpicker.com/product/NLs8TW/crucial-mx300-750gb-25-solid-state-drive-ct750mx300ssd1,https://m.media-amazon.com/images/I/41sNMQQAetL.jpg,750 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Samsung 860 Pro,https://pcpartpicker.com/product/fQ66Mp/samsung-860-pro-1tb-25-solid-state-drive-mz-76p1t0bw,https://cdna.pcpartpicker.com/static/forever/images/product/4bab8c96937be3fcc65d73ffb8b73cee.256p.jpg,1 TB,$0.500,SSD,1024 MB,"2.5""",SATA 6.0 Gb/s,499.99
Inland Professional,https://pcpartpicker.com/product/YpfhP6/inland-professional-1-tb-m2-2280-solid-state-drive-1tb-nvme-pro,https://m.media-amazon.com/images/I/41wSoGkfkdL.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,
Verbatim Vi550,https://pcpartpicker.com/product/JhndnQ/verbatim-vi550-1-tb-25-solid-state-drive-70077,https://cdna.pcpartpicker.com/static/forever/images/product/ec0409cda50ee26376145fc4735ead47.256p.jpg,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Exos X14,https://pcpartpicker.com/product/KQfFf7/seagate-exos-x14-10-tb-35-7200rpm-internal-hard-drive-st10000nm0478,https://cdna.pcpartpicker.com/static/forever/images/product/2298fb6348aab9ba4a6658ab47df89e0.256p.jpg,10 TB,$0.047,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,474.45
Sabrent Rocket Q4,https://pcpartpicker.com/product/hQ4BD3/sabrent-rocket-q4-1-tb-m2-2280-nvme-solid-state-drive-sb-rktq4-1tb,https://m.media-amazon.com/images/I/418uWM05nkL.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Western Digital Black AN1500,https://pcpartpicker.com/product/sC8bt6/western-digital-black-an1500-4-tb-pcie-nvme-solid-state-drive-wds400t1x0l-00auj0,https://cdna.pcpartpicker.com/static/forever/images/product/f29dc4b4c1bc8551521c70ee9e19fc83.256p.jpg,4 TB,,SSD,,PCIe,PCIe x8,
Seagate BarraCuda Q5,https://pcpartpicker.com/product/7sJgXL/seagate-barracuda-q5-500-gb-m2-2280-nvme-solid-state-drive-zp500cv3a001,https://cdna.pcpartpicker.com/static/forever/images/product/d902dfde825cee3cafb379e96397582a.256p.jpg,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
ADATA XPG SPECTRIX S20G,https://pcpartpicker.com/product/J6ytt6/adata-xpg-spectrix-s20g-1-tb-m2-2280-nvme-solid-state-drive-aspectrixs20g-1t-c,https://cdna.pcpartpicker.com/static/forever/images/product/72b819ee11d2566cc8e1c02cda33fa10.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Acer Predator GM9,https://pcpartpicker.com/product/9Vbypg/acer-predator-gm9-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-bl9bwwr136,/static/forever/img/no-image.png,1 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,
Seagate IronWolf Pro,https://pcpartpicker.com/product/JccRsY/seagate-ironwolf-pro-6-tb-35-7200rpm-internal-hard-drive-st6000ne000,https://cdna.pcpartpicker.com/static/forever/images/product/d9c498fdb40145e3d339b6cd878c0908.256p.jpg,6 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Western Digital Gold,https://pcpartpicker.com/product/62pzK8/western-digital-gold-22-tb-35-7200-rpm-internal-hard-drive-wd221kryz,https://cdna.pcpartpicker.com/static/forever/images/product/213aa25a6480e72c40c2b6c44c4aa588.256p.jpg,22 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,
Seagate IronWolf Pro,https://pcpartpicker.com/product/T2PKHx/seagate-ironwolf-pro-12-tb-35-7200rpm-internal-hard-drive-st12000ne0008,https://cdna.pcpartpicker.com/static/forever/images/product/eea95bafaee619379c20706c0ece7f35.256p.jpg,12 TB,$0.040,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,480.00
Seagate Barracuda Compute,https://pcpartpicker.com/product/gdVD4D/seagate-barracuda-compute-6-tb-35-7200rpm-internal-hard-drive-st6000dmz03,https://m.media-amazon.com/images/I/51Xlf1aeT5L.jpg,6 TB,$0.032,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,189.00
