Name,URL,Image,Speed,Modules,Price / GB,Color,First Word Latency,CAS Latency,Price
G.Skill Ripjaws M5 RGB 32 GB,https://pcpartpicker.com/product/VWFmP6/gskill-ripjaws-m5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3644f16gx2-rm5rw,https://cdna.pcpartpicker.com/static/forever/images/product/0a893b8bbcc96df9474b494bd8b0ce5e.256p.jpg,DDR5-6000,2 x 16GB,,White,12 ns,36,
G.Skill Ripjaws S5 64 GB,https://pcpartpicker.com/product/WBkH99/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-5600-cl46-memory-f5-5600j4645a32gx2-rs5w,https://cdna.pcpartpicker.com/static/forever/images/product/8b4fe0b224a8339101d388e625c675f9.256p.jpg,DDR5-5600,2 x 32GB,,White,16.429 ns,46,
G.Skill Ripjaws S5 32 GB,https://pcpartpicker.com/product/gqjRsY/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-f5-5600j4645a16gx2-rs5w,https://cdna.pcpartpicker.com/static/forever/images/product/0f4a2b555ac5c7a4ac1418777e281821.256p.jpg,DDR5-5600,2 x 16GB,,White,16.429 ns,46,
Silicon Power XPOWER Pulse Gaming 32 GB,https://pcpartpicker.com/product/vhCZxr/silicon-power-xpower-pulse-gaming-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-sp032gxlwu60afsj,https://m.media-amazon.com/images/I/11zbrc1cvEL.jpg,DDR5-6000,1 x 32GB,,Black / White,10 ns,30,
Silicon Power XPOWER Pulse Gaming 16 GB,https://pcpartpicker.com/product/HswmP6/silicon-power-xpower-pulse-gaming-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-sp016gxlwu560fsj,/static/forever/img/no-image.png,DDR5-5600,1 x 16GB,,Black / White,14.286 ns,40,
Silicon Power XPOWER Pulse Gaming 32 GB,https://pcpartpicker.com/product/tRDQzy/silicon-power-xpower-pulse-gaming-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-sp032gxlwu560fdj,https://cdna.pcpartpicker.com/static/forever/images/product/9c5f6b4a7b6600310e8a6e57c5ba15f9.256p.jpg,DDR5-5600,2 x 16GB,,Black / White,14.286 ns,40,
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/MKYRsY/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-sp032gxlwu64afdl,https://m.media-amazon.com/images/I/41gLYIjYHFL.jpg,DDR5-6400,2 x 16GB,,Black,10 ns,32,
Silicon Power XPOWER Storm RGB 64 GB,https://pcpartpicker.com/product/DXxxFT/silicon-power-xpower-storm-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-sp064gxlwu64afdl,https://m.media-amazon.com/images/I/41gLYIjYHFL.jpg,DDR5-6400,2 x 32GB,,Black,10 ns,32,
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/sBwmP6/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-sp032gxlwu720fdk,https://m.media-amazon.com/images/I/41vX08fGiSL.jpg,DDR5-7200,2 x 16GB,,Black,9.444 ns,34,
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/yRQKHx/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-sp032gxlwu720fdl,https://m.media-amazon.com/images/I/41gLYIjYHFL.jpg,DDR5-7200,2 x 16GB,,Black,9.444 ns,34,
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/dwNYcf/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-sp032gxlwu800fdk,https://m.media-amazon.com/images/I/41vX08fGiSL.jpg,DDR5-8000,2 x 16GB,,Black,9.5 ns,38,
Silicon Power XPOWER Storm RGB 16 GB,https://pcpartpicker.com/product/vCjRsY/silicon-power-xpower-storm-rgb-16-gb-1-x-16-gb-ddr5-8000-cl38-memory-sp016gxlwu800fsk,/static/forever/img/no-image.png,DDR5-8000,1 x 16GB,,Black,9.5 ns,38,
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/nrTZxr/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-sp032gxlwu68afdl,/static/forever/img/no-image.png,DDR5-6800,2 x 16GB,,White,10 ns,34,
Silicon Power XPOWER Storm RGB 16 GB,https://pcpartpicker.com/product/Mg26Mp/silicon-power-xpower-storm-rgb-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-sp016gxlwu60afsl,/static/forever/img/no-image.png,DDR5-6000,1 x 16GB,,White,10 ns,30,
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/8vTZxr/silicon-power-xpower-storm-rgb-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-sp032gxlwu60afsk,/static/forever/img/no-image.png,DDR5-6000,1 x 32GB,,Black,10 ns,30,
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/BPMMnQ/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-kf564c32bwea-32,https://cdna.pcpartpicker.com/static/forever/images/product/6b74c6a33bf72fee855d58accaea555f.256p.jpg,DDR5-6400,1 x 32GB,,White,10 ns,32,
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/d6TZxr/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-kf564c32bwe-32,https://cdna.pcpartpicker.com/static/forever/images/product/2e07981202782654531c93dbc4192faf.256p.jpg,DDR5-6400,1 x 32GB,,White,10 ns,32,
TEAMGROUP T-Create Expert 64 GB,https://pcpartpicker.com/product/YPMMnQ/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-5600-cl38-memory-ctced564g6000hc38gdc01,/static/forever/img/no-image.png,DDR5-5600,2 x 32GB,,Black / Gold,13.571 ns,38,
TEAMGROUP T-Force Xtreem 48 GB,https://pcpartpicker.com/product/73Kscf/teamgroup-t-force-xtreem-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-ffpd548g6800hc34adc01,/static/forever/img/no-image.png,DDR5-6800,2 x 24GB,,Pink,10 ns,34,
TEAMGROUP T-Force DELTAα RGB 64 GB,https://pcpartpicker.com/product/GrzXsY/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff7d564g6000hc38gdc01,/static/forever/img/no-image.png,DDR5-6000,2 x 32GB,,Black,12.667 ns,38,
TEAMGROUP T-Force DELTAα RGB 64 GB,https://pcpartpicker.com/product/8nWJ7P/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-ff8d564g5200hc40cdc01,/static/forever/img/no-image.png,DDR5-5200,2 x 32GB,,White,15.385 ns,40,
TEAMGROUP T-Force DELTAα RGB 16 GB,https://pcpartpicker.com/product/ncdG3C/teamgroup-t-force-delta-rgb-16-gb-1-x-16-gb-ddr5-5200-cl40-memory-ff8d516g5200hc40c01,/static/forever/img/no-image.png,DDR5-5200,1 x 16GB,,White,15.385 ns,40,
TEAMGROUP T-Force DELTAα RGB 8 GB,https://pcpartpicker.com/product/N3Kscf/teamgroup-t-force-delta-rgb-8-gb-1-x-8-gb-ddr5-6400-cl40-memory-ff8d58g6400hc40b01,/static/forever/img/no-image.png,DDR5-6400,1 x 8GB,,White,12.5 ns,40,
TEAMGROUP Xtreem ARGB 32 GB,https://pcpartpicker.com/product/hWV2FT/teamgroup-xtreem-argb-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ff9d532g6000hc38adc01,/static/forever/img/no-image.png,DDR5-6000,2 x 16GB,,Black,12.667 ns,38,
TEAMGROUP Xtreem 48 GB,https://pcpartpicker.com/product/RZkH99/teamgroup-xtreem-48-gb-2-x-24-gb-ddr5-8200-cl38-memory-ffwd548g8200hc38edc01,/static/forever/img/no-image.png,DDR5-8200,2 x 24GB,,White,9.268 ns,38,
TEAMGROUP Xtreem 48 GB,https://pcpartpicker.com/product/7fJp99/teamgroup-xtreem-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-ffwd548g7600hc36edc01,https://cdna.pcpartpicker.com/static/forever/images/product/3232205aadb337aea6f5e1140442cef8.256p.jpg,DDR5-7600,2 x 24GB,,White,9.474 ns,36,
TEAMGROUP Xtreem 48 GB,https://pcpartpicker.com/product/mnWJ7P/teamgroup-xtreem-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-ffwd548g6800hc34adc01,/static/forever/img/no-image.png,DDR5-6800,2 x 24GB,,White,10 ns,34,
TEAMGROUP Xtreem 32 GB,https://pcpartpicker.com/product/xnWJ7P/teamgroup-xtreem-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-ffwd532g7600hc36fdc01,https://cdna.pcpartpicker.com/static/forever/images/product/3232205aadb337aea6f5e1140442cef8.256p.jpg,DDR5-7600,2 x 16GB,,White,9.474 ns,36,
TEAMGROUP T-Force Delta RGB 64 GB,https://pcpartpicker.com/product/MBNYcf/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl34-memory-ff3d564g6000hc34bdc01,/static/forever/img/no-image.png,DDR5-6000,2 x 32GB,,Black,11.333 ns,34,
TEAMGROUP T-Force Delta RGB 64 GB,https://pcpartpicker.com/product/w9sV3C/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-5600-cl38-memory-ff3d564g5600hc38gdc01,https://cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,DDR5-5600,2 x 32GB,,Black,13.571 ns,38,
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/K67scf/teamgroup-t-force-delta-rgb-32-gb-1-x-32-gb-ddr5-5600-cl38-memory-ff3d532g5600hc38g01,/static/forever/img/no-image.png,DDR5-5600,1 x 32GB,,Black,13.571 ns,38,
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/3KyH99/teamgroup-t-force-delta-rgb-16-gb-1-x-16-gb-ddr5-7000-cl32-memory-ff3d516g7000hc32c01,/static/forever/img/no-image.png,DDR5-7000,1 x 16GB,,Black,9.143 ns,32,
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/rzzXsY/teamgroup-t-force-delta-rgb-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-ff3d516g5600hc40b01,/static/forever/img/no-image.png,DDR5-5600,1 x 16GB,,Black,14.286 ns,40,
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/WVsV3C/teamgroup-t-force-delta-rgb-16-gb-1-x-16-gb-ddr5-5600-cl32-memory-ff3d516g5600hc3201,/static/forever/img/no-image.png,DDR5-5600,1 x 16GB,,Black,11.429 ns,32,
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/67kH99/teamgroup-t-force-delta-rgb-16-gb-1-x-16-gb-ddr5-5200-cl40-memory-ff3d516g5200hc40c01,/static/forever/img/no-image.png,DDR5-5200,1 x 16GB,,Black,15.385 ns,40,
TEAMGROUP T-Force Delta RGB 96 GB,https://pcpartpicker.com/product/Zk4Zxr/teamgroup-t-force-delta-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-ff4d596g6400hc32adc01,/static/forever/img/no-image.png,DDR5-6400,2 x 48GB,,White,10 ns,32,
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/gRLdnQ/teamgroup-t-force-delta-rgb-32-gb-1-x-32-gb-ddr5-5600-cl36-memory-ff4d532g5600hc36b01,/static/forever/img/no-image.png,DDR5-5600,1 x 32GB,,White,12.857 ns,36,
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/KywmP6/teamgroup-t-force-delta-rgb-16-gb-1-x-16-gb-ddr5-7000-cl32-memory-ff4d516g7000hc32c01,/static/forever/img/no-image.png,DDR5-7000,1 x 16GB,,White,9.143 ns,32,
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,https://pcpartpicker.com/product/ysyH99/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-ff5d564g5200hc40cdc01,/static/forever/img/no-image.png,DDR5-5200,2 x 32GB,,Black,15.385 ns,40,
TEAMGROUP T-Force Vulcan 16 GB,https://pcpartpicker.com/product/Q87scf/teamgroup-t-force-vulcan-16-gb-1-x-16-gb-ddr5-5600-cl38-memory-flbd516g5600hc38g01,/static/forever/img/no-image.png,DDR5-5600,1 x 16GB,,Black,13.571 ns,38,
TEAMGROUP T-Force Vulcan 8 GB,https://pcpartpicker.com/product/FwTZxr/teamgroup-t-force-vulcan-8-gb-1-x-8-gb-ddr5-6400-cl40-memory-flbd58g6400hc40b01,/static/forever/img/no-image.png,DDR5-6400,1 x 8GB,,Black,12.5 ns,40,
TEAMGROUP T-Force Vulcan 32 GB,https://pcpartpicker.com/product/BQFmP6/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flrd532g6000hc38gdc01,https://m.media-amazon.com/images/I/41aFgMndHIL.jpg,DDR5-6000,2 x 16GB,,Red,12.667 ns,38,
TEAMGROUP T-Force Vulcan 64 GB,https://pcpartpicker.com/product/TvHqqs/teamgroup-t-force-vulcan-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-flrd564g6000hc38gdc01,https://m.media-amazon.com/images/I/41aFgMndHIL.jpg,DDR5-6000,2 x 32GB,,Red,12.667 ns,38,
TEAMGROUP T-Force Vulcan 16 GB,https://pcpartpicker.com/product/Ypqrxr/teamgroup-t-force-vulcan-16-gb-2-x-8-gb-ddr5-6400-cl40-memory-flrd516g6400hc40bdc01,/static/forever/img/no-image.png,DDR5-6400,2 x 8GB,,Red,12.5 ns,40,
TEAMGROUP T-Force Vulcanα 8 GB,https://pcpartpicker.com/product/CBNYcf/teamgroup-t-force-vulcan-alpha-8-gb-1-x-8-gb-ddr5-6400-cl40-memory-flabd58g6400hc40b01,/static/forever/img/no-image.png,DDR5-6400,1 x 8GB,,Black,12.5 ns,40,
TEAMGROUP T-Force Vulcanα 32 GB,https://pcpartpicker.com/product/yD6NnQ/teamgroup-t-force-vulcan-alpha-32-gb-1-x-32-gb-ddr5-5200-cl40-memory-flard532g5200hc40c01,/static/forever/img/no-image.png,DDR5-5200,1 x 32GB,,Red,15.385 ns,40,
TEAMGROUP T-Force Vulcanα 16 GB,https://pcpartpicker.com/product/JFBzK8/teamgroup-t-force-vulcan-alpha-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-flard516g6000hc3001,/static/forever/img/no-image.png,DDR5-6000,1 x 16GB,,Red,10 ns,30,
TEAMGROUP T-Force Vulcanα 8 GB,https://pcpartpicker.com/product/vL6NnQ/teamgroup-t-force-vulcan-alpha-8-gb-1-x-8-gb-ddr5-6000-cl38-memory-flard58g6000hc38a01,/static/forever/img/no-image.png,DDR5-6000,1 x 8GB,,Red,12.667 ns,38,
TEAMGROUP T-Force Vulcanα 16 GB,https://pcpartpicker.com/product/hsyH99/teamgroup-t-force-vulcan-alpha-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-flabd516g5200hc40cdc01,/static/forever/img/no-image.png,DDR5-5200,2 x 8GB,,Black,15.385 ns,40,
TEAMGROUP T-Force Vulcanα 32 GB,https://pcpartpicker.com/product/HVsV3C/teamgroup-t-force-vulcan-alpha-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-flabd532g5200hc40cdc01,/static/forever/img/no-image.png,DDR5-5200,2 x 16GB,,Black,15.385 ns,40,
TEAMGROUP T-Force Vulcanα 32 GB,https://pcpartpicker.com/product/qYV2FT/teamgroup-t-force-vulcan-alpha-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flabd532g6000hc30dc01,/static/forever/img/no-image.png,DDR5-6000,2 x 16GB,,Black,10 ns,30,
TEAMGROUP T-Force Vulcanα 64 GB,https://pcpartpicker.com/product/8RLdnQ/teamgroup-t-force-vulcan-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-flabd564g6000hc38gdc01,https://m.media-amazon.com/images/I/41nz0s-6prL.jpg,DDR5-6000,2 x 32GB,,Black,12.667 ns,38,
TEAMGROUP T-Force Vulcanα 32 GB,https://pcpartpicker.com/product/kGWJ7P/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flabd532g6000hc38gdc01,https://m.media-amazon.com/images/I/41nz0s-6prL.jpg,DDR5-6000,2 x 16GB,,Black,12.667 ns,38,
TEAMGROUP T-Force Vulcanα 64 GB,https://pcpartpicker.com/product/jYV2FT/teamgroup-t-force-vulcan-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-flard564g6000hc38gdc01,https://m.media-amazon.com/images/I/41CUKZs7HbL.jpg,DDR5-6000,2 x 32GB,,Red,12.667 ns,38,
TEAMGROUP T-Force Vulcanα 32 GB,https://pcpartpicker.com/product/BfJp99/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flard532g6000hc38gdc01,https://m.media-amazon.com/images/I/41CUKZs7HbL.jpg,DDR5-6000,2 x 16GB,,Red,12.667 ns,38,
TEAMGROUP T-Force Vulcanα 16 GB,https://pcpartpicker.com/product/nsyH99/teamgroup-t-force-vulcan-16-gb-1-x-16-gb-ddr5-6000-cl38-memory-flard516g6000hc38g01,/static/forever/img/no-image.png,DDR5-6000,1 x 16GB,,Red,12.667 ns,38,
TEAMGROUP T-Create Expert 64 GB,https://pcpartpicker.com/product/ym4Zxr/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ctcwd564g6000hc38gdc01,/static/forever/img/no-image.png,DDR5-6000,2 x 32GB,,White,12.667 ns,38,
TEAMGROUP Xtreem ARGB 48 GB,https://pcpartpicker.com/product/XXCZxr/teamgroup-xtreem-argb-48-gb-2-x-24-gb-ddr5-8000-cl38-memory-ffad548g8000hc38edc01,https://cdna.pcpartpicker.com/static/forever/images/product/534610d9c02535612790b6b597c48a4b.256p.jpg,DDR5-8000,2 x 24GB,,White,9.5 ns,38,
TEAMGROUP Xtreem ARGB 48 GB,https://pcpartpicker.com/product/HVrqqs/teamgroup-xtreem-argb-48-gb-2-x-24-gb-ddr5-7200-cl34-memory-ffad548g7200hc34adc01,https://cdna.pcpartpicker.com/static/forever/images/product/874f4cac94dd52f20f544a488dcf8605.256p.jpg,DDR5-7200,2 x 24GB,,White,9.444 ns,34,
TEAMGROUP Xtreem ARGB 32 GB,https://pcpartpicker.com/product/qYyH99/teamgroup-xtreem-argb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-ffad532g7200hc34adc01,https://cdna.pcpartpicker.com/static/forever/images/product/874f4cac94dd52f20f544a488dcf8605.256p.jpg,DDR5-7200,2 x 16GB,,White,9.444 ns,34,
Klevv Urbane V RGB 48 GB,https://pcpartpicker.com/product/zjYRsY/klevv-urbane-v-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-kd5kgud80-84d400m,/static/forever/img/no-image.png,DDR5-8400,2 x 24GB,,White,9.524 ns,40,
TEAMGROUP Elite Plus 8 GB,https://pcpartpicker.com/product/FvwmP6/teamgroup-elite-plus-8-gb-1-x-8-gb-ddr5-5600-cl46-memory-tpbd58g5600hc4601,/static/forever/img/no-image.png,DDR5-5600,1 x 8GB,,Black,16.429 ns,46,
Klevv CRAS V RGB 48 GB,https://pcpartpicker.com/product/CHvD4D/klevv-cras-v-rgb-48-gb-2-x-24-gb-ddr5-8000-cl38-memory-kd5kgud80-80d380g,/static/forever/img/no-image.png,DDR5-8000,2 x 24GB,,Black,9.5 ns,38,
Klevv CRAS V RGB 48 GB,https://pcpartpicker.com/product/XDbRsY/klevv-cras-v-rgb-48-gb-2-x-24-gb-ddr5-6400-cl32-memory-kd5kgud80-64a320j,/static/forever/img/no-image.png,DDR5-6400,2 x 24GB,,White,10 ns,32,
Klevv CRAS V RGB 32 GB,https://pcpartpicker.com/product/tz88TW/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-kd5agua80-76b360j,/static/forever/img/no-image.png,DDR5-7600,2 x 16GB,,White,9.474 ns,36,
Klevv CRAS V RGB 48 GB,https://pcpartpicker.com/product/FRpQzy/klevv-cras-v-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-kd5kgud80-84d400j,/static/forever/img/no-image.png,DDR5-8400,2 x 24GB,,White,9.524 ns,40,
Acer Predator Hera RGB 32 GB,https://pcpartpicker.com/product/x6h2FT/acer-predator-hera-rgb-32-gb-2-x-16-gb-ddr5-8200-cl36-memory-bl9bwwr593,/static/forever/img/no-image.png,DDR5-8200,2 x 16GB,,Black,8.78 ns,36,
Acer Predator Hera RGB 48 GB,https://pcpartpicker.com/product/b8dMnQ/acer-predator-hera-rgb-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-bl9bwwr508,/static/forever/img/no-image.png,DDR5-6800,2 x 24GB,,Black,10 ns,34,
Acer Predator Hera RGB 48 GB,https://pcpartpicker.com/product/BZLp99/acer-predator-hera-rgb-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-bl9bwwr516,/static/forever/img/no-image.png,DDR5-8000,2 x 24GB,,Silver / Black,10 ns,40,
Acer Predator Hera RGB 48 GB,https://pcpartpicker.com/product/YHxTwP/acer-predator-hera-rgb-48-gb-2-x-24-gb-ddr5-8200-cl40-memory-bl9bwwr600,/static/forever/img/no-image.png,DDR5-8200,2 x 24GB,,Silver,9.756 ns,40,
Acer Predator Hera RGB 48 GB,https://pcpartpicker.com/product/n7Pv6h/acer-predator-hera-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-bl9bwwr601,/static/forever/img/no-image.png,DDR5-8400,2 x 24GB,,Silver / Black,9.524 ns,40,
Acer Predator Hera RGB 64 GB,https://pcpartpicker.com/product/GcfV3C/acer-predator-hera-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-bl9bwwr529,/static/forever/img/no-image.png,DDR5-6400,2 x 32GB,,Black,10 ns,32,
Acer Predator Hera RGB 64 GB,https://pcpartpicker.com/product/McfV3C/acer-predator-hera-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-bl9bwwr530,/static/forever/img/no-image.png,DDR5-6400,2 x 32GB,,Silver,10 ns,32,
Lexar Ares RGB 2nd Gen 48 GB,https://pcpartpicker.com/product/YwgZxr/lexar-ares-rgb-2nd-gen-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-ld5u24g72c36br-rgd,/static/forever/img/no-image.png,DDR5-7200,2 x 24GB,,Black,10 ns,36,
Lexar Ares RGB 2nd Gen 48 GB,https://pcpartpicker.com/product/LjHp99/lexar-ares-rgb-2nd-gen-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-ld5u24g68c34sr-rgd,/static/forever/img/no-image.png,DDR5-6800,2 x 24GB,,Silver,10 ns,34,
Lexar Ares RGB 2nd Gen 32 GB,https://pcpartpicker.com/product/M6DnTW/lexar-ares-rgb-2nd-gen-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-ld5u16g68c34sr-rgd,/static/forever/img/no-image.png,DDR5-6800,2 x 16GB,,Silver,10 ns,34,
Biwin Black Opal HX100 32 GB,https://pcpartpicker.com/product/fcHp99/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-b5hx100326436er2g-bs009,/static/forever/img/no-image.png,DDR5-6400,2 x 16GB,,Silver,11.25 ns,36,
Biwin Black Opal HX100 32 GB,https://pcpartpicker.com/product/nh3WGX/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-b5hx100326432fr2g-bb002,/static/forever/img/no-image.png,DDR5-6400,2 x 16GB,,Black,10 ns,32,
Biwin Black Opal HX100 32 GB,https://pcpartpicker.com/product/N4MXsY/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-6600-cl34-memory-b5hx100326634fr2g-bb004,/static/forever/img/no-image.png,DDR5-6600,2 x 16GB,,Black,10.303 ns,34,
Biwin Black Opal HX100 32 GB,https://pcpartpicker.com/product/LL9nTW/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-b5hx100326834fr2g-bb003,/static/forever/img/no-image.png,DDR5-6800,2 x 16GB,,Black,10 ns,34,
Biwin Black Opal HX100 32 GB,https://pcpartpicker.com/product/cz62FT/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-b5hx100327234fr2g-bs005,/static/forever/img/no-image.png,DDR5-7200,2 x 16GB,,Silver,9.444 ns,34,
Biwin Black Opal HX100 48 GB,https://pcpartpicker.com/product/hL9nTW/biwin-black-opal-hx100-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-b5hx100486834er2g-bs011,/static/forever/img/no-image.png,DDR5-6800,2 x 24GB,,Silver,10 ns,34,
Biwin Black Opal HX100 48 GB,https://pcpartpicker.com/product/HZJBD3/biwin-black-opal-hx100-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-b5hx100487236er2g-bb012,/static/forever/img/no-image.png,DDR5-7200,2 x 24GB,,Black,10 ns,36,
Biwin Black Opal DW100 RGB 32 GB,https://pcpartpicker.com/product/zwgZxr/biwin-black-opal-dw100-rgb-32-gb-2-x-16-gb-ddr5-8200-cl38-memory-bxl53282dw1-d38gw,/static/forever/img/no-image.png,DDR5-8200,2 x 16GB,,White,9.268 ns,38,
Biwin Black Opal DW100 RGB 48 GB,https://pcpartpicker.com/product/NHG2FT/biwin-black-opal-dw100-rgb-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-b5dw100487236er2g-cb010,/static/forever/img/no-image.png,DDR5-7200,2 x 24GB,,Black,10 ns,36,
Biwin Black Opal DW100 RGB 48 GB,https://pcpartpicker.com/product/wfy8TW/biwin-black-opal-dw100-rgb-48-gb-2-x-24-gb-ddr5-8200-cl40-memory-b5dw100488240fr2g-cb012,/static/forever/img/no-image.png,DDR5-8200,2 x 24GB,,Black,9.756 ns,40,
ADATA XPG Lancer Blade 16 GB,https://pcpartpicker.com/product/yGPv6h/adata-xpg-lancer-blade-16-gb-1-x-16-gb-ddr5-6000-cl34-memory-ax5u6000c3416g-slabbk,/static/forever/img/no-image.png,DDR5-6000,1 x 16GB,,Black,11.333 ns,34,
ADATA XPG Lancer Blade 32 GB,https://pcpartpicker.com/product/PPFCmG/adata-xpg-lancer-blade-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-ax5u6000c3032g-slabbk,https://m.media-amazon.com/images/I/31q6TddcbCL.jpg,DDR5-6000,1 x 32GB,,Black,10 ns,30,
ADATA XPG Lancer Blade 32 GB,https://pcpartpicker.com/product/XKXMnQ/adata-xpg-lancer-blade-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-ax5u6400c3232g-slabbk,/static/forever/img/no-image.png,DDR5-6400,1 x 32GB,,Black,10 ns,32,
ADATA XPG Lancer Blade 32 GB,https://pcpartpicker.com/product/kVWmP6/adata-xpg-lancer-blade-32-gb-1-x-32-gb-ddr5-5600-cl46-memory-ax5u5600c4632g-slabwh,/static/forever/img/no-image.png,DDR5-5600,1 x 32GB,,White,16.429 ns,46,
ADATA XPG Lancer Blade 16 GB,https://pcpartpicker.com/product/2h3WGX/adata-xpg-lancer-blade-16-gb-1-x-16-gb-ddr5-6000-cl34-memory-ax5u6000c3416g-slabwh,https://cdna.pcpartpicker.com/static/forever/images/product/c9bf9843bfbe2e4f8c94d368f6727ad9.256p.jpg,DDR5-6000,1 x 16GB,,White,11.333 ns,34,
