Name,URL,Image,Type,Color,Power Supply,Side Panel,External Volume,"Internal 3.5"" Bays",Price
Fractal Design Meshify 2 Compact RGB,https://pcpartpicker.com/product/H2hFf7/fractal-design-meshify-2-compact-rgb-atx-mid-tower-case-fd-c-mes2c-08,https://cdna.pcpartpicker.com/static/forever/images/product/c2fefc59f3f729734044bddb2fa2666d.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,42.3 L,2,315.77
SHARKOON VK2,https://pcpartpicker.com/product/qKFmP6/sharkoon-vk2-atx-mid-tower-case-4044951041190,https://m.media-amazon.com/images/I/41w-bhij1DL.jpg,ATX Mid Tower,Black,None,None,40.5 L,2,
Antec CX500M RGB,https://pcpartpicker.com/product/T7tLrH/antec-cx500m-rgb-microatx-mini-tower-case-0-761345-10110-3,https://cdna.pcpartpicker.com/static/forever/images/product/30da1557e18bea196ea786afa32ae081.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,40.8 L,2,
Fractal Design Torrent Nano,https://pcpartpicker.com/product/zYBG3C/fractal-design-torrent-nano-mini-itx-desktop-case-fd-c-tor1n-04,https://cdna.pcpartpicker.com/static/forever/images/product/9f37d558c7885a65b7574fe655f4080d.256p.jpg,Mini ITX Tower,Black,None,None,34.6 L,1,
Antec P20C,https://pcpartpicker.com/product/GZzXsY/antec-p20c-atx-mid-tower-case-0-761345-80108-9,https://cdna.pcpartpicker.com/static/forever/images/product/9061cc6d4cd65d74e3048daae789a1dc.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,50.6 L,2,97.46
Mars Gaming MC-400,https://pcpartpicker.com/product/46zXsY/mars-gaming-mc-400-microatx-mini-tower-case-mc400,https://cdna.pcpartpicker.com/static/forever/images/product/3f7d7a5ec8fb70109daf99742cce8cb8.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,29.9 L,2,
Cougar Uniface Mini,https://pcpartpicker.com/product/Btrp99/cougar-uniface-mini-microatx-mini-tower-case-cgr-55c9b,https://m.media-amazon.com/images/I/41fF4w2u4NL.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,34.6 L,2,
Deepcool CH560 DIGITAL,https://pcpartpicker.com/product/V97scf/deepcool-ch560-digital-atx-mid-tower-case-r-ch560-whape4d-g-1,https://cdna.pcpartpicker.com/static/forever/images/product/443bc7f159a1a2f90984e0f8f569b77d.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,49.6 L,2,
iBuypower Element 9,https://pcpartpicker.com/product/H4MXsY/ibuypower-element-9-atx-mid-tower-case-29315,https://cdna.pcpartpicker.com/static/forever/images/product/cc31f77632a6f381bb8329e83036f3cd.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,49.2 L,2,94.99
NOX Hummer ZX,https://pcpartpicker.com/product/8phj4D/nox-hummer-zx-atx-mid-tower-case-nxhummerzx,https://cdna.pcpartpicker.com/static/forever/images/product/8b250c41198ca6530bc59208f0acf227.256p.jpg,ATX Mid Tower,Black,None,Acrylic,48.8 L,2,
Jonsbo Jonsplus i100 Pro,https://pcpartpicker.com/product/ZL2WGX/jonsbo-jonsplus-i100-pro-mini-itx-desktop-case-i100pro-g-black,https://cdna.pcpartpicker.com/static/forever/images/product/1ced0db397159ba6ae6b9973350138f1.256p.jpg,Mini ITX Desktop,Black,None,Tempered Glass,25.9 L,1,
Fractal Design Define XL R2,https://pcpartpicker.com/product/LRrG3C/fractal-design-case-fdcadefxlr2bl,https://cdna.pcpartpicker.com/static/forever/images/product/e943577ae43a0f97a3dca21a54ec02bd.256p.jpg,ATX Full Tower,Black,None,None,72.1 L,8,
Cooler Master N300,https://pcpartpicker.com/product/mJ6BD3/cooler-master-case-nse300kkn1,https://cdna.pcpartpicker.com/static/forever/images/product/bbbf5430d52c6411006307ff04b0fb79.256p.jpg,ATX Mid Tower,Black,None,None,39.5 L,7,
Thermaltake View 71 TG Snow,https://pcpartpicker.com/product/rnw7YJ/thermaltake-view-71-tg-snow-atx-full-tower-case-ca-1i7-00f6wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/2e7ce7db8491f2255c1c3093c036f02f.256p.jpg,ATX Full Tower,White,None,Acrylic,,4,
Cooler Master Cosmos C700P Black Edition,https://pcpartpicker.com/product/mLDkcf/cooler-master-cosmos-c700p-black-edition-atx-full-tower-case-mcc-c700p-kg5n-s00,https://cdna.pcpartpicker.com/static/forever/images/product/2263c1478291772b81e84363835c8a5e.256p.jpg,ATX Full Tower,Black,None,Tempered Glass,127.3 L,2,
Phanteks ECLIPSE P500A,https://pcpartpicker.com/product/Qmt9TW/phanteks-eclipse-p500a-atx-mid-tower-case-ph-ec500atg_dmw01,https://cdna.pcpartpicker.com/static/forever/images/product/856b217018f8e162f76b204eabd0bb1c.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,,2,
Asus ProArt PA401 Wood Edition,https://pcpartpicker.com/product/dT3WGX/asus-proart-pa401-wood-edition-atx-mid-tower-case-90dc00m0-b39040,https://cdna.pcpartpicker.com/static/forever/images/product/7c0d314da5c4227fe092ae43333b3931.256p.jpg,ATX Mid Tower,Black,None,Mesh,46.6 L,2,
Antec P380,https://pcpartpicker.com/product/xWX2FT/antec-case-p380,https://cdna.pcpartpicker.com/static/forever/images/product/983d1b10a6f0a1a18ce239e29fbca141.256p.jpg,ATX Full Tower,Black,None,Acrylic,,8,
Fractal Design Define Nano S,https://pcpartpicker.com/product/7d98TW/fractal-design-case-fdcadefnanosbk,https://cdna.pcpartpicker.com/static/forever/images/product/a9ef737a840c5f3b1c74e7d1f5327b26.256p.jpg,Mini ITX Desktop,Black,None,None,28.8 L,2,
Cooler Master MasterBox 5,https://pcpartpicker.com/product/jcH48d/cooler-master-masterbox-5-black-atx-mid-tower-case-mcx-b5s1-kwnn-11,https://m.media-amazon.com/images/I/41c8Sjjv3qL.jpg,ATX Mid Tower,Black,None,Acrylic,52.2 L,2,
Corsair Crystal 570X RGB,https://pcpartpicker.com/product/cnkwrH/corsair-crystal-570x-rgb-blackred-atx-mid-tower-case-cc-9011111-ww,https://cdna.pcpartpicker.com/static/forever/images/product/d37f36bea23d6efa61cc696257f7dd8b.256p.jpg,ATX Mid Tower,Black / Red,None,Tempered Glass,57.5 L,2,
Cooler Master MasterBox MB530P,https://pcpartpicker.com/product/BrXnTW/cooler-master-masterbox-mb530p-atx-mid-tower-case-mcb-b530p-khnn-s01,https://m.media-amazon.com/images/I/31mad4+XZOL.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
Aerocool Shard,https://pcpartpicker.com/product/7MbCmG/aerocool-shard-atx-mid-tower-case-shard,https://cdna.pcpartpicker.com/static/forever/images/product/3712e291ab2abee5e0257012e5cad67b.256p.jpg,ATX Mid Tower,Black,None,Acrylic,36.5 L,2,
Thermaltake Core P8 TG,https://pcpartpicker.com/product/RYFKHx/thermaltake-core-p8-tg-atx-full-tower-case-ca-1q2-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/e8eda9287fd7bdba3b0952fd9567cccf.256p.jpg,ATX Full Tower,Black,None,Tempered Glass,107.4 L,3,
MUSETEX ‎TW8-S6 Mesh,https://pcpartpicker.com/product/mLQcCJ/musetex-tw8-s6-mesh-atx-mid-tower-case-tw8-s6-b,https://m.media-amazon.com/images/I/51CkZJio3mL.jpg,ATX Mid Tower,Black,None,Tempered Glass,39.5 L,2,
aigo AZ300,https://pcpartpicker.com/product/fPPQzy/aigo-z300-atx-mid-tower-case-az300-black,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,49.6 L,2,
Aerocool Falcon V2,https://pcpartpicker.com/product/wrddnQ/aerocool-falcon-v2-atx-mid-tower-case-falcon-g-bk-v2,https://cdna.pcpartpicker.com/static/forever/images/product/8f89614b33e8890f84bc74f8784ee2bf.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,33.6 L,1,
OCPC MINI,https://pcpartpicker.com/product/ZpBzK8/ocpc-mini-mini-itx-test-bench-case-oc-cs-hym-itx-wh,https://m.media-amazon.com/images/I/21rzLi4T-RL.jpg,Mini ITX Test Bench,White,None,None,7.2 L,0,
darkFlash Space,https://pcpartpicker.com/product/GCMMnQ/darkflash-space-atx-desktop-case-nb-case-space-bk,https://m.media-amazon.com/images/I/41vvH4N8pTL.jpg,ATX Desktop,Black,None,Tempered Glass,48.6 L,2,
DIYPC ARGB-R1,https://pcpartpicker.com/product/wdbypg/diypc-argb-r1-atx-mid-tower-case-argb-r1-bk,https://cdna.pcpartpicker.com/static/forever/images/product/3b1211391f256cc77f5a20e2006d8299.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,0,
Geometric Future M4 King Arthur,https://pcpartpicker.com/product/7X3NnQ/geometric-future-m4-king-arthur-atx-mid-tower-case-geo-m4-kaw,https://m.media-amazon.com/images/I/513RpjyltfL.jpg,ATX Mid Tower,White,None,Tempered Glass,37.9 L,2,99.90
Silverstone PS15,https://pcpartpicker.com/product/7PyV3C/silverstone-precision-ps15-microatx-mid-tower-case-sst-ps15b-g,https://cdna.pcpartpicker.com/static/forever/images/product/06611fceace2c37446120fc0f15ef139.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,25.7 L,1,63.82
Thermaltake CTE E600,https://pcpartpicker.com/product/tpkH99/thermaltake-cte-e600-atx-mid-tower-case-ca-1y3-00m6wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/a97ba25a5f677087ae485299b2ba476d.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,77.4 L,2,104.98
Silverstone SUGO 17,https://pcpartpicker.com/product/938Pxr/silverstone-sugo-17-microatx-desktop-case-sst-sg17w,https://cdna.pcpartpicker.com/static/forever/images/product/af62a2b184e49495846cdb7966d729ca.256p.jpg,MicroATX Desktop,White,None,Mesh,26.1 L,1,80.76
Asus TUF Gaming GT502 Horizon,https://pcpartpicker.com/product/fr7MnQ/asus-tuf-gaming-gt502-horizon-atx-mid-tower-case-90dc0093-b08020,https://cdna.pcpartpicker.com/static/forever/images/product/fef1a9ebbb8cc9e403019045629279fe.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,57.2 L,4,176.99
Fractal Design Pop Air,https://pcpartpicker.com/product/F96p99/fractal-design-pop-air-atx-mid-tower-case-fd-c-poa1a-03,https://cdna.pcpartpicker.com/static/forever/images/product/9b854d1ec5b36e7d2067e92c8023491d.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,46.2 L,2,
Rosewill Helium Flow RGB,https://pcpartpicker.com/product/Qrm2FT/rosewill-helium-flow-rgb-atx-mid-tower-case-heliumflowrgb-wh,https://cdna.pcpartpicker.com/static/forever/images/product/ac112e86351e4d5875f9a581eabc18cc.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,50.5 L,3,
Silverstone ML04B,https://pcpartpicker.com/product/fsw323/silverstone-case-ml04b,https://cdna.pcpartpicker.com/static/forever/images/product/031ffb619d8b7bb071265f4d37ccf963.256p.jpg,HTPC,Black,None,None,16.0 L,2,124.99
KOLINK Observatory MX Glass ARGB,https://pcpartpicker.com/product/byrqqs/kolink-observatory-mx-glass-argb-atx-mid-tower-case-observatory-mx-gbw,https://cdna.pcpartpicker.com/static/forever/images/product/4c13cc1e086bda50b07c5bc27f7ba727.256p.jpg,ATX Mid Tower,Black / White,None,Tempered Glass,30.8 L,2,
Antec CX600M Wood ARGB,https://pcpartpicker.com/product/GNRwrH/antec-cx600m-wood-argb-microatx-mini-tower-case-0-761345-10138-7,https://cdna.pcpartpicker.com/static/forever/images/product/f7d50f7a7e537bac92d705e2caf58da4.256p.jpg,MicroATX Mini Tower,Black / Brown,None,Tempered Glass,46.8 L,1,
Antec C7 ARGB,https://pcpartpicker.com/product/rnZXsY/antec-c7-argb-atx-mid-tower-case-0-761345-10136-3,https://m.media-amazon.com/images/I/41u53b82juL.jpg,ATX Mid Tower,White,None,Tempered Glass,58.9 L,2,139.99
be quiet! Silent Base 601,https://pcpartpicker.com/product/BLx2FT/be-quiet-silent-base-601-window-black-atx-mid-tower-case-bgw26,https://cdna.pcpartpicker.com/static/forever/images/product/03a03ecb7f13d08b79cee1b347e89fbf.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,3,
Deepcool MATREXX 70 ADD-RGB 3F,https://pcpartpicker.com/product/JDDJ7P/deepcool-matrexx-70-atx-mid-tower-case-matrexx-70-add-rgb-3f,https://cdna.pcpartpicker.com/static/forever/images/product/3de08f82e62127020e1bd391ec217375.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,54.2 L,2,
NOX Hummer Quantum,https://pcpartpicker.com/product/hTXV3C/nox-hummer-quantum-atx-mid-tower-case-nxhummerquantum,https://cdna.pcpartpicker.com/static/forever/images/product/0b7aae5d6cc07607a57e37767e1286da.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,47.9 L,2,
Corsair Obsidian Series 350D Window,https://pcpartpicker.com/product/Y8fp99/corsair-case-cc9011029ww,https://cdna.pcpartpicker.com/static/forever/images/product/c293525c513a44e60eac702518e55b49.256p.jpg,MicroATX Mid Tower,Black,None,Acrylic,41.4 L,2,
Lian Li PC-A51,https://pcpartpicker.com/product/Nrzv6h/lian-li-case-pca51wx,https://images-na.ssl-images-amazon.com/images/I/41sXeIcGZIL.jpg,ATX Mini Tower,Black,None,Acrylic,,5,
Deepcool TESSERACT BF,https://pcpartpicker.com/product/g4XfrH/deepcool-case-tesseractbf,https://cdna.pcpartpicker.com/static/forever/images/product/6f37f335455304802689f5b9b60dd4be.256p.jpg,ATX Mid Tower,Black / Blue,None,None,36.4 L,4,
Lazer3D LZ7-v1,https://pcpartpicker.com/product/FnZ2FT/lazer3d-lz7-v1-mini-itx-desktop-case-lz7-v1,https://cdna.pcpartpicker.com/static/forever/images/product/55d3e5daeb7f11067b33a2c7214f5db9.256p.jpg,Mini ITX Desktop,Black,None,None,7.1 L,0,
Cooler Master MasterBox MB511,https://pcpartpicker.com/product/N622FT/cooler-master-masterbox-mb511-atx-mid-tower-case-mcb-b511d-kann-s00,https://cdna.pcpartpicker.com/static/forever/images/product/5c0025185b3542e83859dbac03613415.256p.jpg,ATX Mid Tower,Black / Red,None,Acrylic,,2,
Montech X1,https://pcpartpicker.com/product/ffbCmG/montech-x1-atx-mid-tower-case-x1-white,https://cdna.pcpartpicker.com/static/forever/images/product/ae128c2c5b07f3a7f19ba0b821a5bebb.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,32.3 L,1,
Zalman Z3 Iceberg,https://pcpartpicker.com/product/db88TW/zalman-z3-iceberg-atx-mid-tower-case-z3-iceberg-black,https://cdna.pcpartpicker.com/static/forever/images/product/8c8d24792468bdad60b14ff15b339be5.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,41.3 L,2,
DAN Cases C4-SFXv1,https://pcpartpicker.com/product/yh3NnQ/dan-cases-c4-sfxv1-mini-itx-desktop-case-c4sfxv1_s,https://cdna.pcpartpicker.com/static/forever/images/product/4e948bef2b8e263b6ea186ce942a4aec.256p.jpg,Mini ITX Desktop,Silver,None,Mesh,15.9 L,0,
GALAX REV-05,https://pcpartpicker.com/product/vJNYcf/galax-rev-05-atx-full-tower-case-cgg5anwa4b0,https://m.media-amazon.com/images/I/41KqpaDkhnL.jpg,ATX Full Tower,White,None,Tempered Glass,39.5 L,2,
DIYPC IDX2-ARGB,https://pcpartpicker.com/product/XWH8TW/diypc-idx2-argb-atx-mid-tower-case-idx2-bk-argb,/static/forever/img/no-image.png,ATX Mid Tower,Gray / Black,None,Tempered Glass,46.9 L,4,
SAMA IM01 Pro,https://pcpartpicker.com/product/RMWJ7P/sama-im01-pro-microatx-mini-tower-case-sama-im01-pro-bkg,https://m.media-amazon.com/images/I/51IitaGVtzL.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,26.1 L,4,
Ocypus Gamma C70 ARGB,https://pcpartpicker.com/product/kNgZxr/ocypus-gamma-c70-argb-atx-mid-tower-case-gamma-c70-bkg400xx-gl,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,40.3 L,2,
Streacom DA2,https://pcpartpicker.com/product/snDJ7P/streacom-st-da2s-mini-itx-desktop-case-st-da2s,https://cdna.pcpartpicker.com/static/forever/images/product/8efc4ee9584a1715fdf9362593c5ad91.256p.jpg,Mini ITX Desktop,Silver,None,None,,3,
Thermaltake The Tower 600,https://pcpartpicker.com/product/BgPv6h/thermaltake-the-tower-600-atx-mid-tower-case-ca-1z1-00mgwn-00,https://m.media-amazon.com/images/I/41-v8HaL-gL.jpg,ATX Mid Tower,Red,None,Tempered Glass,66.2 L,1,149.99
GameMax Spark,https://pcpartpicker.com/product/NYBzK8/gamemax-spark-microatx-mid-tower-case-gmx-sparkblk,https://cdna.pcpartpicker.com/static/forever/images/product/ef32445e89300315bca25fee38d94590.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,26.5 L,1,
Azza Neptune,https://pcpartpicker.com/product/98sMnQ/azza-neptune-atx-mid-tower-case-csaz-491,https://cdna.pcpartpicker.com/static/forever/images/product/18a6def6d21fbbfc0e6eea1948ccf82b.256p.jpg,ATX Mid Tower,Black / Brown,None,Tempered Glass,43.1 L,1,79.99
CiT F3,https://pcpartpicker.com/product/bJqhP6/cit-cit-f3blackred-microatx-mini-tower-case-cit-f3blackred,https://m.media-amazon.com/images/I/51RBVaP2cnL.jpg,MicroATX Mini Tower,Black / Red,None,Acrylic,,2,
ADATA XPG VALOR MESH,https://pcpartpicker.com/product/gfGhP6/adata-xpg-valor-mesh-atx-mid-tower-case-valormeshmt-whcww,https://m.media-amazon.com/images/I/41eLv6IMcoL.jpg,ATX Mid Tower,White,None,Tempered Glass,35.8 L,2,
Asus TUF Gaming GT502 Plus,https://pcpartpicker.com/product/gjxxFT/asus-tuf-gaming-gt502-plus-atx-mid-tower-case-90dc0093-b19000,https://cdna.pcpartpicker.com/static/forever/images/product/aeba0eaa44b7dd28788cf4c9a18906c3.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,57.2 L,4,
Sliger CX3150x,https://pcpartpicker.com/product/jDXMnQ/sliger-cx3150x-rackmount-3u-case-cx3150x,https://cdna.pcpartpicker.com/static/forever/images/product/c4af1087d33f47e7c7945fe0e25bb285.256p.jpg,Rackmount 3U,Black,None,None,21.8 L,3,229.00
Phanteks Enthoo Series Primo Aluminum,https://pcpartpicker.com/product/cMR48d/phanteks-case-phes813pbl,https://cdna.pcpartpicker.com/static/forever/images/product/80c79cd14d7d36bdcfcd5ba2a4d1ddb8.256p.jpg,ATX Full Tower,Black,None,Acrylic,96.8 L,6,
Silverstone FTZ01,https://pcpartpicker.com/product/P9Wrxr/silverstone-case-ftz01b,https://m.media-amazon.com/images/I/41RHw70GDGL.jpg,Mini ITX Desktop,Black,None,None,,1,184.51
KOLINK Citadel Mesh ARGB,https://pcpartpicker.com/product/m3n9TW/kolink-citadel-mesh-argb-atx-mid-tower-case-citadel-mesh-atx,https://cdna.pcpartpicker.com/static/forever/images/product/f470df4f7edb8a9097f7f6d77d167b87.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,51.4 L,2,
GAMDIAS NESO P1 PRO,https://pcpartpicker.com/product/WBQKHx/gamdias-neso-p1-pro-atx-full-tower-case-neso-p1-pro,https://cdna.pcpartpicker.com/static/forever/images/product/8974dcecb0afe955b6188af04b39bf0e.256p.jpg,ATX Full Tower,Black,None,Tempered Glass,75.2 L,2,
Zalman T7,https://pcpartpicker.com/product/c8NgXL/zalman-t7-atx-mid-tower-case-t7,https://cdna.pcpartpicker.com/static/forever/images/product/4b3b7ebd9b0aa85c09d52e5901109309.256p.jpg,ATX Mid Tower,Black,None,Tinted Acrylic,34.0 L,2,
Cooler Master MasterBox MB600L V2,https://pcpartpicker.com/product/wG62FT/cooler-master-masterbox-mb600l-v2-atx-mid-tower-case-w500-w-power-supply-mb600l2-knnn50-s00,https://m.media-amazon.com/images/I/41Q9ig8yO7L.jpg,ATX Mid Tower,Black,500 W,None,37.7 L,2,
EVGA Hadron,https://pcpartpicker.com/product/Dz2kcf/evga-case-110ma1001k1,https://m.media-amazon.com/images/I/41dNge14IML.jpg,Mini ITX Tower,Black,500 W,Acrylic,14.2 L,2,
CiT Seven,https://pcpartpicker.com/product/MxPgXL/cit-seven-microatx-mid-tower-case-cit-seven,https://cdna.pcpartpicker.com/static/forever/images/product/222fff24979867e9be65c0a955302938.256p.jpg,MicroATX Mid Tower,Black,None,Acrylic,,1,
Thermaltake Core P3 TG Pro Snow,https://pcpartpicker.com/product/nqcG3C/thermaltake-core-p3-tg-pro-snow-atx-mid-tower-case-ca-1g4-00m6wn-09,https://cdna.pcpartpicker.com/static/forever/images/product/2636e418dd6912d9de0e3890595d3eb9.256p.jpg,ATX Mid Tower,,None,Tempered Glass,71.7 L,4,
In Win 303,https://pcpartpicker.com/product/6v38TW/inwin-303-white-atx-mid-tower-case-303-white,https://cdna.pcpartpicker.com/static/forever/images/product/0a56027b9fe1cf82e694be668b089d7d.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,,2,
Fractal Design Define 7 Nano,https://pcpartpicker.com/product/wZpzK8/fractal-design-define-7-nano-mini-itx-tower-case-fd-c-def7n-01,https://cdna.pcpartpicker.com/static/forever/images/product/6c27a3fec66ba623db2b3e6a3deea0a5.256p.jpg,Mini ITX Tower,Black,None,None,29.5 L,1,
Thermaltake Chaser MK-I,https://pcpartpicker.com/product/GMW9TW/thermaltake-case-vn300m1w2n,https://m.media-amazon.com/images/I/41zF3OX6t8L.jpg,ATX Full Tower,Black,None,Acrylic,77.9 L,6,
Cooler Master Cosmos II,https://pcpartpicker.com/product/yX4NnQ/cooler-master-cosmos-ii-25th-anniversary-edition-atx-full-tower-case-rc-1200-kkn2,https://cdna.pcpartpicker.com/static/forever/images/product/0abe032f6f8cfe8c6e816485c4442f5c.256p.jpg,ATX Full Tower,Black / Silver,None,Tinted Tempered Glass,160.8 L,13,
NZXT Phantom,https://pcpartpicker.com/product/RXrG3C/nzxt-case-phan001wt,https://cdna.pcpartpicker.com/static/forever/images/product/c2e22e0053ce7796633f70b5246ee1cd.256p.jpg,ATX Full Tower,White / Black,None,None,74.3 L,7,
Thermaltake Core P1,https://pcpartpicker.com/product/TFjWGX/thermaltake-core-p1-mini-itx-tower-case-ca-1h9-00t1wn-00,https://images-eu.ssl-images-amazon.com/images/I/512HWq55swL.jpg,Mini ITX Tower,Black,None,Tempered Glass,53.2 L,1,
Fractal Design Define Mini C TG,https://pcpartpicker.com/product/kRDzK8/fractal-design-define-mini-c-tg-microatx-mid-tower-case-fd-ca-def-mini-c-bk-tg,https://cdna.pcpartpicker.com/static/forever/images/product/50cff7f7fa418b13cf7399ea7c60bf93.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,36.9 L,2,
Cooler Master MasterCase H500P,https://pcpartpicker.com/product/3ZnG3C/cooler-master-mastercase-h500p-atx-mid-tower-case-mcm-h500p-mgnn-s00,https://cdna.pcpartpicker.com/static/forever/images/product/2d6c669118220cdccf9ff9703c68a43f.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
Anidees AI CRYSTAL XL PRO,https://pcpartpicker.com/product/hmTzK8/anidees-ai-crystal-xl-pro-atx-full-tower-case-ai-xl-pro-rgb,https://m.media-amazon.com/images/I/41XHBAWKliL.jpg,ATX Full Tower,Black,None,Tempered Glass,,0,
Cooler Master MasterBox K501L,https://pcpartpicker.com/product/pcxRsY/cooler-master-masterbox-k501l-atx-mid-tower-case-mcb-k501l-kann-s00,https://cdna.pcpartpicker.com/static/forever/images/product/b658ad578e28605048b76d43405b289f.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
KRUX Leda,https://pcpartpicker.com/product/2qLdnQ/krux-leda-atx-mid-tower-case-krx0007,https://m.media-amazon.com/images/I/41drv+2pWeL.jpg,ATX Mid Tower,Black,None,Tempered Glass,43.5 L,2,
Raidmax X921 MESHIAN,https://pcpartpicker.com/product/yWxxFT/raidmax-x921-meshian-atx-mid-tower-case-4711061621078,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,36.8 L,2,59.99
Silverstone PS15 PRO,https://pcpartpicker.com/product/xkFKHx/silverstone-ps15-pro-atx-mini-tower-case-sst-ps15b-pro,https://cdna.pcpartpicker.com/static/forever/images/product/42700bd969096a38d63166a33aad2fd5.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,25.7 L,1,73.44
Thermaltake S370 WS,https://pcpartpicker.com/product/zJZWGX/thermaltake-s370-ws-atx-mid-tower-case-ca-11j-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/eb543d3da16eae278bb239c3ad68f25c.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,57.9 L,4,119.99
Apevia Phantom Mesh,https://pcpartpicker.com/product/LXpD4D/apevia-phantom-mesh-microatx-mid-tower-case-phantom-mesh-bk,https://m.media-amazon.com/images/I/41aeWGbc+lL.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,32.1 L,1,69.98
DIYPC Rainbow-Flash-F4,https://pcpartpicker.com/product/4gstt6/diypc-rainbow-flash-f4-atx-mid-tower-case-rainbow-flash-f4-p,https://cdna.pcpartpicker.com/static/forever/images/product/6578812c5f9242418bb094a14b7e7f04.256p.jpg,ATX Mid Tower,Pink,None,Tempered Glass,33.2 L,2,
ENDORFY Signum 300 Solid,https://pcpartpicker.com/product/snvD4D/endorfy-signum-300-solid-atx-mid-tower-case-ey2a003,https://cdna.pcpartpicker.com/static/forever/images/product/3febe821c6510167d068ef41a9c417ad.256p.jpg,ATX Mid Tower,Black,None,None,37.8 L,2,
iTek Dark Cave DS,https://pcpartpicker.com/product/VdG2FT/itek-dark-cave-ds-atx-mid-tower-case-itgcadcdsw,https://m.media-amazon.com/images/I/413FrzOrBwL.jpg,ATX Mid Tower,White,None,Tempered Glass,49.6 L,2,
Geometric Future Model 5 Fanless,https://pcpartpicker.com/product/HMP8TW/geometric-future-model-5-fanless-atx-mid-tower-case-geo-m5-w,https://cdna.pcpartpicker.com/static/forever/images/product/37c293adf0751f997f88c4982a87f891.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,51.1 L,2,119.90
Vetroo AL900,https://pcpartpicker.com/product/s3P8TW/vetroo-al900-atx-mid-tower-case-vt-case-al900-wt,/static/forever/img/no-image.png,ATX Mid Tower,White,None,Tempered Glass,48.1 L,0,79.98
Cougar Archon 2 Mesh RGB,https://pcpartpicker.com/product/fHXJ7P/cougar-archon-2-mesh-rgb-atx-mid-tower-case-cgr-5cc5b-mesh-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/b65ad89666d89c2e0a25937d8593cd5d.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,37.5 L,2,
Antec P20CE,https://pcpartpicker.com/product/GKHqqs/antec-p20ce-atx-mid-tower-case-0-761345-80104-1,https://cdna.pcpartpicker.com/static/forever/images/product/f86d34d836c2420b23d779e082ef2ec6.256p.jpg,ATX Mid Tower,Black,None,None,50.6 L,2,
Thermaltake Ceres 300 TG ARGB,https://pcpartpicker.com/product/2Crqqs/thermaltake-ceres-300-tg-argb-atx-mid-tower-case-ca-1y2-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/17832c2866771fecf18a94c8e9c77bb4.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,53.9 L,1,
Xilence Xilent Breeze,https://pcpartpicker.com/product/dkNYcf/xilence-xilent-breeze-atx-mid-tower-case-xg131,https://m.media-amazon.com/images/I/41Xt5epJy6L.jpg,ATX Mid Tower,Black,None,Tempered Glass,44.5 L,2,
