Name,URL,Image,Type,Frequency Response,Microphone,Wireless,Enclosure Type,Color,Price
Mad Catz Kunai,https://pcpartpicker.com/product/Qsdqqs/mad-catz-headphones-tri571020n01021,https://m.media-amazon.com/images/I/41EipsoRrxL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,
Mad Catz Kunai,https://pcpartpicker.com/product/RtvRsY/mad-catz-headphones-tri571020n02021,https://m.media-amazon.com/images/I/416PC7XarkL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,
Mad Catz TRIAX180,https://pcpartpicker.com/product/PTGkcf/mad-catz-headphones-triax180,https://m.media-amazon.com/images/I/41hYUiVyRiL.jpg,Circumaural,25 Hz - 22 kHz,Yes,No,Closed,Black,
ROCCAT Kulo,https://pcpartpicker.com/product/gpfp99/roccat-headphones-roc14602,/static/forever/img/no-image.png,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,
ROCCAT Kulo - Virtual 7.1 Gaming Headset,https://pcpartpicker.com/product/CqTmP6/roccat-headphones-roc14702,https://m.media-amazon.com/images/I/41arXLTNCBL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Razer Megalodon,https://pcpartpicker.com/product/jhV48d/razer-headphones-rz0400250100r3u1,https://images-na.ssl-images-amazon.com/images/I/41TzXImSBaL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Razer Carcharias,https://pcpartpicker.com/product/qWNp99/razer-headphones-rz0400270100r3u1,https://images-na.ssl-images-amazon.com/images/I/41KYTS9BTEL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Razer Tiamat 7.1,https://pcpartpicker.com/product/W6kD4D/razer-headphones-rz0400600100r3u1,https://m.media-amazon.com/images/I/41SpKTBCxoL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,
Razer Electra Essential Gaming &amp; Music Headset,https://pcpartpicker.com/product/6Lzv6h/razer-headphones-rz0400700100r3u1,https://m.media-amazon.com/images/I/41W53yG-bUL.jpg,Circumaural,25 Hz - 16 kHz,Yes,No,Closed,Black / Green,
Razer Electra Essential Gaming &amp; Music Headset,https://pcpartpicker.com/product/9XjG3C/razer-headphones-rz0400700200r3u1,https://m.media-amazon.com/images/I/51n8VZ8vXfL.jpg,Circumaural,25 Hz - 16 kHz,Yes,No,Closed,Black,
Razer Kraken Pro,https://pcpartpicker.com/product/trdqqs/razer-headphones-rz0400870100r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/8399affe2f3fec07bc67f52960972c31.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,
Razer Kraken Pro,https://pcpartpicker.com/product/brdqqs/razer-headphones-rz0400870300r3u1,https://m.media-amazon.com/images/I/31vQ1zkgJYL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,
Razer Carcharias,https://pcpartpicker.com/product/RMLypg/razer-headphones-rz0400900100r3u1,https://m.media-amazon.com/images/I/4141Kz7f6dL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Sennheiser PC360,https://pcpartpicker.com/product/vvphP6/sennheiser-headphones-504122,https://m.media-amazon.com/images/I/4173Sf9n8sL.jpg,Circumaural,15 Hz - 28 kHz,Yes,No,Closed,Black,
Sennheiser PC333D,https://pcpartpicker.com/product/3jw323/sennheiser-headphones-504126,https://m.media-amazon.com/images/I/41keIq6+VmL.jpg,Circumaural,14 Hz - 22 kHz,Yes,No,Closed,Black / Silver,
Sennheiser CC 510,https://pcpartpicker.com/product/JT6BD3/sennheiser-cc-510-headset-cc-510,https://m.media-amazon.com/images/I/41laEsnAqpL.jpg,Supra-aural,300 Hz - 3.4 kHz,Yes,No,Closed,Black,
Sennheiser CC520 IP,https://pcpartpicker.com/product/yyjG3C/sennheiser-headphones-cc520ip,/static/forever/img/no-image.png,Supra-aural,150 Hz - 6.8 kHz,No,No,Closed,Black / Silver,
Sennheiser CC550 IP,https://pcpartpicker.com/product/YhV48d/sennheiser-headphones-cc550ip,https://m.media-amazon.com/images/I/31HTQUAr-zS.jpg,Supra-aural,150 Hz - 6.8 kHz,No,No,Closed,Black,
Sennheiser DW Pro2,https://pcpartpicker.com/product/t4rG3C/sennheiser-headphones-dw30us,/static/forever/img/no-image.png,Supra-aural,,Yes,No,Closed,Black / Silver,
Sennheiser PC141,https://pcpartpicker.com/product/Ljw323/sennheiser-headphones-pc141,https://cdna.pcpartpicker.com/static/forever/images/product/a076520bb8fed3f2d071515519e808bc.med.256p.jpg,Supra-aural,40 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Sennheiser PC 310,https://pcpartpicker.com/product/7nYXsY/sennheiser-headphones-pc310,https://m.media-amazon.com/images/I/41ztDWwHfjL.jpg,Supra-aural,17 Hz - 22 kHz,Yes,No,Closed,Black,
Sennheiser PC 320,https://pcpartpicker.com/product/VZ6BD3/sennheiser-headphones-pc320,https://m.media-amazon.com/images/I/41kG2fLv1cL.jpg,Circumaural,15 Hz - 230 kHz,Yes,No,Closed,Black,
SteelSeries Siberia V2,https://pcpartpicker.com/product/GwR48d/steelseries-headphones-51101,https://cdna.pcpartpicker.com/static/forever/images/product/b05cdba5c219816917a682d53f8f2bba.256p.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black,
SteelSeries Siberia v2,https://pcpartpicker.com/product/QMLypg/steelseries-headphones-51103,https://m.media-amazon.com/images/I/41avp6BkCZL.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black,
SteelSeries Siberia v2,https://pcpartpicker.com/product/Kx4gXL/steelseries-headphones-51104,https://m.media-amazon.com/images/I/51KGyIYEmgL.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / Red,
SteelSeries Siberia v2,https://pcpartpicker.com/product/VHdqqs/steelseries-headphones-51107,https://m.media-amazon.com/images/I/41CcusWw7QL.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / Blue,
SteelSeries Siberia v2,https://pcpartpicker.com/product/yQmLrH/steelseries-headphones-51108,https://images-na.ssl-images-amazon.com/images/I/31PERUgFQGL.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / White,
SteelSeries 61-053,https://pcpartpicker.com/product/XztCmG/steelseries-headphones-61053,https://m.media-amazon.com/images/I/31VZcsSMCCL.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / Yellow,
SteelSeries Flux,https://pcpartpicker.com/product/JQphP6/steelseries-headphones-61278,https://m.media-amazon.com/images/I/419DvdJGywL.jpg,Supra-aural,18 Hz - 28 kHz,Yes,No,Closed,Black,
SteelSeries 7H,https://pcpartpicker.com/product/pkxfrH/steelseries-headphones-61050,https://images-na.ssl-images-amazon.com/images/I/41mvdR07niL.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black,
SteelSeries 5H v2 ,https://pcpartpicker.com/product/3B2kcf/steelseries-headphones-61001ss,https://m.media-amazon.com/images/I/41CncplmhsL.jpg,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black / White,
SteelSeries Siberia v2,https://pcpartpicker.com/product/ydBv6h/steelseries-headphones-61266,https://m.media-amazon.com/images/I/41WlI9AkR7L.jpg,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / Silver,
SteelSeries Flux,https://pcpartpicker.com/product/HT2kcf/steelseries-headphones-61279,https://m.media-amazon.com/images/I/41RKzXVzxaL.jpg,Supra-aural,18 Hz - 28 kHz,Yes,No,Closed,White,
SteelSeries Guild Wars 2,https://pcpartpicker.com/product/mB2kcf/steelseries-headphones-61282,https://images-na.ssl-images-amazon.com/images/I/31YvoyN4VWL.jpg,Supra-aural,18 Hz - 28 kHz,Yes,No,Closed,White / Red,
SteelSeries Flux,https://pcpartpicker.com/product/vsdqqs/steelseries-headphones-61283,https://m.media-amazon.com/images/I/31BPtgBqDoL.jpg,Supra-aural,18 Hz - 28 kHz,Yes,No,Closed,Black / Orange,
SteelSeries GH-100,https://pcpartpicker.com/product/rp7wrH/steelseries-headphones-hn0nae1x8leh01,https://cdna.pcpartpicker.com/static/forever/images/product/495880916134a66637143eed18259441.med.256p.jpg,Supra-aural,,Yes,No,Closed,Black / Silver,
Thermaltake Cronos,https://pcpartpicker.com/product/FCGkcf/thermaltake-headphones-htcro008ecbl,https://images-na.ssl-images-amazon.com/images/I/41ApJTO4FqL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Thermaltake eSPORTS DRACCO Captain,https://pcpartpicker.com/product/3WNp99/thermaltake-headphones-htdrc009ecre,https://images-na.ssl-images-amazon.com/images/I/41SzWCXj5IL.jpg,Circumaural,10 Hz - 22 kHz,Yes,No,Closed,Black / Red,
Thermaltake CONSOLE,https://pcpartpicker.com/product/tj6BD3/thermaltake-headphones-htsho001ecgr,https://m.media-amazon.com/images/I/41wPwM9eP6L.jpg,Circumaural,,Yes,No,Closed,Black / Green,
Thermaltake LHA0049-B,https://pcpartpicker.com/product/PVjG3C/thermaltake-headphones-lha0049b,https://m.media-amazon.com/images/I/31Mz1SR7ckL.jpg,Supra-aural,,No,No,Closed,White,44.98
Turtle Beach EarForce Z SEVEN,https://pcpartpicker.com/product/zWNp99/turtle-beach-headphones-tbs601001,https://m.media-amazon.com/images/I/41BBkYTjNHL.jpg,Circumaural,,Yes,No,Closed,Black / White,
Turtle Beach EarForce Z2 ,https://pcpartpicker.com/product/M2h9TW/turtle-beach-headphones-tbs2052,https://cdna.pcpartpicker.com/static/forever/images/product/144b4bbda975d4d2e76feb09b7cc4001.med.256p.jpg,Circumaural,,Yes,No,Closed,Black / White,
Turtle Beach Ear Force DP11,https://pcpartpicker.com/product/DfNp99/turtle-beach-headphones-tbs214001,https://images-na.ssl-images-amazon.com/images/I/41mlCWlAf7L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Turtle Beach Ear Force Z11,https://pcpartpicker.com/product/DKW9TW/turtle-beach-headphones-tbs214501,https://m.media-amazon.com/images/I/416XnqLICTL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Turtle Beach M5,https://pcpartpicker.com/product/cm6BD3/turtle-beach-headphones-tbs520002,https://m.media-amazon.com/images/I/417-zQ5h3fL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Turtle Beach Ear Force ZLa,https://pcpartpicker.com/product/GHdqqs/turtle-beach-headphones-tbs600501,https://m.media-amazon.com/images/I/31hUTWafx5L.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Turtle Beach Z22,https://pcpartpicker.com/product/hT6BD3/turtle-beach-headphones-tbs605201,https://cdna.pcpartpicker.com/static/forever/images/product/9e6d0e5e309e185ab9ddeeda00511795.med.256p.jpg,Circumaural,,Yes,No,Closed,Black / Red,
Cooler Master Ceres -400,https://pcpartpicker.com/product/Fx4gXL/cooler-master-headphones-sgh2010kkta1,https://m.media-amazon.com/images/I/41iJCoyitrL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Cooler Master CM Storm Sirus S,https://pcpartpicker.com/product/3dK7YJ/cooler-master-headphones-sgh4000kw5a1,https://m.media-amazon.com/images/I/41IWLVwB5CL.jpg,Circumaural,10 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Cooler Master CM Storm Sonuz,https://pcpartpicker.com/product/RHdqqs/cooler-master-headphones-sgh4010kgta1,https://images-na.ssl-images-amazon.com/images/I/41nAuGaqUIL.jpg,Circumaural,10 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Cooler Master CM Storm Pulse-R,https://pcpartpicker.com/product/9FQypg/cooler-master-headphones-sgh4330kata1,https://m.media-amazon.com/images/I/41ntY45o6IL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,
Cooler Master CM Storm Sirus 5.1 w/ Tactical Mixing Console ,https://pcpartpicker.com/product/7Z6BD3/cooler-master-headphones-sgh6000kk5r1,https://images-na.ssl-images-amazon.com/images/I/318DZRSbtQL.jpg,Circumaural,10 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Beyerdynamic Custom One Pro,https://pcpartpicker.com/product/vCGkcf/beyerdynamic-headphones-709026,https://cdna.pcpartpicker.com/static/forever/images/product/0980f1bbd6c3dead057d6e34d0cb0843.med.256p.jpg,Circumaural,5 Hz - 35 kHz,No,No,Closed,Black,
Beyerdynamic Tesla T50p,https://pcpartpicker.com/product/gNK7YJ/beyerdynamic-headphones-713880,https://cdna.pcpartpicker.com/static/forever/images/product/9037616f94b5bfe92287b434722261f7.256p.jpg,Supra-aural,10 Hz - 23 kHz,No,No,Closed,Black / Silver,
Beyerdynamic Trendline Virginia Rose MMX 41 iE,https://pcpartpicker.com/product/Xpfp99/beyerdynamic-headphones-714399,https://m.media-amazon.com/images/I/31r8tmuXsML.jpg,In Ear,15 Hz - 20 kHz,No,No,Closed,Purple / Black,
Beyerdynamic Trendline Racing Green MMX 41 iE,https://pcpartpicker.com/product/hx4gXL/beyerdynamic-headphones-714410,https://cdna.pcpartpicker.com/static/forever/images/product/f239907933932dbe0eb01fe21c9713a7.med.256p.jpg,In Ear,15 Hz - 20 kHz,No,No,Closed,Green / Black,
Beyerdynamic DT 770 PRO HT,https://pcpartpicker.com/product/tqTmP6/beyerdynamic-headphones-dt770proht,https://cdna.pcpartpicker.com/static/forever/images/product/35988c5ff813dc16d42fb041de7ec02b.med.256p.jpg,Circumaural,5 Hz - 35 kHz,No,No,Closed,Black / Silver,
Beyerdynamic MMX 101 iE,https://pcpartpicker.com/product/pJ6BD3/beyerdynamic-headphones-mmx101ie,https://m.media-amazon.com/images/I/31UzP3fD9RL.jpg,In Ear,10 Hz - 23 kHz,No,No,Closed,Black,
AKG IP2,https://pcpartpicker.com/product/y7mLrH/akg-headphones-ip2,https://images-na.ssl-images-amazon.com/images/I/31IIH-FUq8L.jpg,In Ear,12 Hz - 23.5 kHz,No,No,Closed,Black / Silver,
AKG K-495NC,https://pcpartpicker.com/product/bDGkcf/akg-headphones-k495nc,https://cdna.pcpartpicker.com/static/forever/images/product/d2d953a43f9725c641557bbd0ea68d03.med.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,
AKG K142HD,https://pcpartpicker.com/product/QNK7YJ/akg-headphones-k142hd,https://cdna.pcpartpicker.com/static/forever/images/product/8345327ae8ec32ec1338b58da21ecf58.med.256p.jpg,Circumaural,18 Hz - 24 kHz,No,No,Closed,Black / Silver,
AKG K242HD,https://pcpartpicker.com/product/2nYXsY/akg-headphones-k242hd,https://cdna.pcpartpicker.com/static/forever/images/product/b1597475015a82a8b78ab4dd3043b37d.med.256p.jpg,Circumaural,15 Hz - 25 kHz,No,No,Semi-open,Black / Silver,
AKG K267 TIESTO,https://pcpartpicker.com/product/dcJwrH/akg-headphones-k267tiesto,https://m.media-amazon.com/images/I/41XR7heGlAL.jpg,Circumaural,5 Hz - 30 kHz,No,No,Closed,Black / Silver,
AKG K272 HD,https://pcpartpicker.com/product/DFQypg/akg-headphones-k272hd,https://cdna.pcpartpicker.com/static/forever/images/product/b686d5e7cfe4921fb14f0eec581451a6.med.256p.jpg,Circumaural,16 Hz - 28 kHz,No,No,Closed,Black / Silver,
AKG K326BLK,https://pcpartpicker.com/product/4hV48d/akg-headphones-k326blk,https://cdna.pcpartpicker.com/static/forever/images/product/89247bc9c8c9cc570274f55dfba85406.med.256p.jpg,Earbud,17 Hz - 23 kHz,Yes,No,Closed,Black,
AKG K326RED,https://pcpartpicker.com/product/c7mLrH/akg-headphones-k326red,https://cdna.pcpartpicker.com/static/forever/images/product/704c75f086cf8e7bc89200c7983eedda.med.256p.jpg,Earbud,17 Hz - 23 kHz,Yes,No,Closed,Black / Red,
AKG K326SNY,https://pcpartpicker.com/product/ZDGkcf/akg-headphones-k326sny,/static/forever/img/no-image.png,Earbud,17 Hz - 23 kHz,Yes,No,Closed,Black / Yellow,
AKG K328SBP,https://pcpartpicker.com/product/GDGkcf/akg-headphones-k328sbp,https://cdna.pcpartpicker.com/static/forever/images/product/898c7b46c1d2f5fdaaacc3ce330660bf.med.256p.jpg,Earbud,13 Hz - 22.5 kHz,Yes,No,Closed,Black / Purple,
AKG K328SBR,https://pcpartpicker.com/product/Y7mLrH/akg-headphones-k328sbr,https://cdna.pcpartpicker.com/static/forever/images/product/44a2ba92f995ffca0bf1f9e4302d7262.med.256p.jpg,Earbud,13 Hz - 22.5 kHz,Yes,No,Closed,Black / Red,
AKG K350 CRM,https://pcpartpicker.com/product/Njw323/akg-headphones-k350crm,https://cdna.pcpartpicker.com/static/forever/images/product/fa7201ffa5a46b3af1e5cb8a5fb3cc46.med.256p.jpg,In Ear,12 Hz - 23.5 kHz,Yes,No,Closed,Black / Silver,
AKG K350 WHT,https://pcpartpicker.com/product/BJ6BD3/akg-headphones-k350wht,https://cdna.pcpartpicker.com/static/forever/images/product/2460713cc5225dcaa1926d2542596341.med.256p.jpg,In Ear,12 Hz - 23.5 kHz,Yes,No,Closed,White,
AKG K374SLV,https://pcpartpicker.com/product/VyjG3C/akg-headphones-k374slv,https://cdna.pcpartpicker.com/static/forever/images/product/615e873af5896ac04ce8b609958ad03b.med.256p.jpg,In Ear,10 Hz - 24 kHz,No,No,Closed,Black / Silver,
AKG K420BLU,https://pcpartpicker.com/product/WCGkcf/akg-headphones-k420blu,https://cdna.pcpartpicker.com/static/forever/images/product/4e0828db191f5631fbf6dcc23c8addab.med.256p.jpg,Circumaural,13 Hz - 27 kHz,No,No,Semi-open,Black / Blue,
AKG K430WHT,https://pcpartpicker.com/product/nrdqqs/akg-headphones-k430wht,https://cdna.pcpartpicker.com/static/forever/images/product/15ffea60b178f23182abc8a831c5124e.med.256p.jpg,Circumaural,12 Hz - 28 kHz,No,No,Closed,White,
AKG K451BLK,https://pcpartpicker.com/product/fjw323/akg-headphones-k451blk,https://cdna.pcpartpicker.com/static/forever/images/product/9a3338741cd26982352214d351e1b825.med.256p.jpg,Supra-aural,11 Hz - 29.5 kHz,No,No,Closed,Black / Silver,
AKG K490 NC,https://pcpartpicker.com/product/LnYXsY/akg-headphones-k490nc,https://cdna.pcpartpicker.com/static/forever/images/product/ba3507cb6007ac7714672fc6a40e47f9.med.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,
AKG K512 MKII,https://pcpartpicker.com/product/zR2kcf/akg-headphones-k512mkii,https://cdna.pcpartpicker.com/static/forever/images/product/f4136a141b2573da85df552d2a5f8c8e.med.256p.jpg,Circumaural,16 Hz - 20 kHz,No,No,Closed,Black / Silver,
AKG K518LERED,https://pcpartpicker.com/product/qXjG3C/akg-headphones-k518lered,https://cdna.pcpartpicker.com/static/forever/images/product/7570602a1e5d52905df678216ad8e8df.med.256p.jpg,Circumaural,16 Hz - 24 kHz,No,No,Closed,Black / Red,
AKG K518LEWHT,https://pcpartpicker.com/product/KbBv6h/akg-headphones-k518lewht,https://cdna.pcpartpicker.com/static/forever/images/product/45ace2d7193cdbfe122892631112e834.med.256p.jpg,Circumaural,16 Hz - 24 kHz,No,No,Closed,Black / White,
AKG K518LE,https://pcpartpicker.com/product/FMLypg/akg-headphones-k518leyel,https://cdna.pcpartpicker.com/static/forever/images/product/3e4b410ff07fc3469480b8fead7a2580.med.256p.jpg,Circumaural,16 Hz - 24 kHz,No,No,Closed,Black / Yellow,
AKG K550,https://pcpartpicker.com/product/CkV48d/akg-headphones-k550,https://cdna.pcpartpicker.com/static/forever/images/product/0c71d3f764f8d5539decd7a869190f8e.med.256p.jpg,Circumaural,12 Hz - 28 kHz,No,No,Closed,Black,
AKG K551WHT,https://pcpartpicker.com/product/MgkD4D/akg-headphones-k551wht,https://m.media-amazon.com/images/I/41Jkq0DuhOL.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,White,
AKG K551SLV,https://pcpartpicker.com/product/9pfp99/akg-headphones-k551slv,https://cdna.pcpartpicker.com/static/forever/images/product/cbee3e03e2968d4a5bb1d6cd7e89c97e.med.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black / Silver,
AKG K619BLK,https://pcpartpicker.com/product/8vphP6/akg-headphones-k619blk,https://m.media-amazon.com/images/I/41rOnp+fBTL.jpg,Circumaural,16 Hz - 24 kHz,Yes,No,Closed,Black,
AKG K619BLU,https://pcpartpicker.com/product/7Hdqqs/akg-headphones-k619blu,https://m.media-amazon.com/images/I/31MlDT66T9L.jpg,Circumaural,16 Hz - 24 kHz,Yes,No,Closed,Black / Blue,
AKG K619RED,https://pcpartpicker.com/product/mvphP6/akg-headphones-k619red,https://m.media-amazon.com/images/I/41Bq4PfEBQL.jpg,Circumaural,16 Hz - 24 kHz,Yes,No,Closed,Black / Red,
AKG K830BT,https://pcpartpicker.com/product/6dK7YJ/akg-headphones-k830bt,https://cdna.pcpartpicker.com/static/forever/images/product/d1b7811999bb21472354d546d9f99036.med.256p.jpg,Supra-aural,18 Hz - 20 kHz,No,No,Closed,Black,
AKG K840 KL,https://pcpartpicker.com/product/TR2kcf/akg-headphones-k840kl,https://cdna.pcpartpicker.com/static/forever/images/product/a1182816768fce9f69ab51c8d75089a5.med.256p.jpg,Supra-aural,10 Hz - 31 kHz,No,No,Closed,Black / Silver,
AKG Q701B,https://pcpartpicker.com/product/sgkD4D/akg-headphones-q701b,https://cdna.pcpartpicker.com/static/forever/images/product/f336eb8932f844587d4dbbc4ae10b21a.med.256p.jpg,Circumaural,10 Hz - 39.8 kHz,No,No,Open,Black / Green,
AKG K391NC,https://pcpartpicker.com/product/7B2kcf/akg-headphones-k391nc,https://m.media-amazon.com/images/I/31ESp2rfimL.jpg,In Ear,12 Hz - 24 kHz,Yes,No,Closed,Black / Silver,
Mad Catz F.R.E.Q. 7,https://pcpartpicker.com/product/D7mLrH/mad-catz-headphones-mcb4340200c2021,https://m.media-amazon.com/images/I/41KQDw0PjIL.jpg,Circumaural,,Yes,No,Closed,Black,
Mad Catz F.R.E.Q. M,https://pcpartpicker.com/product/CvphP6/mad-catz-headphones-mcb434040013021,https://m.media-amazon.com/images/I/31lt9p1HzHL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Mad Catz MOV471060002/04/1,https://pcpartpicker.com/product/yN8Zxr/mad-catz-headphones-mov471060002041,https://images-na.ssl-images-amazon.com/images/I/418UWYTGf9L.jpg,Circumaural,,Yes,No,Closed,Black,
Etymotic Research HF2,https://pcpartpicker.com/product/QPPfrH/etymotic-research-headphones-er23hf2blackan,https://images-na.ssl-images-amazon.com/images/I/31AVWTrHeQL.jpg,In Ear,20 Hz - 15 kHz,Yes,No,Closed,Black / White,
Etymotic Research HF2,https://pcpartpicker.com/product/KXK7YJ/etymotic-research-headphones-er23hf2cobaltan,https://m.media-amazon.com/images/I/31lQK3QBzbL.jpg,In Ear,20 Hz - 15 kHz,Yes,No,Closed,Blue / White,
Gear Head BN2450NC,https://pcpartpicker.com/product/XFQypg/gear-head-bn2450nc-headset-bn2450nc,https://images-na.ssl-images-amazon.com/images/I/31eFKSEEWLL.jpg,Supra-aural,20 Hz - 15 kHz,Yes,No,Closed,Black,
Hercules 4780507,https://pcpartpicker.com/product/JDPfrH/hercules-headphones-4780507,https://m.media-amazon.com/images/I/41B-YXZTwAL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,
Koss CS95,https://pcpartpicker.com/product/ZKW9TW/koss-headphones-142869,https://cdna.pcpartpicker.com/static/forever/images/product/8aa63e5b1aad1db89f79b139216d6b73.256p.jpg,Supra-aural,30 Hz - 16 kHz,Yes,No,Closed,Black / Silver,24.98
Koss 154328,https://pcpartpicker.com/product/gyjG3C/koss-headphones-154328,/static/forever/img/no-image.png,Circumaural,30 Hz - 20 kHz,No,No,Closed,Black,
