Name,URL,Image,Interface,Color,Price
Syba SD-PEX24066,https://pcpartpicker.com/product/ZYcG3C/syba-sd-pex24066-2-x-25-gbs-ethernet-pcie-x1-network-adapter-sd-pex24066,https://m.media-amazon.com/images/I/41PdZUOPleL.jpg,PCIe x1,Green / Black,28.00
StarTech ST10GSPEXNB2,https://pcpartpicker.com/product/PtcG3C/startech-st10gspexnb2-10-gbs-ethernet-pcie-x2-network-adapter-st10gspexnb2,https://m.media-amazon.com/images/I/51I6eESqn5L.jpg,PCIe x2,Silver / Black,169.99
Syba SD-PEX24055,https://pcpartpicker.com/product/bXDJ7P/syba-sd-pex24055-pcie-x4-10-gbits-network-adapter-sd-pex24055,https://cdna.pcpartpicker.com/static/forever/images/product/f5d64e18dffd9b1a6bb1ea19591ebefa.256p.jpg,PCIe x4,Green / Black,57.99
Syba SY-PEX24045,https://pcpartpicker.com/product/WD97YJ/syba-sy-pex24045-pcie-x4-1000-mbits-network-adapter-sy-pex24045,https://images-eu.ssl-images-amazon.com/images/I/51Qg3azqbIL.jpg,PCIe x4,Green / Black,59.99
D-Link DXE-820T,https://pcpartpicker.com/product/LmgPxr/d-link-dxe-820t-network-adapter-dxe-820t,https://cdna.pcpartpicker.com/static/forever/images/product/3bf3e23e89c59bc4a41091871fdc35e2.256p.jpg,PCIe x8,,269.26
TRENDnet TEG-25GECTX,https://pcpartpicker.com/product/xxfnTW/trendnet-teg-25gectx-25-gbs-ethernet-pcie-x1-network-adapter-teg-25gectx,https://m.media-amazon.com/images/I/411zdl07pRL.jpg,PCIe x1,Blue,24.51
Intel E1G42ETBLK,https://pcpartpicker.com/product/2mXfrH/intel-wired-network-card-e1g42etblk,https://cdna.pcpartpicker.com/static/forever/images/product/b789aadd3d0e621f37765419d93f7c31.256p.jpg,PCIe x4,,51.00
Intel I226T1,https://pcpartpicker.com/product/xKGhP6/intel-i226t1-25-gbs-ethernet-pcie-x1-network-adapter-i226t1,https://cdna.pcpartpicker.com/static/forever/images/product/bc52eeec9d64fce44c94be7123200d9e.256p.jpg,PCIe x1,Green,79.98
StarTech ST10GSPEXNDP2,https://pcpartpicker.com/product/JvH7YJ/startech-st10gspexndp2-2-x-10-gbs-ethernet-pcie-x4-network-adapter-st10gspexndp2,https://cdna.pcpartpicker.com/static/forever/images/product/2b873f6da88deb87ec6799513a859703.256p.jpg,PCIe x4,Black / Silver,163.99
QNAP QXG5G1T111C,https://pcpartpicker.com/product/Kgytt6/qnap-qxg5g1t111c-5-gbs-ethernet-pcie-x1-network-adapter-qxg5g1t111c,https://cdna.pcpartpicker.com/static/forever/images/product/5aa8234e236fe6b197863ab2354623d2.256p.jpg,PCIe x1,Blue / Silver,99.00
Monoprice 112909,https://pcpartpicker.com/product/sYytt6/monoprice-112909-gigabit-ethernet-usb-type-c-network-adapter-112909,https://m.media-amazon.com/images/I/31SbDsg486L.jpg,USB Type-C 3.2 Gen 2,White,13.22
Intel X520-T2,https://pcpartpicker.com/product/hdyV3C/intel-x520-t2-pcie-x8-10-gbits-network-adapter-x520-t2,https://cdna.pcpartpicker.com/static/forever/images/product/9bb92d860044cbffa6f2456fe4683c11.256p.jpg,PCIe x8,Green / Black,
QNAP QXG2G2TI225,https://pcpartpicker.com/product/LW92FT/qnap-qxg2g2ti225-2-x-25-gbs-ethernet-pcie-x2-network-adapter-qxg2g2ti225,https://cdna.pcpartpicker.com/static/forever/images/product/ca7154084df22cd6b6a5032c8a705145.256p.jpg,PCIe x2,Green / Copper,99.00
Syba SI-PEX24042,https://pcpartpicker.com/product/X4zkcf/syba-si-pex24042-pcie-x1-1000-mbits-network-adapter-si-pex24042,https://cdna.pcpartpicker.com/static/forever/images/product/57d0622448d6f56b221bb81bb053423b.256p.jpg,PCIe x1,Green / Black,49.30
Asus USB-C2500,https://pcpartpicker.com/product/BXQcCJ/asus-usb-c2500-25-gbs-ethernet-usb-type-a-network-adapter-usb-c2500,https://cdna.pcpartpicker.com/static/forever/images/product/2fff99a35b8408e5f3a1f6a31a0b4821.256p.jpg,USB Type-A 3.2 Gen 1,Gray,29.99
StarTech ST1000SPEX2L,https://pcpartpicker.com/product/kFQypg/startech-wired-network-card-st1000spex2l,https://m.media-amazon.com/images/I/41ttIy3fJYL.jpg,PCIe x1,,21.23
QNAP QXG-10G1T,https://pcpartpicker.com/product/n3ndnQ/qnap-qxg-10g1t-network-adapter-qxg-10g1t,https://cdna.pcpartpicker.com/static/forever/images/product/d9ea9fd4f857e54e757f2274dc8fd109.256p.jpg,PCIe x4,,139.00
TP-Link UE300,https://pcpartpicker.com/product/3p8H99/tp-link-ue300-network-adapter-ue300,https://cdna.pcpartpicker.com/static/forever/images/product/97bdc5ef75505ff1b527d0b698e7e830.256p.jpg,USB Type-A 3.2 Gen 1,,9.96
SIIG LB-GE0311-S1,https://pcpartpicker.com/product/XR2bt6/siig-lb-ge0311-s1-2-x-10-gbs-ethernet-pcie-x8-network-adapter-lb-ge0311-s1,https://m.media-amazon.com/images/I/41L-kYrFdpL.jpg,PCIe x8,Black / Green,222.38
Belkin F5D5000,https://pcpartpicker.com/product/hk2kcf/belkin-wired-network-card-f5d5000,https://images-na.ssl-images-amazon.com/images/I/41AZ90QP9TL.jpg,PCI,,11.09
Intel E1G44HT,https://pcpartpicker.com/product/TnPfrH/intel-wired-network-card-e1g44ht,https://cdna.pcpartpicker.com/static/forever/images/product/27e70103d7a3d9ab2bd601743a918e5f.256p.jpg,PCIe x4,,106.00
StarTech ST2GPEX,https://pcpartpicker.com/product/mGjNnQ/startech-st2gpex-25-gbs-ethernet-pcie-x1-network-adapter-st2gpex,https://cdna.pcpartpicker.com/static/forever/images/product/c948d04adacdc19f74577d2117f473d6.256p.jpg,PCIe x1,Black,36.49
StarTech ST1000SPEX4,https://pcpartpicker.com/product/L2vRsY/startech-wired-network-card-st1000spex4,https://m.media-amazon.com/images/I/51HBkXAzXWL.jpg,PCIe x4,,375.99
StarTech ST1000SPEX2,https://pcpartpicker.com/product/DZV48d/startech-wired-network-card-st1000spex2,https://m.media-amazon.com/images/I/41L9PimZf1L.jpg,PCIe x1,,15.29
Syba SY-HUB24047,https://pcpartpicker.com/product/7m97YJ/syba-sy-hub24047-usb-30-1000-mbits-network-adapter-sy-hub24047,https://images-na.ssl-images-amazon.com/images/I/41vSeA5n3rL.jpg,USB Type-A 3.2 Gen 1,Black,47.99
Intel E1G44HTBLK,https://pcpartpicker.com/product/4sdqqs/intel-wired-network-card-e1g44htblk,https://m.media-amazon.com/images/I/41mYieVJxwL.jpg,PCIe x4,,135.00
Intel EXPI9404PTLBLK,https://pcpartpicker.com/product/C6Gkcf/intel-wired-network-card-expi9404ptlblk,https://cdna.pcpartpicker.com/static/forever/images/product/98e203afb7fd8f25f1557bff9abd6c67.256p.jpg,PCIe x4,,
Intel EXPI9402PTG2P20,https://pcpartpicker.com/product/CwGxFT/intel-expi9402ptg2p20-pcie-x4-1000-mbits-network-adapter-expi9402ptg2p20,https://images-na.ssl-images-amazon.com/images/I/419H7vmlAkL.jpg,PCIe x4,Green / Black,69.45
StarTech ST10000SPEXI,https://pcpartpicker.com/product/GHgZxr/startech-st10000spexi-10-gbs-ethernet-pcie-x4-network-adapter-st10000spexi,https://cdna.pcpartpicker.com/static/forever/images/product/9732d6a171365f57af85dbdbfe81985f.256p.jpg,PCIe x4,Black / Silver,
Intel EXPI9301CT,https://pcpartpicker.com/product/k94gXL/intel-wired-network-card-expi9301ct,https://m.media-amazon.com/images/I/51dovzTVhmL.jpg,PCIe x1,,
Intel E10G42BT,https://pcpartpicker.com/product/78phP6/intel-wired-network-card-e10g42bt,https://m.media-amazon.com/images/I/317qA4lACHL.jpg,PCIe x8,,
Plugable USBC-E1000,https://pcpartpicker.com/product/yhzZxr/plugable-usbc-e1000-usb-type-c-1-gbits-network-adapter-usbc-e1000,https://m.media-amazon.com/images/I/41tsdq8yCLL.jpg,USB Type-C 3.2 Gen 1,,18.95
TP-Link UE300C,https://pcpartpicker.com/product/DcQfrH/tp-link-ue300c-gigabit-ethernet-usb-type-c-network-adapter-ue300c,https://cdna.pcpartpicker.com/static/forever/images/product/bb13c2c1fc8081f9fcbd27a460ec3496.256p.jpg,USB Type-C,Black,13.99
Intel EXPI9404PTLBLK-1PK,https://pcpartpicker.com/product/v3Lypg/intel-wired-network-card-expi9404ptlblk1pk,https://m.media-amazon.com/images/I/31zOGgkzYeL.jpg,PCIe x4,,
Edimax EU-4208,https://pcpartpicker.com/product/9MLypg/edimax-wired-network-card-eu4208,https://cdna.pcpartpicker.com/static/forever/images/product/95c4a15c96d4db8fa7db487df3a9f282.256p.jpg,USB Type-A 2.0,,
StarTech ST1000SPEX42,https://pcpartpicker.com/product/zVxfrH/startech-wired-network-card-st1000spex42,https://m.media-amazon.com/images/I/411YJCfIVOL.jpg,PCIe x4,,299.00
Rosewill RC-NIC416Dual,https://pcpartpicker.com/product/R2Jtt6/rosewill-rc-nic416dual-pcie-x4-10-gbits-network-adapter-rc-nic416dual,https://cdna.pcpartpicker.com/static/forever/images/product/466855acfff2b4aa4b5b5eec2f848a6f.256p.jpg,PCIe x4,Black / Silver,
QNAP QXG-2G1T-I225,https://pcpartpicker.com/product/93qPxr/qnap-qxg-2g1t-i225-25-gbs-ethernet-pcie-x1-network-adapter-qxg-2g1t-i225,https://cdna.pcpartpicker.com/static/forever/images/product/c504f45a77f82e9a6360f63901476c6a.256p.jpg,PCIe x1,Green / Silver,79.00
StarTech ST10GSPEXNB,https://pcpartpicker.com/product/s2zXsY/startech-st10gspexnb-10-gbs-ethernet-pcie-x4-network-adapter-st10gspexnb,https://cdna.pcpartpicker.com/static/forever/images/product/2a42f51875492d5e048b0739b1bbcc0f.256p.jpg,PCIe x4,Black,196.95
Gigabyte GC-AQC113C 10G,https://pcpartpicker.com/product/WxD7YJ/gigabyte-gc-aqc113c-10g-10-gbs-ethernet-pcie-x4-network-adapter-gc-aqc113c-10g,/static/forever/img/no-image.png,PCIe x4,White / Silver,
